15,0.13385237237343695,0,0.0015916711352635588
15,0.13214046602098567,0,0.0020396922230072156
15,0.13284570894396286,0,0.0014091333620538768
15,0.13737088325156488,0,0.0018166954590016259
40,0.3993156174443131,0,0.003930029732250718
55,0.558561502637429,0,0.0046167265314690465
60,0.6360140943273809,0,0.006637105066103922
65,0.7298778684529428,0,0.005998237698381856
85,0.9700864196355651,0,0.008104313317646798
90,1.0368050554182944,0,0.008782093961752132
95,1.1343022247330496,0,0.010624563677763847
120,1.4875276554739472,0,0.012996667678657339
125,1.5852461665857804,0,0.0134659739853688
155,2.1611891262964065,0,0.027180146864992975
