#parameters,chi2
-0.04952473067683348,0.012055067803520728,43.978032380146
-0.005607958880653269,0.008829499095590228,3.145848293523468e-05,3.80239525775672
-0.01026913378812538,0.00925192486326138,2.3210496019152343e-05,4.1005478075786045e-08,4.112887221403689
