0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'AdamW', 0.002, 'CyclicLR')","(64, 'Adadelta', 0.005, 'ExponentialLR')","(64, 'Adam', 0.002, 'ExponentialLR')","(128, 'Adam', 0.01, 'ExponentialLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(128, 'Adam', 0.01, 'StepLR')","(64, 'AdamW', 0.01, 'StepLR')","(128, 'Adadelta', 0.002, 'CyclicLR')","(128, 'Adam', 0.002, 'CyclicLR')","(128, 'Adam', 0.002, 'StepLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(128, 'AdamW', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.01, 'ExponentialLR')","(128, 'Adam', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.002, 'ExponentialLR')","(128, 'AdamW', 0.002, 'StepLR')","(64, 'Adam', 0.002, 'StepLR')","(64, 'AdamW', 0.002, 'StepLR')"
fitness,0.5373493227277484,0.7307686978521801,0.5345574591500418,0.537464832850865,0.5358450284685408,0.5506718591962542,0.5373211135864258,0.6715914971487863,0.5360691642761231,0.5352925660042537,0.5350035405840192,0.5348571041879199,0.5346446293422153,0.5343505081335704,0.5339417980739048,0.5335595191092718,0.5335253606523787,0.5334462629045759
