syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(32.69359230614247, 0.18930038712424999)","(6.5477111051614, 1.641706220147357)","(0.2788700614754918, 0.14298494280091334)","(2.873580961601556, 0.24364975277489273)","(4.507870454955001, 0.11874123468506642)","(1.265253530464441, 0.1405473245315384)"
L1PrefireUp,"(32.35962240741852, 0.187480038171364)",-,-,"(2.8442424689210846, 0.24149309180698855)","(4.455829079323127, 0.11741652288242631)","(1.2445188648177348, 0.13877585948080867)"
L1PrefireDown,"(33.022012091119514, 0.19111241168823917)",-,-,"(2.9026008429030443, 0.24580438968950086)","(4.5594822748078325, 0.12007795274087003)","(1.2858306402781476, 0.1422271496871274)"
PileupReweightUp,"(32.49183483106838, 0.20416679153539505)",-,-,"(2.9265242509093587, 0.2801580618082484)","(4.465652035544743, 0.12784682765086489)","(1.2457373163645191, 0.13037486170225768)"
PileupReweightDown,"(32.89116157018489, 0.18206238775525632)",-,-,"(2.8250112344233975, 0.22488950302858798)","(4.531929324748545, 0.11385379061051742)","(1.2946013844468933, 0.1578493400186542)"
MuonIDSFUp,"(33.15704091308774, 0.19189591821474666)",-,-,"(2.91520191812386, 0.2469543672393684)","(4.573334921006052, 0.12043186917857678)","(1.2843971721301284, 0.14185923481534574)"
MuonIDSFDown,"(32.234698220763484, 0.18675438028571412)",-,-,"(2.8323530868530473, 0.24040641676831567)","(4.443111413389574, 0.11708390216191966)","(1.2463434588035025, 0.13925441632848246)"
DblMuTrigSFUp,"(32.69858618939717, 0.18932865858483708)",-,-,"(2.8740004176871365, 0.2436852685491986)","(4.50860730248048, 0.11876040183643673)","(1.265439210913786, 0.1405665777132991)"
DblMuTrigSFDown,"(32.688525693592986, 0.18927171349250646)",-,-,"(2.873155051209174, 0.24361369929969956)","(4.507122750205758, 0.11872178383043128)","(1.2650649845456952, 0.14052780359450096)"
JetResUp,"(32.74726857988737, 0.1895366566485416)",-,-,"(2.9667142186566418, 0.2508624432727642)","(4.508802407808373, 0.11866413545462456)","(1.257848242462418, 0.14065411214430734)"
JetResDown,"(32.60154382950695, 0.1890198617239953)",-,-,"(2.8194385524287893, 0.2442612279699823)","(4.512342748713592, 0.11878974989831512)","(1.2569043576830023, 0.1405206114528545)"
JetEnUp,"(33.21976503058941, 0.1909042688995721)",-,-,"(3.1818094442161486, 0.25557642211374004)","(4.529704174894874, 0.11901755888392374)","(1.2879419728077997, 0.14145251978927004)"
JetEnDown,"(32.19725677488682, 0.18789599667921172)",-,-,"(2.794229615229589, 0.23775031413748882)","(4.476531550596687, 0.1184440506352542)","(1.2475491958337228, 0.14035443846371304)"
MuonEnUp,"(32.699303830148374, 0.18931167985314684)",-,-,"(2.862697208639006, 0.24346153408532362)","(4.491340892107138, 0.1185071520076053)","(1.2804016114955732, 0.1405982879862508)"
MuonEnDown,"(32.67771024625919, 0.18924149714469285)",-,-,"(2.8942249881734754, 0.24413670441969626)","(4.51007163814868, 0.1185574685330676)","(1.274418529204767, 0.14054595638061929)"
ElectronEnUp,"(32.69242342816942, 0.18929677833939765)",-,-,"(2.8630805152270247, 0.24342338148419915)","(4.507870454955001, 0.11874123468506642)","(1.265253530464441, 0.1405473245315384)"
ElectronEnDown,"(32.69359230614247, 0.18930038712424999)",-,-,"(2.873580961601556, 0.24364975277489273)","(4.507870454955001, 0.11874123468506642)","(1.266861179896161, 0.14055651877329944)"
ElectronResUp,"(32.69359230614247, 0.18930038712424999)",-,-,"(2.873580961601556, 0.24364975277489273)","(4.507870454955001, 0.11874123468506642)","(1.265253530464441, 0.1405473245315384)"
ElectronResDown,"(32.69359230614247, 0.18930038712424999)",-,-,"(2.873580961601556, 0.24364975277489273)","(4.507870454955001, 0.11874123468506642)","(1.265253530464441, 0.1405473245315384)"
NonpromptUp,-,"(17.044030953756387, 3.5131733373831953)",-,-,-,-
NonpromptDown,-,"(2.2580240999826136, 1.343602757790155)",-,-,-,-
ConversionUp,-,-,"(0.3816189907660125, 0.19566736306405563)",-,-,-
ConversionDown,-,-,"(0.17612113218497114, 0.09030252253777105)",-,-,-
