0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'AdamW', 0.01, 'ExponentialLR')","(128, 'AdamW', 0.005, 'CyclicLR')","(64, 'Adadelta', 0.005, 'ExponentialLR')","(64, 'RMSprop', 0.01, 'ExponentialLR')","(64, 'Adadelta', 0.001, 'CyclicLR')","(128, 'Adam', 0.01, 'StepLR')","(64, 'Adadelta', 0.002, 'ExponentialLR')","(128, 'AdamW', 0.002, 'StepLR')","(128, 'Adadelta', 0.005, 'ExponentialLR')","(128, 'RMSprop', 0.002, 'CyclicLR')","(64, 'Adadelta', 0.005, 'CyclicLR')","(128, 'RMSprop', 0.01, 'CyclicLR')","(64, 'RMSprop', 0.002, 'StepLR')","(128, 'RMSprop', 0.01, 'StepLR')","(128, 'Adadelta', 0.005, 'StepLR')","(128, 'RMSprop', 0.005, 'ExponentialLR')","(64, 'Adam', 0.01, 'StepLR')","(128, 'Adam', 0.005, 'StepLR')"
fitness,0.4744336809430803,0.3966788448379153,0.6744009650094168,0.8127614430018834,0.6485934704371861,0.46549917596862417,0.6851525050571987,0.3847477738857269,0.6038659346444266,0.5691886411394391,0.5576920645577567,0.810832871573312,0.6832259009225028,0.8155411854244414,0.5881437497820173,0.8155411832446144,0.4099274678911481,0.3886818128313337
