0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'Adam', 0.005, 'ExponentialLR')","(128, 'RMSprop', 0.005, 'StepLR')","(128, 'Adadelta', 0.005, 'CyclicLR')","(128, 'Adam', 0.01, 'ExponentialLR')","(128, 'AdamW', 0.005, 'StepLR')","(64, 'Adadelta', 0.01, 'StepLR')","(64, 'AdamW', 0.01, 'CyclicLR')","(128, 'AdamW', 0.002, 'CyclicLR')","(128, 'AdamW', 0.01, 'CyclicLR')","(128, 'Adadelta', 0.005, 'StepLR')","(128, 'RMSprop', 0.002, 'CyclicLR')","(64, 'Adadelta', 0.005, 'CyclicLR')","(128, 'AdamW', 0.01, 'ExponentialLR')","(128, 'Adam', 0.01, 'StepLR')","(64, 'Adam', 0.01, 'StepLR')","(128, 'AdamW', 0.005, 'CyclicLR')","(128, 'Adam', 0.005, 'StepLR')","(128, 'AdamW', 0.002, 'StepLR')"
fitness,0.38592770449320485,0.8127614430018834,0.565404290335519,0.4705119748796735,0.3850744324298131,0.5826865534101213,0.4959387855529785,0.38565665640149804,0.4873433990478515,0.5881437497820173,0.5691886411394391,0.5576920645577567,0.4744336809430803,0.46549917596862417,0.4099274678911481,0.3966788448379153,0.3886818128313337,0.3847477738857269
