,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,2891.1106930151045,11.36526965498403,2885.6540442162586,2875.8490007960245,2905.400744234369,2893.00777475484,2889.2136112753687,2889.5751480875633,2892.0849872256654,2897.3973399788733,2883.4020414038573,2891.1106930151045,2891.1106930151045,2891.0821452713712,2891.1106930151045,2886.585654867352,2894.607702087282,2748.284160935158,2942.254946576142,2311.356517643578
ptCorr_10to15_abseta_0p9to1p6,1917.8219756022659,9.23312941978945,1909.768886083104,1908.7388288946656,1926.6004423286843,1919.339742770874,1916.3042084336587,1916.6071963225509,1918.4897686468512,1921.7443669230051,1913.8391500843668,1917.8219756022659,1917.8219756022659,1917.8219756022659,1917.8219756022659,1914.2347130168832,1920.1731105741046,1830.4432501950794,1947.7641155086837,1550.99196422947
ptCorr_10to15_abseta_1p6to2p4,1657.6294940101652,8.56714794739989,1654.3737179019447,1649.71690452627,1665.3145601434792,1659.4718897685811,1655.7870982517493,1657.7810140251197,1657.9550345049615,1660.6259869302946,1654.6160251751758,1657.6294940101652,1657.6294940101652,1657.6294940101652,1657.6294940101652,1654.6990806746821,1660.7203231172314,1588.26962811569,1686.0203429754824,1356.0115085030143
ptCorr_15to20_abseta_0p0to0p9,3465.9161809784023,12.441732196275643,3465.1243688344825,3449.117685277641,3482.3009096974715,3468.1904371368655,3463.6419248199386,3465.599425145201,3467.2413158569834,3473.485242995309,3457.2054029947158,3465.9161809784023,3465.9161809784023,3465.9161809784023,3465.9161809784023,3463.2126484731793,3468.1191934667504,3306.567371868026,3526.048982728715,2779.5731947116587
ptCorr_15to20_abseta_0p9to1p6,2158.7797976162346,9.811601345555106,2151.9166567171915,2148.073355807793,2169.2778766857155,2160.4713202236153,2157.088275008854,2158.5256403802982,2159.5556024725206,2162.8692234560035,2154.22777639733,2158.7797976162346,2158.7797976162346,2158.7797976162346,2158.7797976162346,2158.246172961341,2161.3889276583027,2061.628329174128,2194.7715387333674,1743.1765070476247
ptCorr_15to20_abseta_1p6to2p4,1694.2835976324304,8.661458509118598,1691.6709310721012,1685.4105124514363,1702.9740041701575,1696.1644414689256,1692.402753795935,1694.176826714625,1694.8986946332739,1697.7820125619237,1690.756609329882,1694.3273557229804,1694.2835976324304,1694.2835976324304,1694.3273557229804,1691.2437562059977,1695.9045280825433,1616.43971502017,1723.0761952175362,1375.0349759915673
ptCorr_20to30_abseta_0p0to0p9,8311.037830592035,19.243299716272087,8307.387230615741,8270.57639436975,8350.613638418563,8316.49134648292,8305.584314701147,8309.984596542792,8311.178029016306,8326.972302375108,8291.325418351698,8311.037830592035,8311.037830592035,8311.037830592035,8311.08104450218,8303.263380002443,8320.375164918205,7933.15863206121,8441.709128582943,6677.981796808305
ptCorr_20to30_abseta_0p9to1p6,4904.098838243522,14.788537750999128,4894.053820480434,4879.392476270774,4928.315193576039,4907.916380392313,4900.281296094731,4903.100805921473,4904.1701073596,4913.627653843645,4893.201736203316,4904.098838243522,4904.098838243522,4904.056494689619,4904.098838243522,4897.806282619897,4908.936151061648,4680.719554798219,4986.652920314882,3931.8372421030945
ptCorr_20to30_abseta_1p6to2p4,3378.1107624158353,12.241097581318073,3371.4052567425033,3358.151761953195,3397.7507525134683,3381.852846276951,3374.3686785547184,3377.465805221187,3379.1336787543205,3386.036878600498,3370.998566522724,3378.1107624158353,3378.1107624158353,3378.1107624158353,3378.1107624158353,3375.2987766572082,3383.6761179598925,3215.873766951203,3443.612070660144,2687.7991922525716
ptCorr_30to50_abseta_0p0to0p9,17585.63045124733,27.985017802718744,17580.261176232587,17505.025158773493,17664.421491952282,17597.169745986685,17574.091156507973,17584.934060303283,17585.757639223844,17615.867343276608,17551.326905103244,17585.6763344318,17585.63045124733,17585.605051826413,17585.84916468292,17570.010371403798,17602.005367538033,16847.51148891494,17829.34974366814,14059.38693812552
