,Central,Stat,PromptNormUp,PromptNormDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,0.6201904612391063,0.026160188768072995,0.6200358063863886,0.620344910019814,0.6221173388465714,0.6206405211144721,0.6715533233827342
ptCorr_10to15_abseta_0p8to1p479,0.5988680567377921,0.030872032816875748,0.5986783696259678,0.5990574692908698,0.5740533411661897,0.6175082713302423,0.6167825478232344
ptCorr_10to15_abseta_1p479to2p5,0.7094176969940343,0.03729701469601547,0.7093156187691927,0.709519650751139,0.7290151327902405,0.7103941720551669,0.7382511678759385
ptCorr_15to20_abseta_0p0to0p8,0.3669920719021429,0.02167024573067077,0.36634953526165154,0.36763277888277907,0.36393778999966275,0.3656919753844097,0.39992810811932206
ptCorr_15to20_abseta_0p8to1p479,0.38688351152678513,0.024169256976225018,0.386375896596423,0.3873899335033596,0.38754647956138727,0.40299526727687507,0.41238875314758444
ptCorr_15to20_abseta_1p479to2p5,0.434015861129215,0.020165594163065445,0.43369410346140636,0.4343371165088562,0.4551359108599836,0.4468574208451045,0.50852563727976
ptCorr_20to25_abseta_0p0to0p8,0.26325288346531683,0.00970295055321682,0.2617467755343408,0.26475103406551176,0.2701187493862043,0.26692973361166206,0.3377552816941422
ptCorr_20to25_abseta_0p8to1p479,0.2823252287191634,0.01042502198735498,0.2811140244021241,0.28353110187487235,0.2693207434115426,0.2885492988191576,0.3159144783297767
ptCorr_20to25_abseta_1p479to2p5,0.3341354579687499,0.008453112040766583,0.3335040541129718,0.33476534253555906,0.3243306168682783,0.33743748945254776,0.4276186660838858
ptCorr_25to35_abseta_0p0to0p8,0.19322608105200437,0.008379050059272196,0.1888896539500883,0.19750706987818226,0.19168129636662432,0.1925714556625709,0.21769748543519066
ptCorr_25to35_abseta_0p8to1p479,0.21850482578042454,0.008891027463653242,0.2160070410018167,0.22098313393825458,0.21594466691223865,0.22196611906366068,0.2539455412251649
ptCorr_25to35_abseta_1p479to2p5,0.24614955287876758,0.00567874061738362,0.2449788716470076,0.24731592526679966,0.24339482377012792,0.24854846398383026,0.28868876700029505
ptCorr_35to50_abseta_0p0to0p8,0.17776491606219832,0.013919551778887047,0.16658457890126996,0.18860489991842322,0.17123208064146622,0.1739901811628279,0.19037122044000912
ptCorr_35to50_abseta_0p8to1p479,0.20664138874280705,0.012107239833399034,0.19811704271151925,0.21495788534676685,0.19474809500539036,0.20467197202708612,0.16877762857374382
ptCorr_35to50_abseta_1p479to2p5,0.2082473529844634,0.006927506041828411,0.20489302656905234,0.21157006335380413,0.19154366711853818,0.21173746122997034,0.2101690448460817
ptCorr_50to100_abseta_0p0to0p8,0.22695517871441345,0.02212126604095806,0.21025612208750222,0.24287331827159536,0.2406100184881022,0.23953616721564674,0.2541467545142207
ptCorr_50to100_abseta_0p8to1p479,0.20410857489889547,0.018996885626006817,0.19209467888697163,0.21572582099402546,0.20106988606887857,0.20652706215264904,0.2381253817674843
ptCorr_50to100_abseta_1p479to2p5,0.1854229702158235,0.007673170219920625,0.18157230838500876,0.18923408148109022,0.18181325715620222,0.1905303170280283,0.19563231435687578
