,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,44611.019616914105,739.3790881935474,45241.187969982064,44610.292685929104,44611.267816287545,47162.260804373174,44611.019616914105,45093.17023513779,44161.7699762784,48005.480671804515,41517.7705739285,44629.74556661546,44611.019616914105,44566.105245053164,44677.05727051353,44611.019616914105,44622.52326494133,22299.978159072547,84185.8571445678,3341.395514110828
ptCorr_10to15_abseta_0p8to1p479,28221.58037889012,576.209655361939,28617.63727158145,28221.164210038776,28221.771168114214,29445.24959074203,28221.58037889012,28642.70848023008,27846.6542679145,30524.4626372937,26200.69428500686,28209.89398986166,28221.58037889012,28177.88974150733,28253.252672935898,28221.58037889012,28221.58037889012,13962.221921110156,52387.75730035364,1636.5882732808277
ptCorr_10to15_abseta_1p479to2p5,30928.505890339653,590.6439463193651,31338.976122651293,30928.01991915774,30928.729925070875,31473.455065929986,30928.505890339653,31391.294964959532,30404.347517146496,33539.255596351395,28344.389111772576,30917.90878664079,30928.505890339653,30864.55517270505,31022.770815946446,30928.505890339653,30928.505890339653,15470.458037372548,55102.59917725904,1631.0683982124272
ptCorr_15to20_abseta_0p0to0p8,33989.552045262266,655.1363601112474,34351.567114208825,33988.96780620481,33989.77186127472,35933.366507827894,33989.552045262266,34206.04905361887,33710.68522323343,36410.272723223316,31236.78704291454,33989.552045262266,33989.552045262266,33964.756189608925,33967.99313547934,33989.552045262266,33989.552045262266,16513.32711116033,65772.76937244217,2462.245069104717
ptCorr_15to20_abseta_0p8to1p479,23564.156969300122,535.0224171939996,23692.568424901758,23563.80473703106,23564.291381999567,24578.20249760104,23564.156969300122,24061.03289668388,23070.587532173857,25822.80632570465,21451.26126905526,23565.34232848721,23564.156969300122,23538.97076531255,23564.17286274439,23564.156969300122,23564.156969300122,11187.493737551,45327.43846798059,1575.165622018269
ptCorr_15to20_abseta_1p479to2p5,29663.89681745602,581.220828460627,30042.81367885064,29663.475341165802,29664.091625980505,30178.845941663756,29663.89681745602,29974.66426720051,29245.8120086681,32104.912898367078,27384.656291179308,29674.493921154884,29663.89681745602,29655.500739992745,29692.897392934505,29663.89681745602,29663.89681745602,14844.807292762815,53783.63720265115,1770.9112201785244
ptCorr_20to25_abseta_0p0to0p8,23257.826004940136,545.7489387331916,23343.007277420278,23257.406481402722,23257.98491215861,23346.154536401875,23257.826004940136,23792.461175481978,23183.874425679078,25477.8955256376,21599.834642346395,23257.826004940136,23257.826004940136,23288.15324078413,23276.365336035116,23257.826004940136,23257.826004940136,10734.35762260766,44928.93641580599,1493.7313413933798
ptCorr_20to25_abseta_0p8to1p479,17820.773052223223,453.19794416742644,18046.710951529043,17820.522093900086,17820.873311259013,17881.177287671373,17820.773052223223,18016.695187038917,17420.15450646157,19319.141516600415,16238.49235258667,17841.307021164816,17820.773052223223,17834.63276129785,17832.11997569509,17820.773052223223,17820.773052223223,8268.225226940222,33708.76557562851,1218.946899002871
ptCorr_20to25_abseta_1p479to2p5,21550.44472878997,488.28614870777056,22011.488987860022,21550.10620049138,21550.58300738289,21626.605891907577,21550.44472878997,21856.661233263017,21052.64107788073,23717.653573970143,19739.60719986031,21540.751699260018,21550.44472878997,21371.434476039154,21625.362689914007,21550.44472878997,21550.44472878997,11381.70070708374,38780.162604873374,1214.688543961671
ptCorr_25to35_abseta_0p0to0p8,32400.538556145562,620.9001897169363,32747.048788489934,32400.155455906937,32400.66829664562,32523.716091438837,32400.538556145562,32737.456352200257,32005.075026562223,34978.658041991686,29989.828051442106,32410.00239536513,32400.538556145562,32382.043376373156,32431.06978533436,32400.538556145562,32400.538556145562,14884.254366336716,56258.45568960161,1859.0425680544283
