,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,154.63319031063767,4.224746315878195,157.18774781926913,154.61736107195415,154.6433628440147,163.47644400572062,154.63319031063767,154.57935008316292,154.5273717867091,156.72512416858046,153.32836954061855,154.6331903106377,154.63319031063767,154.4091167443246,154.51894558577794,154.63319031063767,154.63319031063767,132.74520150905053,166.5137359217575,102.06110628930254
ptCorr_10to15_abseta_0p8to1p579,93.6770007118206,3.21780123346901,95.33427347428359,93.66858259420711,93.6816949494516,97.70486873099989,93.6770007118206,93.89730982257072,93.88039873532334,94.69025258247557,92.72168002052628,93.67700071182061,93.6770007118206,93.27201299284447,93.67703504956697,93.6770007118206,93.6770007118206,81.65936321188914,100.67814882058855,62.80341723517847
ptCorr_10to15_abseta_1p579to2p5,82.65047938957727,3.228351210894791,81.97944183154388,82.64220310268243,82.65494332016883,84.11517108694719,82.65047938957727,82.64703910424458,82.74789422473576,83.6452557767613,82.05180764377614,82.74741651863806,82.65047938957727,81.5702076976088,82.95652872283917,82.65047938957727,82.65047938957727,71.80855906768996,88.5499032208587,55.72390832338771
ptCorr_15to20_abseta_0p0to0p8,201.07990951203186,4.976012738794597,201.96626115804733,201.05942851207342,201.09138160462464,212.57938546041692,201.07990951203186,200.64819047651753,200.75918228470803,202.96278375939784,198.6524943078798,201.07990951203186,201.07990951203186,200.98576789056074,201.62022882602923,201.07990951203186,201.07990951203186,173.63053229429704,211.7093684638724,131.94484565472737
ptCorr_15to20_abseta_0p8to1p579,138.13891823728366,4.285276464481632,136.55169975467953,138.12399107899859,138.14828235997678,144.1266253083774,138.13891823728366,137.91749834831762,138.0275482432095,139.5008681765149,135.46724464744113,138.13891823728366,138.13891823728366,138.5439059562598,138.43038927066152,138.13891823728366,138.13891823728366,120.11928166414174,146.57430269831943,86.74324399754128
ptCorr_15to20_abseta_1p579to2p5,112.10884802773131,3.443149413104357,114.52758635983554,112.09784790618727,112.11546684488772,114.14112798200816,112.10884802773131,111.8274753083561,112.21849195063552,112.9657721199241,110.41519469739887,112.01191089867052,112.10884802773131,112.87341623751621,112.50093800438907,112.10884802773131,112.10884802773131,95.16968546501137,119.91584054941183,74.01245224941547
ptCorr_20to25_abseta_0p0to0p8,219.48320207371606,4.996719441844684,219.14606000949397,219.45836148092056,219.49732829006652,220.3186522671221,219.48320207371606,219.3904345562728,219.58459028254882,221.8956342190505,217.24231452184475,219.58002706001682,219.48320207371606,219.51913973558106,219.67547066934804,219.48320207371606,219.48320207371606,190.70062872587351,233.60878970082123,145.6868916050026
ptCorr_20to25_abseta_0p8to1p579,144.85913465557167,4.022475991077513,145.11042622684846,144.84311676119174,144.8686393963992,145.3501492045452,144.85913465557167,144.86223979833488,145.16736887643185,146.23736225067728,143.58899453516594,144.85913465557164,144.85913465557167,144.5689124350986,144.6715942454271,144.85913465557167,144.85913465557167,128.8705434505954,152.9863271982309,97.303900561668
ptCorr_20to25_abseta_1p579to2p5,125.91483940478889,3.663984140867674,127.9517011899991,125.90375536853308,125.92113153319136,126.35831261998261,125.91483940478889,125.7151424463265,125.85449992667549,126.76531826475068,124.62664108631566,125.81700080273221,125.91483940478889,125.7366820096642,126.419949996155,125.91483940478889,125.91483940478889,109.35878121916593,131.95921037392293,82.65016215494953
ptCorr_25to35_abseta_0p0to0p8,505.15293328486626,7.888112842031514,501.5040093688081,505.1037112850405,505.1805469608719,507.0728092609978,505.15293328486626,504.7946128034014,504.96136293568173,509.60508299793537,499.2526827173169,505.05610829856556,505.15293328486626,504.84649581315443,505.387607177786,505.15293328486626,505.15293328486626,442.8485112415119,530.9539861093947,328.8684642978988
ptCorr_25to35_abseta_0p8to1p579,310.80097502123226,5.880605307966475,311.7849387347414,310.76875914403735,310.81974101777206,311.8528867949996,310.80097502123226,309.9910841405966,310.56182227071605,313.39986438676243,307.0831676832109,310.8009750212322,310.80097502123226,310.30261558869535,311.6017143925699,310.80097502123226,310.80097502123226,274.0747778486508,327.7084237779003,199.09103787621396
ptCorr_25to35_abseta_1p579to2p5,248.18380042465242,5.248069016964194,249.46934715796974,248.1601787107702,248.19738227274573,249.05930577107844,248.18380042465242,247.7398742444227,248.652799332185,250.76218749862866,245.11356007621848,248.37857013534392,248.18380042465242,247.19868535833385,248.32751565379291,248.18380042465242,248.18380042465242,217.14474570948684,264.2974316346921,156.42340404756928
ptCorr_35to50_abseta_0p0to0p8,762.90597279941,9.39695895565797,766.0563139638333,762.8314900978138,762.9482584012236,766.4470816647521,762.90597279941,762.3475316719727,762.806583863036,769.2193763141612,756.7494050857066,763.0026600761864,762.90597279941,762.7906496426963,763.7697056114207,762.90597279941,762.90597279941,673.7686712398483,794.0884949570839,493.4836109307014
ptCorr_35to50_abseta_0p8to1p579,472.7943500513513,7.233153962468802,473.532542656825,472.7481464969214,472.82103675117304,474.7677906980306,472.7943500513513,472.95971020710124,472.22028371868106,476.26972639786305,468.88215969078567,472.89014652140816,472.7943500513513,473.1055324698572,473.23901922029927,472.7943500513513,472.7943500513513,418.8395694760447,494.3846748952389,295.77840207332986
ptCorr_35to50_abseta_1p579to2p5,334.66559616011835,6.248861775455328,334.58088425616626,334.6356686842388,334.6831212982509,335.9512725441372,334.66559616011835,334.4954651598866,335.0088717726475,337.35225075602347,331.26524111857884,334.44624462972456,334.66559616011835,334.49926251964206,335.33942186544635,334.66559616011835,334.66559616011835,298.7456645866225,351.3388166728668,204.98909163046287
ptCorr_50to100_abseta_0p0to0p8,1517.1271160849155,13.258926652929343,2042.763901503584,2040.5378366329548,2040.830988880052,2052.9866627147594,2040.7229645380435,2040.7991459926257,2040.9980656263963,2046.5027864405274,2034.3291448272544,2040.6268832071366,2040.7229645380435,2040.8189101393593,2040.0936329871686,2040.7229645380435,2040.817324594646,1926.1195657188646,2076.9024211618016,1261.7498529120069
ptCorr_50to100_abseta_0p8to1p579,884.0560039634619,10.086748933934533,1176.2211304583543,1172.8620217077405,1173.0431159315983,1180.781371285784,1172.9755971641898,1173.1586569892206,1172.856527130893,1176.984766878306,1168.7899451725302,1172.7806912771628,1172.9755971641898,1172.5768842823923,1172.3900336286656,1172.9755971641898,1172.9755971641898,1104.2741933911248,1197.1778669917094,714.5201033168871
ptCorr_50to100_abseta_1p579to2p5,549.7946727851876,7.796304221155924,706.1561905742801,698.7030509137215,698.8124410553977,702.6238916425475,698.7713158916831,699.0372058828267,699.4194963460881,702.431360279777,695.173147691453,698.8928748344025,698.7713158916831,699.4782642179773,697.9244474975605,698.7713158916831,698.7713158916831,649.8944355834686,720.7939468125838,409.32756596233156
