,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,167.36040202176187,4.4051062430053305,169.94448453372556,167.34385297710202,167.37093576062654,176.93150697417457,167.36040202176187,167.09609339292763,167.1452112761179,169.55334345487458,165.73541052792206,167.36040202176187,167.36040202176187,166.91728303488688,167.24615729690217,167.36040202176187,167.36040202176187,144.53869955116275,179.38780513919576,108.12375415341207
ptCorr_10to15_abseta_0p8to1p479,101.44162838386089,3.359540510752511,102.92820387581119,101.43202292942846,101.44695946178267,105.87188632286441,101.44162838386089,101.66193749461102,101.98994298308828,102.92676614860402,100.79640352518696,101.44162838386089,101.44162838386089,101.03664066488476,101.54059373079613,101.44162838386089,101.44162838386089,87.53240355634262,109.90486221324264,67.84104960479263
ptCorr_10to15_abseta_1p479to2p5,94.49171176372272,3.4161699843958027,94.06075107700342,94.48238341673473,94.4969218856793,96.18451968336177,94.49171176372272,94.48827147839,94.68623979833905,95.32191446460456,93.62556331604478,94.5886488927835,94.49171176372272,93.11148287299747,94.7977610969846,94.49171176372272,94.49171176372272,82.71216411543878,100.80815953990468,63.10794936661313
ptCorr_15to20_abseta_0p0to0p8,224.2528070804061,5.237242477854916,225.555863087459,224.22997015636457,224.2655236597218,237.0775083031041,224.2528070804061,224.03357651074643,223.728678390761,226.76577756635967,220.71513738514076,224.2528070804061,224.2528070804061,224.4824358670142,224.79312639440343,224.2528070804061,224.2528070804061,193.13237371089957,236.71460211867486,143.91406693978956
ptCorr_15to20_abseta_0p8to1p479,153.12121928005052,4.4664339681007625,151.9012472750345,153.10608514586824,153.13053766256775,159.84685682880627,153.12121928005052,152.90139840737464,152.8728196912761,154.18978966362826,150.1396841012437,153.12121928005052,153.12121928005052,153.52620699902667,153.21758679841656,153.12121928005052,153.12121928005052,132.24058095317915,162.6142591124285,95.66475249899254
ptCorr_15to20_abseta_1p479to2p5,128.45776935698197,3.705189923809486,130.84771759283112,128.4449423383747,128.4655086193971,130.79884443943746,128.45776935698197,128.07657644512474,128.46939126705144,129.51931029057639,126.76446148534252,128.36083222792118,128.45776935698197,129.3233552766082,128.9489917756445,128.45776935698197,128.45776935698197,109.19686122463091,136.96309725349678,85.26917544451977
ptCorr_20to25_abseta_0p0to0p8,244.21707015136883,5.286104148024995,243.27664359138132,244.18943639711125,244.2325233568852,245.26841249462402,244.21707015136883,244.1243026339256,244.61482444520945,246.7263052684338,241.5396488971966,244.3138951376696,244.21707015136883,244.1554079395532,244.49809107937637,244.21707015136883,244.21707015136883,213.1384790207845,259.7124552393701,159.76943068011636
ptCorr_20to25_abseta_0p8to1p479,159.59902624539137,4.186731843433379,160.32358574661538,159.58118694765665,159.61003617292204,160.21366680532896,159.59902624539137,159.5088356582193,159.8148027300268,161.08545689567796,157.99804674586386,159.59902624539137,159.59902624539137,159.2118175471314,159.76570423152583,159.59902624539137,159.59902624539137,142.27659064879154,169.84914527313418,105.20111222900046
ptCorr_20to25_abseta_1p479to2p5,139.74707844796808,3.8707811141821735,141.73510777212653,139.73462319274506,139.75437603728227,140.25432640207435,139.74707844796808,139.6232274757784,139.8805491014698,140.90886879184282,138.32478488285247,139.64923984591138,139.74707844796808,139.7591714727054,140.05876783258861,139.74707844796808,139.74707844796808,120.93205060140468,146.79002377332128,89.95943089059432
ptCorr_25to35_abseta_0p0to0p8,555.436322490947,8.237220516625918,551.4997181535291,555.3809894115899,555.4676580447276,557.5481368063271,555.436322490947,554.8044945394084,554.8284271739464,560.5164423129737,547.9606068972821,555.339497504646,555.436322490947,555.2372573092028,555.579415222614,555.436322490947,555.436322490947,483.5383943081487,584.2766210335742,350.0114263497905
ptCorr_25to35_abseta_0p8to1p479,338.6134239374162,6.13592125525875,339.62427934867486,338.5782778814147,338.6335327113802,339.76155999382854,338.6134239374162,337.99761470535935,338.66451636406543,341.7099769296341,335.0854931470214,338.6134239374162,338.6134239374162,338.1046786926984,339.0494336114737,338.6134239374162,338.6134239374162,299.1294366812965,356.587804071208,213.315281466896
ptCorr_25to35_abseta_1p479to2p5,278.95309417493075,5.557280500777457,280.5803386740534,278.92642375702655,278.96850657942,279.93660098523446,278.95309417493075,278.3157571323799,279.3071926516662,281.10678363628983,275.7148058271811,279.14786388562226,278.95309417493075,277.97375758390643,279.39255327200465,278.95309417493075,278.95309417493075,244.74316718878217,296.24555713611767,172.01231178427298
ptCorr_35to50_abseta_0p0to0p8,814.055321388872,9.662791041165592,817.6051303300325,813.9769160423494,814.099903512033,817.8233232377584,814.055321388872,813.5888262377927,814.1097668850339,820.6777399983321,807.8587820227309,814.1520086656483,814.055321388872,813.6378287924435,815.1283686257669,814.055321388872,814.055321388872,717.6292314864553,847.9829861472977,509.19748038373496
ptCorr_35to50_abseta_0p8to1p479,503.62792586860814,7.543639538693777,503.9191213947539,503.5790381874565,503.65599373490573,505.7297353221851,503.62792586860814,503.8888557244402,503.15015703035124,507.0456728735806,499.2582541096928,503.62485506964566,503.62792586860814,504.03811147652607,504.18042484925684,503.62792586860814,503.62792586860814,446.4811041779462,526.944122231805,308.06369109611614
ptCorr_35to50_abseta_1p479to2p5,365.5186745401686,6.556843272929274,364.2751142670569,365.4857349506108,365.53784509763216,366.9200645703902,365.5186745401686,365.3538377081117,365.7803201202323,368.0875910280896,361.9242159388899,365.2993230097748,365.5186745401686,365.2583604642808,366.1472384152391,365.5186745401686,365.5186745401686,325.4990529210185,383.17901676790336,219.74927929040348
