syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(80.5476839086244, 0.29779496448302983)","(113.36604410963209, 7.6280636558677575)","(1.051014830720424, 0.5635850857955951)","(71.31264608904512, 2.103434853522047)","(62.06768018305493, 0.4500467159420888)","(24.179674710148184, 0.6428942864663261)"
L1PrefireUp,"(80.13503354469294, 0.296479953234464)",-,-,"(70.95436989903222, 2.0949005356735277)","(61.620861750663444, 0.4473014020698249)","(23.90095013729338, 0.6391040580746076)"
L1PrefireDown,"(80.95276162806162, 0.2991210443748215)",-,-,"(71.66547155836304, 2.111990394539053)","(62.51025309201479, 0.45286380663691833)","(24.459929105903942, 0.6466610452450671)"
PileupReweightUp,"(79.93078098815428, 0.3061530025025698)",-,-,"(72.0345478055925, 2.21039627007551)","(61.63042699247786, 0.4643553526231858)","(23.930519157542847, 0.649935906291922)"
PileupReweightDown,"(81.08104530159038, 0.30148530939733537)",-,-,"(70.57399057634206, 2.091465584925924)","(62.53715241111017, 0.4557833449452784)","(24.442136773849473, 0.6246816638681106)"
MuonIDSFUp,"(81.9080490706684, 0.30275934279281713)",-,-,"(72.57848528408816, 2.140046079322516)","(63.08692955317245, 0.4573300700624058)","(24.624576062178264, 0.6535865475225626)"
MuonIDSFDown,"(79.20147487638349, 0.29293807852327297)",-,-,"(70.06080866458595, 2.0676197150221745)","(61.05904857694911, 0.4429165678034415)","(23.739857107901067, 0.632393843393498)"
DblMuTrigSFUp,"(80.56067092906743, 0.29784206262668933)",-,-,"(71.3251758927489, 2.103795976475021)","(62.08008834040378, 0.45013603873985997)","(24.183823241216558, 0.6429879937047258)"
DblMuTrigSFDown,"(80.53457714002785, 0.29774744241509044)",-,-,"(71.29998781193707, 2.1030700329365275)","(62.055142991827324, 0.4499564788850656)","(24.175485782186417, 0.6427998079283913)"
JetResUp,"(80.73490622766677, 0.2981283708577399)",-,-,"(73.78826825341905, 2.1506625294916817)","(62.07298295067359, 0.4499283352438692)","(24.217938892114596, 0.6332473265940148)"
JetResDown,"(80.4283908372369, 0.29759065434155313)",-,-,"(70.44782189189293, 2.0781153403105526)","(62.09514926551337, 0.45002991364017275)","(24.052563726326408, 0.6305264605002894)"
JetEnUp,"(81.4384867246898, 0.2995101020711751)",-,-,"(76.46142899184343, 2.1896502156125286)","(62.33708809802746, 0.45107418509654107)","(24.621985918085247, 0.6461036269926881)"
JetEnDown,"(79.61804520938647, 0.2960163987286511)",-,-,"(66.93782618463406, 2.0253912700065775)","(61.84419039039361, 0.4491088928971127)","(23.64026467079088, 0.6215619924716975)"
MuonEnUp,"(80.58458248896072, 0.2978531227444749)",-,-,"(71.97530713993552, 2.1150752339276653)","(62.63095644563537, 0.4518262703771665)","(24.283138573063148, 0.6391671573146548)"
MuonEnDown,"(80.5076939495198, 0.29774504287170395)",-,-,"(70.93211933361268, 2.0956378711341563)","(61.52699635750015, 0.4481260441488642)","(24.049230282823213, 0.6422930381483469)"
ElectronEnUp,"(80.5476839086244, 0.29779496448302983)",-,-,"(71.31264608904512, 2.103434853522047)","(62.06637250090181, 0.4500448160990698)","(24.179674710148184, 0.6428942864663261)"
ElectronEnDown,"(80.54860193097417, 0.29779637948854193)",-,-,"(71.31264608904512, 2.103434853522047)","(62.06768018305493, 0.4500467159420888)","(24.180792613719333, 0.6428952584048516)"
ElectronResUp,"(80.5476839086244, 0.29779496448302983)",-,-,"(71.31264608904512, 2.103434853522047)","(62.06768018305493, 0.4500467159420888)","(24.179674710148184, 0.6428942864663261)"
ElectronResDown,"(80.5476839086244, 0.29779496448302983)",-,-,"(71.31264608904512, 2.103434853522047)","(62.06768018305493, 0.4500467159420888)","(24.179674710148184, 0.6428942864663261)"
NonpromptUp,-,"(225.68980851776632, 13.256956202799959)",-,-,-,-
NonpromptDown,-,"(55.892301605122775, 6.414796365765617)",-,-,-,-
ConversionUp,-,-,"(1.4446152193033752, 0.7746451986359149)",-,-,-
ConversionDown,-,-,"(0.6574144421374726, 0.3525249729552754)",-,-,-
