syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(2.71207295626199, 0.017473690842382986)","(11.218780658898073, 2.4595906411705566)","(-0.05794542816274289, 0.05794542816274289)","(0.6819425702042121, 0.1176903706205811)","(1.0874046240558362, 0.056086626572829035)","(0.575300781561742, 0.18017289276059947)"
L1PrefireUp,"(2.68402356454382, 0.017302605886845242)",-,-,"(0.676724340139349, 0.11680121772364391)","(1.0751755047192846, 0.05547380323253878)","(0.5685971203401485, 0.1783591382314812)"
L1PrefireDown,"(2.738982557935427, 0.017639707803214694)",-,-,"(0.6869923184418678, 0.11857367306463999)","(1.0992742509375322, 0.05668832764536255)","(0.5815750909342797, 0.18174654630853174)"
PileupReweightUp,"(2.691770169229167, 0.018936911228451515)",-,-,"(0.7319933768700778, 0.16023929794992312)","(1.0846884181273038, 0.060625545673912234)","(0.5590523091782313, 0.18002537097857824)"
PileupReweightDown,"(2.735373166590098, 0.016835989805670287)",-,-,"(0.6707073875112418, 0.10685217580378317)","(1.0904907119299951, 0.05359233523342257)","(0.5860655767813218, 0.17833836696103506)"
MuonIDSFUp,"(2.7959480487468604, 0.01802062312260026)",-,-,"(0.698074328281405, 0.12069854795428657)","(1.1151195018122566, 0.05757038721818657)","(0.5913262639417658, 0.18472331004989315)"
MuonIDSFDown,"(2.6298335666667607, 0.01694234591442944)",-,-,"(0.6660477459422575, 0.1147483364595247)","(1.0600969967042597, 0.054639068219358725)","(0.5594953733778852, 0.17566043945017346)"
DblMuTrigSFUp,"(2.7125200844095034, 0.017476566490040337)",-,-,"(0.6820208692289489, 0.11770960406540414)","(1.0875893340859026, 0.05609611209368161)","(0.5754007591603992, 0.1802012115957169)"
DblMuTrigSFDown,"(2.711619702017782, 0.017470776114902838)",-,-,"(0.6818633508698552, 0.11767084196888318)","(1.0872172542788054, 0.05607700326097206)","(0.5751993117168462, 0.18014427003077768)"
JetResUp,"(2.7120501737674334, 0.01747155606134778)",-,-,"(0.7203726689142511, 0.1191817632733007)","(1.0885933238335312, 0.05609462746673197)","(0.5787059701819542, 0.18076266303564428)"
JetResDown,"(2.7093398567302494, 0.017465591213498124)",-,-,"(0.737724383764824, 0.1180886206870247)","(1.0875902044869619, 0.05605656259019437)","(0.5701625932238872, 0.17935203411864145)"
JetEnUp,"(2.7258442878543074, 0.017518109267456835)",-,-,"(0.7631868533626618, 0.12098794754848888)","(1.0885466984405812, 0.05611695997396879)","(0.5825834999227166, 0.18041580150755757)"
JetEnDown,"(2.6963180233707678, 0.017421946920441845)",-,-,"(0.6280886782525317, 0.11289689667277993)","(1.0804697289771485, 0.05588469352487356)","(0.5706130435760439, 0.17992969941211143)"
MuonEnUp,"(2.7149581686969793, 0.017493111394493215)",-,-,"(0.6805883408103366, 0.11768689351484597)","(1.0919680542743866, 0.05606823436123549)","(0.5790436716272301, 0.18018532490506117)"
MuonEnDown,"(2.709304605160518, 0.01746357906426224)",-,-,"(0.671993262086927, 0.1172991251450192)","(1.093867580438731, 0.056104803011882275)","(0.5706999246445973, 0.18021505524302114)"
NonpromptUp,-,"(18.798560555235554, 4.221247006795854)",-,-,-,-
NonpromptDown,-,"(8.867850404413145, 2.165033845061299)",-,-,-,-
ConversionUp,-,-,"(-0.07929526639744297, 0.07929526639744297)",-,-,-
ConversionDown,-,-,"(-0.036595589928042814, 0.036595589928042814)",-,-,-
