,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,13868978.929777281,142038.23915837627,13459935.558073737,13834975.74557885,13886992.789659007,13874334.429431275,13863623.430123283,13955809.31640559,13730044.773432627,14898789.704411691,12901902.682540946,13868978.929777281,13868978.929777281,13868978.929777281,13868978.929777281,13862348.566880953,13852744.960093932,5760775.615254757,39704633.70885268,2788563.2785229622
ptCorr_10to15_abseta_0p9to1p6,10210186.93101456,125282.5663311721,9850223.4767759,10184920.586223846,10230134.967042483,10213226.616467614,10207147.245561507,10316474.53986639,10100640.495760933,11056564.606060008,9486697.650784886,10210186.93101456,10210186.93101456,10210186.93101456,10210189.29136245,10198060.88208581,10219115.601689173,4213168.0235316325,29601090.158098806,1876737.0452532922
ptCorr_10to15_abseta_1p6to2p4,10288125.250226304,117023.66216850228,9983506.181097034,10237224.619802106,10337913.100857355,10296491.184495118,10279759.31595749,10347544.928132614,10235468.006157828,11062557.25125146,9586221.174485603,10288125.250226304,10288125.250226304,10288143.389210988,10288125.250226304,10262415.585839272,10298692.104176302,4449749.306319693,28920142.290654782,1771401.1838097973
ptCorr_15to20_abseta_0p0to0p9,3919092.5305818603,66307.64490612011,3822399.377333303,3909398.503998984,3928055.525638754,3920605.886308897,3917579.1748548257,3943517.6097756885,3902508.2884478234,4190518.790201284,3654866.1700192173,3919092.5305818603,3919092.5305818603,3919092.5305818603,3919092.5305818603,3923715.463394794,3921326.5494817,1605490.513178287,10844609.883377256,714562.3839675636
ptCorr_15to20_abseta_0p9to1p6,2954001.9319394534,57820.31686054582,2856928.171930738,2945835.296390805,2961874.781170389,2954884.4542614105,2953119.4096174953,2980581.1488457774,2938786.52975676,3174265.436024366,2780463.2684937664,2954001.9319394534,2954001.9319394534,2954001.9319394534,2954001.9319394534,2965397.926787436,2947285.661073687,1203636.730736379,8154455.412458267,505270.02559691994
ptCorr_15to20_abseta_1p6to2p4,3089722.1379785514,62083.163048970724,2992868.425911122,3072250.270398023,3106984.4806120186,3092345.233496304,3087099.042460798,3118641.307313038,3069588.2632822506,3327870.6246803417,2880432.1035946514,3089722.1379785514,3089722.1379785514,3089722.1379785514,3089722.1379785514,3109189.1585101434,3078278.926296472,1271493.6984746673,8338409.65874637,541638.2390790263
ptCorr_20to30_abseta_0p0to0p9,2175737.7743990193,46714.44429564802,2120730.2027317462,2168578.053336109,2182709.6760470937,2176577.9345115256,2174897.614286514,2203572.580487292,2155259.205598079,2327649.931390523,2039025.2169564222,2175737.7743990193,2175737.7743990193,2175737.7743990193,2175737.7743990193,2177708.474647497,2165407.976364694,898436.2316819081,4879644.561161923,339195.4492005765
ptCorr_20to30_abseta_0p9to1p6,1703624.1099376169,40801.375634127115,1679073.6014331342,1698657.564022127,1708432.4628086486,1704129.0963034956,1703119.1235717377,1715177.8017523577,1696518.7861188645,1820538.711581647,1611441.2686929104,1703624.1099376169,1703624.1099376169,1703624.1099376169,1703624.1099376169,1700812.3270845928,1693858.189497619,753724.167106173,3795244.224224346,275800.83196326985
ptCorr_20to30_abseta_1p6to2p4,1721370.1781725814,41097.43367788346,1678112.8082322786,1709624.9936956514,1732936.7082022543,1722830.1409031223,1719910.2154420402,1727076.3635213394,1712569.3185235937,1822086.3678301424,1620167.4465905512,1721370.1781725814,1721370.1781725814,1721370.1781725814,1721370.1781725814,1721312.0775572788,1725198.3807826284,774257.6381432379,3818026.892681401,291704.93036642746
ptCorr_30to50_abseta_0p0to0p9,587890.121036956,20394.300966617637,564675.1961809137,585797.7167438238,589899.4720499801,588117.1345291348,587663.1075447772,589498.9529537563,585655.9450738517,608643.4365688546,566189.7332562051,587890.121036956,587890.121036956,587890.121036956,587890.121036956,591750.653816964,586589.1983421983,344265.28783964145,939029.6715438121,92365.49516867647
ptCorr_30to50_abseta_0p9to1p6,449429.854562573,17976.226119222563,436780.9198521653,448012.38101846183,450784.1382823521,449563.8597179902,449295.8494071559,446543.43974773464,449643.3574590165,464877.25511575455,432552.03985165054,449429.854562573,449429.854562573,449429.854562573,449429.854562573,452951.6551354815,448957.8475013806,262163.40043744637,712709.1271151386,78735.38548792769
ptCorr_30to50_abseta_1p6to2p4,503936.985143764,19107.802678957352,471386.3966659919,500194.5376462031,507610.68565347086,504373.4043685967,503500.56591893133,501756.25878410396,505081.08324799733,524460.8285330231,481558.96299637534,503936.985143764,503936.985143764,503936.985143764,503936.985143764,506285.6065007274,497971.84838339454,283636.6121986586,776809.3035275908,76709.19572850323
ptCorr_50to100_abseta_0p0to0p9,69636.87139210498,4697.4048343250615,66221.12162497808,71921.77060541822,72539.76725237715,72264.19899767192,72208.41096766648,72161.4110658806,72161.4137796442,72270.33471673081,71553.2223181786,72236.30498266924,72236.30498266924,72236.30498266924,72236.30498266924,71837.73635684198,72160.22732058333,60958.24647064734,80474.90595205907,11102.614798122055
ptCorr_50to100_abseta_0p9to1p6,57918.485445663486,4232.337872314186,55615.96187824037,59609.70120507347,60051.74173640652,59856.54189875299,59821.32757555601,59292.83611392459,59916.04820575279,60095.292440119105,58864.44828188183,59838.93473715445,59838.93473715445,59838.93473715445,59838.93473715445,59415.974360646665,58751.53035265093,52155.62265137536,71844.28904316499,9809.640569292169
ptCorr_50to100_abseta_1p6to2p4,47783.94003851023,3551.8325191192566,49789.24154637021,48554.90290228545,49374.916910735396,49011.638684427664,48924.82517094449,49073.77692786905,49076.127827474746,49276.43745490827,48556.27495752232,48968.23192768604,48968.23192768604,48968.23192768604,48968.23192768604,48654.988424928626,48705.31664175244,39848.11548128753,56203.34262139468,7647.986724977231
