syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(83.54519421957494, 0.35604302054304293)","(10.727128346870707, 1.9772676472565698)","(0.0, 0.0)","(7.432458940693891, 0.7588571492347486)","(8.31592015192895, 0.16250277203970004)","(2.411909966340006, 0.22770184631693186)"
L1PrefireUp,"(83.35377172897483, 0.35522699478424835)",-,-,"(7.4156443705858415, 0.7571269477635072)","(8.296390753374467, 0.1621196836494525)","(2.4061096627835927, 0.2272002771566506)"
L1PrefireDown,"(83.73262344806369, 0.3568423978478976)",-,-,"(7.449011920900415, 0.7605661496250812)","(8.334962530240862, 0.162876376306494)","(2.417587564408536, 0.22820246885455478)"
PileupReweightUp,"(83.54038348943982, 0.36743294098755636)",-,-,"(7.556400505123283, 0.7881947834501878)","(8.237700261869154, 0.16657338517871423)","(2.4039394902473004, 0.23436467475248787)"
PileupReweightDown,"(83.4986030329575, 0.3578360891263451)",-,-,"(7.309188259439185, 0.7534002906104609)","(8.374946183384571, 0.16421415627763847)","(2.4104256726809856, 0.22011710651007632)"
MuonIDSFUp,"(84.59194632847216, 0.36035481164436095)",-,-,"(7.525865409629348, 0.7687199103036315)","(8.41893760653844, 0.16447304364022172)","(2.4406667864409366, 0.23080429512964482)"
MuonIDSFDown,"(82.50676294684173, 0.35180252343353335)",-,-,"(7.339798484935507, 0.749162418763248)","(8.213746333119706, 0.16056581125675087)","(2.3833952118109623, 0.22466547959660432)"
DblMuTrigSFUp,"(83.55680065339344, 0.35609196484521843)",-,-,"(7.433287128833701, 0.7589498826098082)","(8.317039940851531, 0.16252474268740802)","(2.4122017942525167, 0.22772110768478218)"
DblMuTrigSFDown,"(83.53347821904596, 0.35599362372012466)",-,-,"(7.4316228539875455, 0.758763498696744)","(8.3147898959995, 0.16248059705643528)","(2.4116154271587416, 0.2276824314967958)"
JetResUp,"(84.06505031044426, 0.3572490831658782)",-,-,"(7.370214926259635, 0.7637146200640879)","(8.331152609723768, 0.16269439080196973)","(2.397333544435665, 0.2266327887739996)"
JetResDown,"(83.0347808168217, 0.35494719030745414)",-,-,"(6.972441981912863, 0.75477504642007)","(8.343068259632032, 0.16265188289954455)","(2.3946003954034674, 0.22759465254532307)"
JetEnUp,"(86.96140546550502, 0.36347265624550285)",-,-,"(7.8931540386259575, 0.7858983684259545)","(8.368995283562416, 0.16328369501532436)","(2.45511399996029, 0.2281093703911654)"
JetEnDown,"(80.23050950392185, 0.34866014920322547)",-,-,"(6.72479329885216, 0.7052427472447796)","(8.251976729048177, 0.1619165368753584)","(2.3599389365732377, 0.2273256116948098)"
MuonEnUp,"(83.63410688320161, 0.3562896429858209)",-,-,"(7.41044188320943, 0.7637999755065845)","(8.345314906802221, 0.16250300054341701)","(2.4112000690078323, 0.22770614691833418)"
MuonEnDown,"(83.48305826499997, 0.3559008252193436)",-,-,"(7.392204636853185, 0.7575614290921674)","(8.279354788770824, 0.1622209439513471)","(2.4222141554884, 0.2274581775054377)"
ElectronEnUp,"(83.54519421957494, 0.35604302054304293)",-,-,"(7.432458940693891, 0.7588571492347486)","(8.31592015192895, 0.16250277203970004)","(2.411909966340006, 0.22770184631693186)"
ElectronEnDown,"(83.54641142618675, 0.356045101173081)",-,-,"(7.432458940693891, 0.7588571492347486)","(8.31592015192895, 0.16250277203970004)","(2.411909966340006, 0.22770184631693186)"
ElectronResUp,"(83.54519421957494, 0.35604302054304293)",-,-,"(7.432458940693891, 0.7588571492347486)","(8.31592015192895, 0.16250277203970004)","(2.411909966340006, 0.22770184631693186)"
ElectronResDown,"(83.54519421957494, 0.35604302054304293)",-,-,"(7.432458940693891, 0.7588571492347486)","(8.31592015192895, 0.16250277203970004)","(2.411909966340006, 0.22770184631693186)"
NonpromptUp,-,"(21.9591059499754, 3.5215298259680914)",-,-,-,-
NonpromptDown,-,"(3.4334381699223626, 1.920993959259382)",-,-,-,-
ConversionUp,-,-,"(0.0, 0.0)",-,-,-
ConversionDown,-,-,"(0.0, 0.0)",-,-,-
