syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(89.72727771610525, 0.3702656940022211)","(30.79480717088892, 3.9173695846490433)","(2.3848760500698605, 2.7983023755252887)","(4.701874042357883, 0.6295105154357635)","(5.795605957746627, 0.12804325475893114)","(2.426291160923973, 0.2760203395424368)"
L1PrefireUp,"(89.53745768375576, 0.36948378526568915)",-,-,"(4.6917997480577895, 0.6281830615703154)","(5.783013275849602, 0.12776324043133785)","(2.4211745877188693, 0.27530563768466054)"
L1PrefireDown,"(89.90680733493186, 0.37100521700681066)",-,-,"(4.711616762709581, 0.6308113218030275)","(5.807668380965303, 0.12831149244549805)","(2.4310815176002647, 0.27667147741822096)"
PileupReweightUp,"(89.08987114403823, 0.3787613943085697)",-,-,"(4.862130034220078, 0.6660214014341574)","(5.751269900260041, 0.13166041249159743)","(2.4281927078053824, 0.2728107512669819)"
PileupReweightDown,"(90.29751775911576, 0.3746347159027506)",-,-,"(4.546956051150771, 0.6158902895705227)","(5.848635431267994, 0.12960106686990153)","(2.4045905239587113, 0.27821509792694815)"
MuonIDSFUp,"(92.60578471036729, 0.3822775911258309)",-,-,"(4.834345356287044, 0.6458535079803103)","(5.952379987215298, 0.13147523731594085)","(2.4904955125788897, 0.28320670431677786)"
MuonIDSFDown,"(86.90759855247912, 0.3586241348637584)",-,-,"(4.571736662216074, 0.6135805250105711)","(5.641370981633521, 0.12469973685100512)","(2.363036753209778, 0.26897048118113914)"
DblMuTrigSFUp,"(89.73983917376187, 0.3703173587033605)",-,-,"(4.7025525752898645, 0.6295889878510899)","(5.7964253411639115, 0.12806087076683367)","(2.4266170003131093, 0.2760696545974371)"
DblMuTrigSFDown,"(89.71459558127437, 0.37021353995012385)",-,-,"(4.7011888437048075, 0.6294313129841426)","(5.79477844255792, 0.12802546701847572)","(2.4259627620370945, 0.27597037680239844)"
JetResUp,"(89.78874664322157, 0.3705238239888245)",-,-,"(5.02367160293603, 0.6206329976260481)","(5.781362555781407, 0.1279372739625124)","(2.445461155775146, 0.27518148531771114)"
JetResDown,"(89.73570527424748, 0.37036828605042615)",-,-,"(4.555115156110969, 0.6078203399188505)","(5.77525795586397, 0.12802044125300352)","(2.4028883391888347, 0.27595767419472444)"
JetEnUp,"(90.43469253051673, 0.37193234479828646)",-,-,"(5.131158330524993, 0.6493575195519399)","(5.8084568150162665, 0.12843310899572327)","(2.477005911743018, 0.2764314656502233)"
JetEnDown,"(89.03480384144886, 0.36862068933035835)",-,-,"(4.132839494125629, 0.6023386419894939)","(5.7470971047764925, 0.12760126577314296)","(2.356652518314616, 0.2764588170361309)"
MuonEnUp,"(89.78503241178488, 0.3703865121290332)",-,-,"(4.687490341519879, 0.6225654858045939)","(5.800158988011535, 0.12802705198632003)","(2.422085511560472, 0.27599384891273016)"
MuonEnDown,"(89.67894333762176, 0.3701863796017004)",-,-,"(4.708101354482779, 0.6293592588443871)","(5.801821344315009, 0.12805538286500118)","(2.4444135053556315, 0.2757890481479967)"
ElectronEnUp,"(89.72719200035442, 0.370265391336058)",-,-,"(4.701874042357883, 0.6295105154357635)","(5.795605957746627, 0.12804325475893114)","(2.426291160923973, 0.2760203395424368)"
ElectronEnDown,"(89.73047000403514, 0.37027338456338926)",-,-,"(4.701874042357883, 0.6295105154357635)","(5.795605957746627, 0.12804325475893114)","(2.426291160923973, 0.2760203395424368)"
ElectronResUp,"(89.72727771610525, 0.3702656940022211)",-,-,"(4.701874042357883, 0.6295105154357635)","(5.795605957746627, 0.12804325475893114)","(2.426291160923973, 0.2760203395424368)"
ElectronResDown,"(89.72727771610525, 0.3702656940022211)",-,-,"(4.701874042357883, 0.6295105154357635)","(5.795605957746627, 0.12804325475893114)","(2.426291160923973, 0.2760203395424368)"
NonpromptUp,-,"(55.05001339125779, 6.565010877185815)",-,-,-,-
NonpromptDown,-,"(18.148862421580848, 3.7157488019336316)",-,-,-,-
ConversionUp,-,-,"(4.1270005802915595, 5.112926469071528)",-,-,-
ConversionDown,-,-,"(0.6427515198481615, 0.4998600041567689)",-,-,-
