syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(38.64792155796067, 0.19852630519463219)","(14.14465784189673, 2.4323586868020723)","(0.6966009931957142, 0.45275405548314385)","(3.0541225975607507, 0.2740376159624483)","(3.1187782660488517, 0.10378350843836653)","(1.2221097417227176, 0.17073330312098797)"
L1PrefireUp,"(38.24884622710854, 0.19652703854995504)",-,-,"(3.01971405857499, 0.2711792997780879)","(3.0840229539289834, 0.10262411641414493)","(1.2052029954245211, 0.16809849203223792)"
L1PrefireDown,"(39.03503646585596, 0.20047593835119212)",-,-,"(3.0880898649380697, 0.27689282748505817)","(3.1524977683187623, 0.10491861974501525)","(1.238637200367695, 0.1732868905352654)"
PileupReweightUp,"(38.113267776505964, 0.195554419565592)",-,-,"(3.0729122381788327, 0.2762270514386928)","(3.0591418299024222, 0.10176783125261406)","(1.2023644847444044, 0.17146972279408726)"
PileupReweightDown,"(39.143446251603386, 0.20465158793626745)",-,-,"(3.0287883375512714, 0.2756490592724569)","(3.1771971245613164, 0.10756781979413428)","(1.2509682081081333, 0.18177692658454514)"
MuonIDSFUp,"(39.74552412017523, 0.20423352732015768)",-,-,"(3.1291195925389155, 0.2805342940328142)","(3.1970798216260774, 0.10641533818424273)","(1.2528395134989456, 0.17423226607686595)"
MuonIDSFDown,"(37.5672974142861, 0.1929551570986826)",-,-,"(2.980339740963677, 0.26768397837032404)","(3.0415388830787573, 0.10121289707529457)","(1.1918458047268745, 0.16735527602569159)"
DblMuTrigSFUp,"(38.66060621803981, 0.19859116600708812)",-,-,"(3.0552376473413054, 0.2741331161314735)","(3.1198598277854543, 0.10382050096341754)","(1.2224994012761476, 0.17078052327010831)"
DblMuTrigSFDown,"(38.63509016020467, 0.19846070627602788)",-,-,"(3.0529925800774413, 0.2739408271478041)","(3.1176828587826613, 0.10374606065152452)","(1.2217156197822647, 0.170685616015039)"
JetResUp,"(38.66314648974706, 0.19858681752341148)",-,-,"(3.2117722990071473, 0.2755173614767112)","(3.1238173980682236, 0.10391848285823888)","(1.2208796548795124, 0.16984287569331188)"
JetResDown,"(38.670717760337915, 0.1986828385394286)",-,-,"(3.0608119943381618, 0.27076121350962445)","(3.1150614913548043, 0.10386311627661908)","(1.2154937998011786, 0.17071116253444915)"
JetEnUp,"(38.91701449275063, 0.19934570680544983)",-,-,"(3.286169579389397, 0.280651531812791)","(3.142028440265531, 0.10401660811282652)","(1.2519889417500523, 0.1709142253946665)"
JetEnDown,"(38.380885722140846, 0.19779473527269215)",-,-,"(2.9662185847307976, 0.2677355765165576)","(3.1053355419017366, 0.10354421546959018)","(1.1999940116722627, 0.17054997449595818)"
MuonEnUp,"(38.664915133295146, 0.19857954022695984)",-,-,"(3.0755691112551444, 0.2746140926115031)","(3.110484565865715, 0.10380634718310273)","(1.220518282408037, 0.1707311923904717)"
MuonEnDown,"(38.62405402322864, 0.19846077975359458)",-,-,"(3.0508867466003275, 0.27415830408425557)","(3.116297832971126, 0.10377432815218335)","(1.2238430935922906, 0.17079820398646983)"
ElectronEnUp,"(38.64639609579937, 0.19852337270678042)",-,-,"(3.0541225975607507, 0.2740376159624483)","(3.1187782660488517, 0.10378350843836653)","(1.2221097417227176, 0.17073330312098797)"
ElectronEnDown,"(38.64962791368249, 0.19852998086149634)",-,-,"(3.0541225975607507, 0.2740376159624483)","(3.1187782660488517, 0.10378350843836653)","(1.2221097417227176, 0.17073330312098797)"
ElectronResUp,"(38.6471385050419, 0.19852476087974175)",-,-,"(3.0541225975607507, 0.2740376159624483)","(3.1187782660488517, 0.10378350843836653)","(1.2221097417227176, 0.17073330312098797)"
ElectronResDown,"(38.64792155796067, 0.19852630519463219)",-,-,"(3.0541225975607507, 0.2740376159624483)","(3.1187782660488517, 0.10378350843836653)","(1.2221097417227176, 0.17073330312098797)"
NonpromptUp,-,"(25.28575873330656, 3.855279222615738)",-,-,-,-
NonpromptDown,-,"(9.888885783079058, 2.2888312366907266)",-,-,-,-
ConversionUp,-,-,"(0.9532617685219434, 0.6195700779227644)",-,-,-
ConversionDown,-,-,"(0.439940217869485, 0.28593803304352317)",-,-,-
