syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(73.67059055114117, 0.28429593011229115)","(49.63542678242271, 4.870899791985187)","(2.8087133939589255, 2.602937969853008)","(7.664195823226004, 0.6350580630264862)","(7.730561703363124, 0.1520019529458633)","(3.4466893494141027, 0.35147537665245265)"
L1PrefireUp,"(73.29278078513182, 0.283039490599831)",-,-,"(7.624411503749062, 0.6325228885686496)","(7.681363283126832, 0.15113436101830954)","(3.4147972339494417, 0.3495276615807466)"
L1PrefireDown,"(74.04072453678792, 0.28555700378935667)",-,-,"(7.703048863748297, 0.6375876906864559)","(7.778988263886712, 0.15288606275848682)","(3.478311974453096, 0.35329875052082055)"
PileupReweightUp,"(73.20002360821978, 0.2935534105260301)",-,-,"(8.05991978496947, 0.7018252034956752)","(7.637316160090268, 0.1550949369985562)","(3.3575588265345386, 0.3229010696770223)"
PileupReweightDown,"(74.14277416715869, 0.28759343442081853)",-,-,"(7.374559273034888, 0.6205179550310574)","(7.814790415377465, 0.15418930805043407)","(3.541106108264531, 0.3864505977959956)"
MuonIDSFUp,"(75.28587180053009, 0.2906194045189702)",-,-,"(7.865763614951337, 0.648793562988545)","(7.901595569864712, 0.15534398225846935)","(3.533523793698257, 0.3620687685249142)"
MuonIDSFDown,"(72.0744376970873, 0.2781074286904817)",-,-,"(7.465756441211182, 0.6216302724408358)","(7.561574832012525, 0.14872884172250764)","(3.36094658869941, 0.3410649930313816)"
DblMuTrigSFUp,"(73.68265108137255, 0.28434203859494983)",-,-,"(7.665479255445823, 0.6351605567312756)","(7.73194196218934, 0.15202849087348586)","(3.44727091678735, 0.351548447905035)"
DblMuTrigSFDown,"(73.65842119962889, 0.28424941364530343)",-,-,"(7.662899934067281, 0.6349545636362515)","(7.72916825261198, 0.15197516630148772)","(3.4461028124550515, 0.35140174816259107)"
JetResUp,"(73.63051014505203, 0.2840999451723677)",-,-,"(8.104221368159841, 0.6423824476144333)","(7.727875269035883, 0.1522427861845523)","(3.4886844079597408, 0.35044855768456545)"
JetResDown,"(73.53746819723187, 0.2839821805619941)",-,-,"(7.506207278406091, 0.6344638633575292)","(7.724959814478165, 0.15207498972304334)","(3.4472777113530215, 0.35144397420256746)"
JetEnUp,"(74.29379571453211, 0.2855567624579656)",-,-,"(8.40380945264237, 0.657161570117604)","(7.765311813670785, 0.15233842719841964)","(3.5167063816210944, 0.35178650009646656)"
JetEnDown,"(72.9897265812584, 0.2829565468815036)",-,-,"(7.171209628418521, 0.6128066672151199)","(7.698111488012464, 0.15175909227500006)","(3.231720790037244, 0.31934190965137793)"
MuonEnUp,"(73.69504256313358, 0.28433583288214365)",-,-,"(7.674649406955445, 0.6355316192221064)","(7.729561741539519, 0.15204432693380468)","(3.4401744946931303, 0.35144975478613893)"
MuonEnDown,"(73.63378707057899, 0.2841831679202705)",-,-,"(7.634999724748258, 0.6357343563998725)","(7.752480783415716, 0.15212394788861072)","(3.456079236303375, 0.3514850957305954)"
ElectronEnUp,"(73.6695822245449, 0.2842941419654791)",-,-,"(7.664195823226004, 0.6350580630264862)","(7.730561703363124, 0.1520019529458633)","(3.4466893494141027, 0.35147537665245265)"
ElectronEnDown,"(73.67059055114117, 0.28429593011229115)",-,-,"(7.664195823226004, 0.6350580630264862)","(7.730561703363124, 0.1520019529458633)","(3.4466893494141027, 0.35147537665245265)"
ElectronResUp,"(73.67059055114117, 0.28429593011229115)",-,-,"(7.664195823226004, 0.6350580630264862)","(7.730561703363124, 0.1520019529458633)","(3.4466893494141027, 0.35147537665245265)"
ElectronResDown,"(73.67059055114117, 0.28429593011229115)",-,-,"(7.664195823226004, 0.6350580630264862)","(7.730561703363124, 0.1520019529458633)","(3.4466893494141027, 0.35147537665245265)"
NonpromptUp,-,"(98.28208987651863, 8.61308674385779)",-,-,-,-
NonpromptDown,-,"(22.462028464891695, 4.117752805471224)",-,-,-,-
ConversionUp,-,-,"(5.7026011011744515, 6.276971218715399)",-,-,-
ConversionDown,-,-,"(0.6817215021809195, 0.3302345281532211)",-,-,-
