0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(64, 'AdamW', 0.002, 'ExponentialLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(64, 'Adam', 0.005, 'StepLR')","(64, 'RMSprop', 0.001, 'ExponentialLR')","(64, 'AdamW', 0.001, 'StepLR')","(128, 'RMSprop', 0.005, 'ExponentialLR')","(64, 'AdamW', 0.002, 'StepLR')","(64, 'AdamW', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.002, 'CyclicLR')","(128, 'Adam', 0.005, 'StepLR')","(128, 'Adam', 0.002, 'ExponentialLR')","(128, 'Adam', 0.002, 'CyclicLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(128, 'Adam', 0.001, 'ExponentialLR')","(128, 'Adam', 0.002, 'StepLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.005, 'StepLR')"
fitness,0.39361902988524655,0.39467834470385593,0.3932702175549098,0.6044437615530831,0.39256057778994247,0.8155411875815619,0.3911700128260112,0.39469971161796935,0.39417443316323414,0.39463528404917037,0.3945887206509,0.3944624881063188,0.39420493908155535,0.3936050586359841,0.3933084734280904,0.39324133251962196,0.39322244929132016,0.39288860722950525
