syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(108.15151807532513, 0.4064170323471419)","(35.104021831983005, 4.203443033198729)","(8.601240059634291, 3.909078160414661)","(6.678609870157974, 0.6420930689356941)","(5.9042400844407945, 0.12921291456088746)","(1.7555523107016526, 0.15469310258637098)"
L1PrefireUp,"(107.91747635992887, 0.40553809023714493)",-,-,"(6.664221922151084, 0.6407263814784709)","(5.891063782343627, 0.1289253535815546)","(1.7516112472502758, 0.15436121287762522)"
L1PrefireDown,"(108.37633315630738, 0.4072616602032947)",-,-,"(6.692518961553792, 0.6434311027981084)","(5.916946317000278, 0.1294900599849538)","(1.759408428260648, 0.1549674078139887)"
PileupReweightUp,"(107.36536531619123, 0.4156086276813399)",-,-,"(6.6828023001963786, 0.6576672945121171)","(5.8954499669231755, 0.1332683029853977)","(1.7671211708349752, 0.13557255726498801)"
PileupReweightDown,"(108.87275475441032, 0.41140889103090417)",-,-,"(6.650013636003448, 0.6457448956698626)","(5.918179187932947, 0.13013163834028005)","(1.7379383694830057, 0.184262807302471)"
MuonIDSFUp,"(111.1040910676427, 0.41753032724153194)",-,-,"(6.854336021009384, 0.657857610753233)","(6.040955754195746, 0.1322057267572828)","(1.7959121072363973, 0.1588325256138768)"
MuonIDSFDown,"(105.24289321326889, 0.39556003076561574)",-,-,"(6.505459826650514, 0.6266370358737857)","(5.76924677125284, 0.12628549032070813)","(1.7156841809869363, 0.1505945700055919)"
DblMuTrigSFUp,"(108.16488439285209, 0.40646710186566626)",-,-,"(6.679415292820552, 0.6421717355300663)","(5.905018414868826, 0.1292297435021021)","(1.755763382189709, 0.15470685024427597)"
DblMuTrigSFDown,"(108.13803139164038, 0.4063665185040711)",-,-,"(6.67779640314538, 0.6420136353858812)","(5.903454334213981, 0.12919592781657746)","(1.7553393411095615, 0.15467922196538814)"
JetResUp,"(108.13786874642395, 0.40643444687603164)",-,-,"(7.055109331426033, 0.6597074129023905)","(5.921659458543617, 0.12931378203810817)","(1.7820576685448228, 0.154860561481149)"
JetResDown,"(108.17036627205641, 0.4064599127958693)",-,-,"(6.443303403356775, 0.6390157416488382)","(5.905579212291662, 0.12925378379979474)","(1.7806569789503548, 0.15480700122732496)"
JetEnUp,"(109.2350259265724, 0.40875176884944386)",-,-,"(7.429484333090357, 0.6730593409334095)","(5.94570407398977, 0.12990704998236113)","(1.8183456178399977, 0.1553571084768825)"
JetEnDown,"(107.03205908668345, 0.40401432301021917)",-,-,"(6.156327411638598, 0.621539394051956)","(5.865699164308137, 0.12879158454308443)","(1.707082804802204, 0.15406057359332725)"
MuonEnUp,"(108.23502845138995, 0.406530569879567)",-,-,"(6.674068526059775, 0.6417822917615199)","(5.915771831285775, 0.12919420022835937)","(1.7545838819417017, 0.1546558349558566)"
MuonEnDown,"(108.11642400755278, 0.4063906592651389)",-,-,"(6.6942417447119835, 0.6464162346956535)","(5.925800332162075, 0.12923486762155845)","(1.7422427772818039, 0.15469301710909739)"
ElectronEnUp,"(108.15017213200797, 0.4064148036408673)",-,-,"(6.678609870157974, 0.6420930689356941)","(5.9042400844407945, 0.12921291456088746)","(1.7555523107016526, 0.15469310258637098)"
ElectronEnDown,"(108.15151807532513, 0.4064170323471419)",-,-,"(6.678609870157974, 0.6420930689356941)","(5.904431601407454, 0.1292151207976617)","(1.7555523107016526, 0.15469310258637098)"
ElectronResUp,"(108.15151807532513, 0.4064170323471419)",-,-,"(6.678609870157974, 0.6420930689356941)","(5.9042400844407945, 0.12921291456088746)","(1.7555523107016526, 0.15469310258637098)"
ElectronResDown,"(108.15151807532513, 0.4064170323471419)",-,-,"(6.678609870157974, 0.6420930689356941)","(5.9042400844407945, 0.12921291456088746)","(1.7555523107016526, 0.15469310258637098)"
NonpromptUp,-,"(57.778541715025014, 6.784941877488732)",-,-,-,-
NonpromptDown,-,"(23.814362411164556, 4.029873989167739)",-,-,-,-
ConversionUp,-,-,"(15.759372087710284, 7.139866745125913)",-,-,-
ConversionDown,-,-,"(1.4431080315582998, 0.7044147576798879)",-,-,-
