#parameters,chi2
-0.0551231066977835,0.012581063114528538,54.31840034640506
-0.010893444688277444,0.009350541655683772,3.3295935354653986e-05,3.6807503669448733
-0.010002125856821097,0.009270434703605886,3.485084930029319e-05,-7.858918197996239e-09,4.044728693668672
