syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(11.892956666508873, 0.04419891165896294)","(33.57753695211906, 3.849024516627965)","(2.6289376778533593, 3.995227361521857)","(6.028366851278611, 0.6681224909522754)","(6.2935068838990205, 0.13561716988670428)","(2.225496640988189, 0.14728650464543566)"
L1PrefireUp,"(11.867168689623218, 0.04410311835340843)",-,-,"(6.015476457956711, 0.6666854135634325)","(6.279408149328615, 0.13531283840474728)","(2.2205761495955447, 0.14696554558828454)"
L1PrefireDown,"(11.917663364957653, 0.044290752379000056)",-,-,"(6.040835957036526, 0.6695341991165721)","(6.3071418700330115, 0.1359109137832578)","(2.230245790727491, 0.14757352163270723)"
PileupReweightUp,"(11.816974429881634, 0.04528017685390131)",-,-,"(6.4348254696477225, 0.707948985705282)","(6.198869167729232, 0.13863071550464368)","(2.211107430781876, 0.14241195340785057)"
PileupReweightDown,"(11.964986880474, 0.044700009858332446)",-,-,"(5.695132794765163, 0.6654362202752313)","(6.372542899350562, 0.13737807545704256)","(2.2435961985674293, 0.15544238486256307)"
MuonIDSFUp,"(12.216843508464711, 0.04539957639494234)",-,-,"(6.183326430975492, 0.6829597000943628)","(6.432283842179896, 0.13863104172817992)","(2.2781848379896177, 0.15199630906636724)"
MuonIDSFDown,"(11.574102139029705, 0.043027598891091444)",-,-,"(5.87571089119747, 0.6535937850435)","(6.156361413957273, 0.1326662952611964)","(2.173485181190464, 0.14267164110996458)"
DblMuTrigSFUp,"(11.894461922857241, 0.04420448469005394)",-,-,"(6.029129921766732, 0.6682022656232576)","(6.294308756032632, 0.13563476619698886)","(2.2257751381989914, 0.1472994367957039)"
DblMuTrigSFDown,"(11.89143776952226, 0.04419328889620994)",-,-,"(6.027595960193859, 0.6680419609568761)","(6.29269762451772, 0.13559940931995795)","(2.225215546872152, 0.14727348930646386)"
JetResUp,"(11.893858228618287, 0.04420658785161185)",-,-,"(6.203589409685952, 0.6674324079515915)","(6.297653705460977, 0.13577226168344314)","(2.25757923831726, 0.14732615122225765)"
JetResDown,"(11.890982006456577, 0.04419576720506759)",-,-,"(6.013174353483171, 0.6535869612072983)","(6.272250899549924, 0.13569486705550804)","(2.2579709338611393, 0.1799916615102401)"
JetEnUp,"(12.007825508013015, 0.04444405028931953)",-,-,"(6.940323928692865, 0.7161296325463674)","(6.329671822162936, 0.13614710216425907)","(2.264291945807738, 0.14633235021388688)"
JetEnDown,"(11.783735826633231, 0.04396135206230711)",-,-,"(5.459477594775644, 0.6402576353733869)","(6.240527793254922, 0.1349834852552969)","(2.137131994393723, 0.14650832182480103)"
MuonEnUp,"(11.901938092674813, 0.04422320592815322)",-,-,"(5.963660506019071, 0.665825856308243)","(6.33466955742722, 0.13575502552049043)","(2.2164018343739245, 0.14728168017339704)"
MuonEnDown,"(11.88262265449326, 0.04417542890229605)",-,-,"(6.014517046920036, 0.6642606109101691)","(6.292645935642641, 0.13552395210270451)","(2.2287867065156517, 0.14739312413279407)"
NonpromptUp,-,"(62.857988471714265, 6.509179800912085)",-,-,-,-
NonpromptDown,-,"(15.95626272217975, 3.657692773773478)",-,-,-,-
ConversionUp,-,-,"(4.756265443063359, 7.303579162305871)",-,-,-
ConversionDown,-,-,"(0.5016099126433582, 0.7049230030888902)",-,-,-
