syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(7.784291656745233, 0.03020096752091406)","(11.800639740284696, 2.178192126840133)","(0.0, 0.0)","(4.147782586706754, 0.5147865872633614)","(6.3532897048822665, 0.13668447052616942)","(2.085781881534684, 0.33736794054693514)"
L1PrefireUp,"(7.743710912405265, 0.030066297568378867)",-,-,"(4.127027092721231, 0.5128139201661238)","(6.310032756157998, 0.13588821703825202)","(2.067901641875471, 0.33530229047249627)"
L1PrefireDown,"(7.824232567734606, 0.030337193012378225)",-,-,"(4.1681857340497945, 0.5167503965047372)","(6.396009194486327, 0.13749991022961183)","(2.1036766373571827, 0.33941659709592437)"
PileupReweightUp,"(7.7426389255877535, 0.03119700371403745)",-,-,"(4.294376315795316, 0.5460886319490054)","(6.294739277675973, 0.13971549258014238)","(2.0802087589280065, 0.33459460178400224)"
PileupReweightDown,"(7.821768267278079, 0.03051347004158938)",-,-,"(3.9367045761152135, 0.5058932055603019)","(6.3944317555252566, 0.13851884703141737)","(2.1165059417082093, 0.35335671625622644)"
MuonIDSFUp,"(7.924183068289369, 0.030733241916259205)",-,-,"(4.201067841141724, 0.5220792866756077)","(6.4490138351197475, 0.13865909938938975)","(2.121020849203853, 0.3418069644595063)"
MuonIDSFDown,"(7.645793142797341, 0.02967962225888162)",-,-,"(4.094855905107732, 0.5076612201657188)","(6.25854021554196, 0.1347512486008243)","(2.0509278822607997, 0.3330195107244508)"
DblMuTrigSFUp,"(7.7856235278350905, 0.030206088575363894)",-,-,"(4.148374130265117, 0.5148703270623644)","(6.354462922011089, 0.13670958251599397)","(2.086121077814058, 0.3374083073970455)"
DblMuTrigSFDown,"(7.782947242354648, 0.03019579894242696)",-,-,"(4.147186267065798, 0.5147020455147596)","(6.352104990318592, 0.13665911430758004)","(2.0854395623471564, 0.3373273040740306)"
JetResUp,"(7.811021555291925, 0.03025006893554935)",-,-,"(4.34727801368291, 0.5280007081043653)","(6.363724694308345, 0.13652401177389725)","(2.1080206770195087, 0.33798597894052645)"
JetResDown,"(7.755737242277501, 0.03013835073124262)",-,-,"(4.257018793775562, 0.5141648973302395)","(6.345957735876058, 0.13666318416245754)","(2.134034120421727, 0.33500925145919375)"
JetEnUp,"(7.931687746560609, 0.030498529472208297)",-,-,"(4.246999116181362, 0.5293124548070741)","(6.385854089395275, 0.13695657724633628)","(2.1125442057933084, 0.33698117524335264)"
JetEnDown,"(7.642109899600143, 0.02990460986310208)",-,-,"(3.999054524452471, 0.5051030362801515)","(6.318901543975497, 0.13626018820023733)","(2.120753668685984, 0.33433765421464967)"
MuonEnUp,"(7.790254154144407, 0.03021189090330744)",-,-,"(4.093348777125682, 0.5132113011983697)","(6.354964850264214, 0.13672797732562947)","(2.085905700818835, 0.3373513445914984)"
MuonEnDown,"(7.774814458320294, 0.030183177669046556)",-,-,"(4.251076253147897, 0.5158579306429176)","(6.390690778353958, 0.13688296714813256)","(1.982520861754783, 0.3186962103855898)"
NonpromptUp,-,"(24.794125893354988, 4.0600576233726455)",-,-,-,-
NonpromptDown,-,"(4.049641738985333, 1.8598923737564554)",-,-,-,-
ConversionUp,-,-,"(0.0, 0.0)",-,-,-
ConversionDown,-,-,"(0.0, 0.0)",-,-,-
