syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(3.413902483492248, 0.01949875006630122)","(12.116844366629197, 2.280049832296776)","(0.6214561476940266, 0.2735271435529734)","(1.1663630429384029, 0.14418685029906014)","(1.9384312540596167, 0.07400620803514184)","(0.836732536747231, 0.12058324924528761)"
L1PrefireUp,"(3.3786366335808995, 0.019307829145642958)",-,-,"(1.1568033887378208, 0.14300101465322562)","(1.9145501810571692, 0.0731977630613044)","(0.8255573448051174, 0.12011396938115829)"
L1PrefireDown,"(3.4480588342374126, 0.01968610808382823)",-,-,"(1.1756010725304633, 0.14535318344193776)","(1.9618663815614206, 0.07481283400714976)","(0.8478185126787062, 0.12106397011317799)"
PileupReweightUp,"(3.381861037507098, 0.021037343191158176)",-,-,"(1.1486253738798455, 0.15434391085120924)","(1.939706316125611, 0.08041036649691197)","(0.8227376725950873, 0.11371880842339671)"
PileupReweightDown,"(3.4483176237296425, 0.018832743933687696)",-,-,"(1.1795633337758011, 0.13939094260857063)","(1.9456685645946865, 0.07139850572733211)","(0.8482745463293634, 0.12533489137924322)"
MuonIDSFUp,"(3.504078564897075, 0.020015827681380622)",-,-,"(1.1940512752174433, 0.14714464231120292)","(1.9824137788689804, 0.07565851997547103)","(0.8538090816542728, 0.12317859913382086)"
MuonIDSFDown,"(3.3250916317457344, 0.01899357511567168)",-,-,"(1.1390595379014514, 0.1412936765608024)","(1.8950101917664792, 0.07238717253127548)","(0.8198417070846743, 0.1180112258152881)"
DblMuTrigSFUp,"(3.414395790705255, 0.019501541749247935)",-,-,"(1.1665542772766802, 0.14420903438505664)","(1.9387518522226936, 0.07401805040557226)","(0.8368355284176029, 0.12059154322912634)"
DblMuTrigSFDown,"(3.413402852895711, 0.019495923001439562)",-,-,"(1.1661689933336339, 0.14416432931265488)","(1.9381060223521802, 0.07399419599482161)","(0.8366281806367563, 0.1205748449950888)"
JetResUp,"(3.415750033044942, 0.019504782431021488)",-,-,"(1.2240606661819073, 0.14190159459476817)","(1.935338742947483, 0.07395662899972354)","(0.8397330750661874, 0.12054578895674564)"
JetResDown,"(3.414669675364042, 0.01950172427698405)",-,-,"(1.2158057262479738, 0.14673198076770733)","(1.9431714465403838, 0.07398923858487562)","(0.8358081639127849, 0.12056681419292838)"
JetEnUp,"(3.4331500412506326, 0.019554743151651833)",-,-,"(1.2321957290693326, 0.1448001105460735)","(1.938640016154184, 0.07404594573829709)","(0.84957950648079, 0.1207734787278336)"
JetEnDown,"(3.3915318417721383, 0.019430703156052463)",-,-,"(1.1120872593602285, 0.1371969644565218)","(1.932563195785282, 0.07390267053018916)","(0.8316363842914666, 0.1204314472604329)"
MuonEnUp,"(3.418787135144549, 0.01951692836458454)",-,-,"(1.166944654524989, 0.14363386655957497)","(1.929069231406301, 0.07413425983722)","(0.8354672548946647, 0.12055609388017079)"
MuonEnDown,"(3.412895605637916, 0.019498759452559595)",-,-,"(1.1711021970786473, 0.14425051069623523)","(1.91275615184797, 0.07376223439491782)","(0.8405006682357593, 0.12059539148817253)"
NonpromptUp,-,"(25.839754459774046, 4.392817912107561)",-,-,-,-
NonpromptDown,-,"(6.3916132893221995, 1.9832332643958315)",-,-,-,-
ConversionUp,-,-,"(0.8504300054065534, 0.37430748900584127)",-,-,-
ConversionDown,-,-,"(0.3924822899814996, 0.17274679810010551)",-,-,-
