syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(32.81726274153082, 0.18495228930434907)","(18.581716970398908, 2.925225687511157)","(2.0844146265900623, 1.2236791409297592)","(2.038626764380342, 0.19849094125797326)","(3.2355028080792745, 0.09587752173494189)","(1.2468229125258488, 0.12642112841378397)"
L1PrefireUp,"(32.477715856560096, 0.1831375742493775)",-,-,"(2.0219792401175676, 0.19684312826237327)","(3.1961989319988398, 0.0948354737352113)","(1.2295480158434828, 0.12579772607998058)"
L1PrefireDown,"(33.14621513660894, 0.18673350105815512)",-,-,"(2.0547238093476174, 0.20011218660884716)","(3.2740018231409422, 0.09691575263522995)","(1.2639717298736337, 0.1270634608286977)"
PileupReweightUp,"(32.49029098443283, 0.19900340308683614)",-,-,"(2.003026347298467, 0.21842623739995118)","(3.234840225226694, 0.10446972738741803)","(1.2254595130004569, 0.12091113927081992)"
PileupReweightDown,"(33.162813506710485, 0.17883678449017518)",-,-,"(2.0457423353453943, 0.18659600202207824)","(3.246731708927605, 0.09217807980137618)","(1.265525264941026, 0.1305697508208914)"
MuonIDSFUp,"(33.68501886829627, 0.1898662977316447)",-,-,"(2.0889037559730568, 0.20261702928673828)","(3.3085955930304025, 0.09801159103680471)","(1.273451815678301, 0.12914039481965736)"
MuonIDSFDown,"(31.962658569289545, 0.18015115103759732)",-,-,"(1.9890718235776592, 0.19445202426157213)","(3.163351090217802, 0.09378615402669709)","(1.2205121962496484, 0.12372892319227767)"
DblMuTrigSFUp,"(32.822011126073086, 0.18497878874049384)",-,-,"(2.0389838834790823, 0.19852242735438205)","(3.236041711798695, 0.09589302573554045)","(1.2469824477451252, 0.12643060289370875)"
DblMuTrigSFDown,"(32.812453217780615, 0.18492545293631416)",-,-,"(2.0382643019670086, 0.19845898312952426)","(3.234956074861905, 0.09586179591586774)","(1.246661294890738, 0.12641152850762613)"
JetResUp,"(32.835388949916485, 0.18501596260030292)",-,-,"(2.0359154139823135, 0.19310091808556312)","(3.234237520189868, 0.09581203146071174)","(1.2450714712747348, 0.12635760662312256)"
JetResDown,"(32.8268184674571, 0.18501958355116374)",-,-,"(2.03426283763601, 0.19875738016809208)","(3.238306230219454, 0.09581988592994883)","(1.2421047970248866, 0.12641985814386636)"
JetEnUp,"(33.004080116891785, 0.1855147043503632)",-,-,"(2.149122328595829, 0.20104490236877398)","(3.2446396211312156, 0.09599878986250251)","(1.2700327308399877, 0.12669257478873655)"
JetEnDown,"(32.6088051303103, 0.18434811853975416)",-,-,"(1.9324093482961524, 0.19086849747560355)","(3.2192997938342445, 0.09563720475990381)","(1.2349957319777052, 0.12617494463625434)"
MuonEnUp,"(32.83576955564353, 0.1850184987311449)",-,-,"(2.0277489461857363, 0.19746823016521023)","(3.2283803760271756, 0.09589818609012465)","(1.2366446723859756, 0.12642149100927566)"
MuonEnDown,"(32.80072588631273, 0.18493216166229393)",-,-,"(2.0381492938004366, 0.19790980843331868)","(3.2381475077618473, 0.0960126315494426)","(1.2430474592307459, 0.12638415990816917)"
ElectronEnUp,"(32.817786270629234, 0.18495303025805365)",-,-,"(2.038626764380342, 0.19849094125797326)","(3.2355028080792745, 0.09587752173494189)","(1.2468229125258488, 0.12642112841378397)"
ElectronEnDown,"(32.81882851281181, 0.1849556991180067)",-,-,"(2.038626764380342, 0.19849094125797326)","(3.2355028080792745, 0.09587752173494189)","(1.2468229125258488, 0.12642112841378397)"
ElectronResUp,"(32.81726274153082, 0.18495228930434907)",-,-,"(2.038626764380342, 0.19849094125797326)","(3.2355028080792745, 0.09587752173494189)","(1.2468229125258488, 0.12642112841378397)"
ElectronResDown,"(32.81726274153082, 0.18495228930434907)",-,-,"(2.038626764380342, 0.19849094125797326)","(3.2355028080792745, 0.09587752173494189)","(1.2468229125258488, 0.12642112841378397)"
NonpromptUp,-,"(39.53034180531668, 5.8099415658604645)",-,-,-,-
NonpromptDown,-,"(9.66391117997866, 2.487832494292749)",-,-,-,-
ConversionUp,-,-,"(3.575664009672349, 2.3754658536298736)",-,-,-
ConversionDown,-,-,"(0.5931652435077764, 0.22724662241378973)",-,-,-
