#parameters,chi2
-0.06142772980346026,0.012779227355516608,20.420140402206982
-0.017083164911061696,0.009758489908008282,3.0175553370784154e-05,2.0216144004820653
-0.027895640706573577,0.010711915923951654,1.195634565111349e-05,9.01933779656536e-08,1.9835662152163025
