,loss/train,loss/valid,acc/train,acc/valid
0,0.0005563590682688213,0.0005631477832794189,0.7355555555555555,0.737904761904762
1,0.000559848677071314,0.0005677408065114703,0.7282460317460318,0.7278095238095238
2,0.0005552694059553601,0.000563858205363864,0.7462539682539683,0.7431428571428571
3,0.0005539233064840711,0.0005621719842865354,0.7455079365079365,0.7441428571428571
4,0.000547792211884544,0.0005577479203542074,0.7550555555555556,0.7508095238095238
5,0.0005520038775035313,0.0005606491168340047,0.7409285714285714,0.7408571428571429
6,0.0005437937052476974,0.0005535350754147484,0.7581984126984127,0.7553809523809524
7,0.0005339454710483551,0.0005452925222260612,0.7667301587301587,0.7604285714285715
8,0.0005374056240395894,0.0005474586685498556,0.763095238095238,0.761
9,0.0005328132699406336,0.0005428632355871654,0.768,0.7647619047619048
10,0.0005247352648349035,0.0005339230497678121,0.7724920634920635,0.768095238095238
11,0.0005240794301979126,0.0005348880007153466,0.7745555555555556,0.7693809523809524
12,0.0005242781667482285,0.0005346807468505132,0.7735873015873016,0.7689047619047619
13,0.0005207129735795279,0.0005310701699483962,0.7735238095238095,0.7691428571428571
14,0.0005199417885806825,0.0005314314649218605,0.775968253968254,0.7715714285714286
15,0.0005189198142006284,0.0005300541860716683,0.778436507936508,0.7762380952380953
16,0.0005225133314019157,0.000532952592486427,0.778984126984127,0.7770476190476191
17,0.00051827253235711,0.0005291278731255304,0.7802936507936508,0.7764285714285715
18,0.0005186831388208601,0.0005305835689817156,0.7791190476190476,0.7759047619047619
19,0.0005211744388890645,0.0005319479249772572,0.7823650793650794,0.7768571428571428
20,0.0005148629129879058,0.0005255509302729652,0.7844285714285715,0.7794761904761904
21,0.0005170884709509592,0.0005271996685436794,0.7824682539682539,0.7763333333333333
22,0.0005132953273871588,0.0005252575704029628,0.7839365079365079,0.7788095238095238
23,0.0005126196964392587,0.0005228456116857982,0.7863809523809524,0.7816666666666666
24,0.0005169428177769222,0.0005274284226553781,0.7813174603174603,0.7785238095238095
25,0.0005133689034079749,0.0005241254085586184,0.7837142857142857,0.7801428571428571
26,0.0005106491888799365,0.0005218541820844015,0.7863095238095238,0.7835714285714286
27,0.0005174175004164378,0.0005283659185682024,0.7862698412698412,0.7834285714285715
28,0.0005150315768661953,0.0005264416365396409,0.7856746031746031,0.7820476190476191
29,0.0005118907512653442,0.0005237037993612744,0.7839047619047619,0.7777619047619048
30,0.000509999998268627,0.0005217659359886533,0.7886349206349207,0.784952380952381
31,0.0005116920766849366,0.0005233197751499357,0.7872063492063492,0.7823809523809524
32,0.000513097653549815,0.0005243878449712481,0.7866587301587301,0.7825238095238095
33,0.0005157394503790234,0.0005265888713655018,0.787484126984127,0.7827142857142857
34,0.0005087490226068194,0.0005210884525662377,0.7866269841269842,0.7799047619047619
35,0.0005107592311170366,0.0005226257273129054,0.788547619047619,0.7827142857142857
36,0.0005134836581964341,0.000525074405329568,0.7889206349206349,0.7809047619047619
37,0.0005110704269674089,0.0005233056772322882,0.7922539682539682,0.7855714285714286
38,0.0005054886362382344,0.0005176609470730736,0.7913888888888889,0.7858095238095238
39,0.0005100873424893333,0.000521893044312795,0.7915634920634921,0.7845714285714286
40,0.0005075084316352057,0.0005201103403454735,0.7914365079365079,0.785
41,0.0005081007904003537,0.0005207981978143964,0.7916666666666666,0.786952380952381
42,0.0005147179492882319,0.0005266695618629456,0.7847063492063492,0.7785714285714286
43,0.000508566621040541,0.0005224976851826623,0.7928412698412698,0.7851904761904762
44,0.0005087794235774449,0.0005210263019516354,0.7920555555555555,0.7845714285714286
45,0.0005093909958525309,0.00052211480481284,0.7932063492063492,0.7846666666666666
46,0.0005059519112110138,0.0005194386896632966,0.7925396825396825,0.785
47,0.000504519927596289,0.0005180984394890922,0.7948968253968254,0.7860952380952381
48,0.0005051053840489614,0.0005190624495347341,0.7933650793650794,0.7854285714285715
49,0.0005069975349165144,0.00051966887428647,0.7948095238095239,0.7859047619047619
50,0.0005070003791460915,0.0005190077594348362,0.7947698412698413,0.7870952380952381
51,0.0005121419652113838,0.0005238105654716492,0.7954365079365079,0.7885238095238095
52,0.0005116002845858771,0.0005243311779839652,0.7923809523809524,0.7848571428571428
53,0.000506280696344754,0.0005187017435119266,0.7940238095238096,0.7883333333333333
