syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(8.671424666219604, 0.031520447272998124)","(94.95751242542772, 6.687062858528804)","(0.8833107731097924, 0.5047987524741909)","(66.36489060859711, 1.9911685400600743)","(56.96476917477139, 0.42104884767732886)","(22.0291263659693, 0.523435223574025)"
L1PrefireUp,"(8.624694058565169, 0.031375625976048996)",-,-,"(66.02144955796973, 1.9829334702564887)","(56.56446555221844, 0.41848619972946954)","(21.771027045896354, 0.5200923632942542)"
L1PrefireDown,"(8.717255994850031, 0.03166664498894617)",-,-,"(66.703844717289, 1.9994579964021097)","(57.3606259865731, 0.4236796526786215)","(22.288790246377342, 0.5268275325593083)"
PileupReweightUp,"(8.603766354630991, 0.03244942089993444)",-,-,"(67.62292989764065, 2.1216308608755257)","(56.5369158002624, 0.4342729840716841)","(21.940754010242227, 0.532519080085811)"
PileupReweightDown,"(8.72853370351941, 0.03189212255271323)",-,-,"(65.24220624647522, 1.9713230243262228)","(57.3722668030899, 0.42615100999724376)","(22.1523927648674, 0.5232397097644297)"
MuonIDSFUp,"(8.858175470832943, 0.03219233831649106)",-,-,"(67.52487697524207, 2.025867022728101)","(57.89921423749439, 0.4279023192142307)","(22.439580226224304, 0.533186899974912)"
MuonIDSFDown,"(8.487011305856177, 0.030864219196207937)",-,-,"(65.21727223507298, 1.9572223866123382)","(56.039990290111184, 0.4143394490756292)","(21.623399413846126, 0.5138882612788228)"
DblMuTrigSFUp,"(8.672789378636352, 0.0315253678758197)",-,-,"(66.37617345896149, 1.9915119619593196)","(56.976156718785354, 0.4211325200991868)","(22.032854063777393, 0.5235167452451612)"
DblMuTrigSFDown,"(8.670047823050215, 0.0315154835930418)",-,-,"(66.35349903631915, 1.9908216953800462)","(56.95326406652475, 0.4209643256921143)","(22.02536220887117, 0.5233529495654664)"
JetResUp,"(8.677599843652946, 0.03152735446519664)",-,-,"(67.9877313387357, 2.0216251662131612)","(56.962367729913574, 0.4209956279330021)","(22.180449161563324, 0.5256862166293963)"
JetResDown,"(8.659870855914098, 0.03149334361259768)",-,-,"(64.89590175270932, 1.9586100135248967)","(56.9932477399749, 0.4210218746718536)","(21.956416743413325, 0.5213247512367557)"
JetEnUp,"(8.764517680278807, 0.03169862088946706)",-,-,"(71.34020099257454, 2.0715224232101725)","(57.18661144764963, 0.42193205715875554)","(22.404102590223207, 0.5270408964185991)"
JetEnDown,"(8.57640666420754, 0.03133073695924739)",-,-,"(62.28329472984278, 1.9148181945310603)","(56.75612179693339, 0.42013895600903073)","(21.504219472243918, 0.4985729727216412)"
MuonEnUp,"(8.67681690283318, 0.03153206960524883)",-,-,"(65.9400602198018, 1.9846038307750253)","(56.60746125939187, 0.4199444292943408)","(21.8367299749159, 0.5212437030505089)"
MuonEnDown,"(8.663188446041191, 0.03150655519295565)",-,-,"(66.85359068144743, 1.9942177455867742)","(57.22894720211744, 0.42197531712704367)","(22.16547610798623, 0.5238730415260173)"
NonpromptUp,-,"(191.423422269244, 11.95576461222982)",-,-,-,-
NonpromptDown,-,"(48.21007069106226, 5.661053690585455)",-,-,-,-
ConversionUp,-,-,"(1.214106736566567, 0.6938436444419266)",-,-,-
ConversionDown,-,-,"(0.5525148096530179, 0.3157538605064552)",-,-,-
