syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(2.8261984130828037, 0.017406282158587805)","(3.3996154830918432, 1.1422751856567022)","(0.199963049628002, 0.199963049628002)","(2.0196192918788647, 0.24991793706084847)","(2.7549969710109394, 0.09724218070399868)","(0.7672377447437628, 0.133902276647646)"
L1PrefireUp,"(2.796676517648846, 0.017228279034166183)",-,-,"(1.9960747725993797, 0.2472398212447413)","(2.721954643231656, 0.09607924459598491)","(0.7560887608632015, 0.13111521567914738)"
L1PrefireDown,"(2.855339358366771, 0.017582776736802898)",-,-,"(2.043109900180903, 0.2525995492098132)","(2.787613569084314, 0.09840040555946773)","(0.778256255912044, 0.13657752351108307)"
PileupReweightUp,"(2.8011867260686327, 0.01721770121803185)",-,-,"(2.043005940379576, 0.25412433204769497)","(2.7568731895581657, 0.09657685592717008)","(0.7456472868603994, 0.11193134460072722)"
PileupReweightDown,"(2.847135731710265, 0.01786240910354189)",-,-,"(1.9837628955792177, 0.24998319262259705)","(2.7465873215605687, 0.09943149815484273)","(0.7940093856698296, 0.1615184100255398)"
MuonIDSFUp,"(2.864913874728094, 0.01763916909095697)",-,-,"(2.047470656826595, 0.25311399747854957)","(2.790012434808729, 0.09851566457332903)","(0.7762711949990129, 0.13473151831542562)"
MuonIDSFDown,"(2.7878233220507798, 0.017177664270737882)",-,-,"(1.9920275229729307, 0.2467777538039889)","(2.720287649972603, 0.09599159230060923)","(0.7582754203875952, 0.1330828102585186)"
DblMuTrigSFUp,"(2.82732812469484, 0.017413149074664003)",-,-,"(2.0205042836809217, 0.25001699420143036)","(2.756075032029547, 0.09727963312253703)","(0.7674695221925478, 0.13392662826896876)"
DblMuTrigSFDown,"(2.8250540501248005, 0.017399328820062402)",-,-,"(2.0187212921729145, 0.24981758599019574)","(2.7539044657990708, 0.0972042549608037)","(0.7670035161630627, 0.13387773882947537)"
JetResUp,"(2.837596743543041, 0.017439246336025626)",-,-,"(1.8168280691773313, 0.24988802659801085)","(2.7557081962674546, 0.09746134747181706)","(0.7807828629651772, 0.1339844346347613)"
JetResDown,"(2.817777750370423, 0.017378757140380906)",-,-,"(2.0596981075359664, 0.25545362955113643)","(2.7618761995265824, 0.09739768803237552)","(0.7744591544947085, 0.13395661807015163)"
JetEnUp,"(2.9059944173749463, 0.017651462072538978)",-,-,"(2.09478793507715, 0.2565657895744791)","(2.7707320854753124, 0.09772108380297402)","(0.785069333785996, 0.13403899552132484)"
JetEnDown,"(2.751786680953042, 0.01716858864760636)",-,-,"(2.0055076208284013, 0.24348286545371592)","(2.7429817387789863, 0.09696773590323293)","(0.7616868198392384, 0.13384594467784458)"
MuonEnUp,"(2.8288947989126436, 0.017417212212301237)",-,-,"(2.006025676097899, 0.25033557570242515)","(2.768710974734513, 0.0973800281768302)","(0.7613596990811644, 0.13397661966655547)"
MuonEnDown,"(2.823742075398891, 0.01740140951499496)",-,-,"(1.9927181716215514, 0.2507692458554361)","(2.7461666480219487, 0.09717138115000672)","(0.7617682378741162, 0.13385392183630648)"
NonpromptUp,-,"(6.969757245692029, 1.9570457721283614)",-,-,-,-
NonpromptDown,-,"(1.604364594712214, 1.026395806023279)",-,-,-,-
ConversionUp,-,-,"(0.27363890116343154, 0.27363890116343154)",-,-,-
ConversionDown,-,-,"(0.1262871980925724, 0.1262871980925724)",-,-,-
