syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(122.67495531735194, 0.4328205557156913)","(172.78192782395237, 9.059920683526807)","(0.7773842112273349, 1.6827561572352443)","(123.57713459314337, 3.585208447769453)","(109.21306433200154, 0.6071775903515458)","(42.86560585438739, 0.5982860799760069)"
L1PrefireUp,"(122.40073077360839, 0.43185116275593916)",-,-,"(123.29782228244505, 3.5772087889114568)","(108.95974904018415, 0.6057701111021362)","(42.768419258454266, 0.5967991886468668)"
L1PrefireDown,"(122.9398897129579, 0.4337580202075726)",-,-,"(123.852360739917, 3.5931063592172814)","(109.45957590567154, 0.6085468704438031)","(42.96045684677888, 0.5997218003026263)"
PileupReweightUp,"(121.99168042691109, 0.44415094275327416)",-,-,"(126.72285328810297, 3.8424938755378055)","(108.66426523296654, 0.6234563585875426)","(42.60672461887217, 0.6971370966255508)"
PileupReweightDown,"(123.32191387831871, 0.4373433238996138)",-,-,"(120.43142910568736, 3.501568573937921)","(109.69829761850889, 0.6132040133849833)","(43.126682299445854, 0.5580689577148887)"
MuonIDSFUp,"(125.16714405056209, 0.4413802968749597)",-,-,"(125.6434823699303, 3.6452550067156806)","(110.94235481334547, 0.6165913153751081)","(43.607975580776156, 0.6107659617198986)"
MuonIDSFDown,"(120.2125775085916, 0.4244517486246383)",-,-,"(121.53292776239027, 3.52642791099969)","(107.5010454047597, 0.5979518533495605)","(42.131361771570525, 0.5860686008017618)"
DblMuTrigSFUp,"(122.68939536878635, 0.4328709550610732)",-,-,"(123.5924137361852, 3.585655445367849)","(109.22829350671621, 0.6072620748524601)","(42.87084789969335, 0.598359393165274)"
DblMuTrigSFDown,"(122.66038728543234, 0.43276971949967935)",-,-,"(123.56170670745095, 3.5847570212085507)","(109.19768727347223, 0.6070922993326825)","(42.86031404168137, 0.5982120437228123)"
JetResUp,"(122.70022937618484, 0.43290252773233906)",-,-,"(127.05932888170713, 3.5965052297229336)","(109.18468288519686, 0.6071607647164162)","(43.237157767639765, 0.6219674903248255)"
JetResDown,"(122.45723148289065, 0.4323433679046675)",-,-,"(121.58774832438345, 3.566255136410795)","(109.17338969894196, 0.6071501316189092)","(42.77745026988178, 0.5976284361215486)"
JetEnUp,"(124.40305691512316, 0.4363368557443909)",-,-,"(134.90487239687215, 3.7611901085725545)","(109.73535290563844, 0.6093072580364597)","(43.88018446899507, 0.6018097016305299)"
JetEnDown,"(120.89771231795228, 0.42929687328151117)",-,-,"(113.09611328760927, 3.407449907455918)","(108.55386318249687, 0.6050654436028299)","(41.830705218397725, 0.5964499053754235)"
MuonEnUp,"(122.70906080899722, 0.4328488521768794)",-,-,"(123.43106890624253, 3.585276354207871)","(109.06283083285975, 0.6067488470399329)","(42.85245705351186, 0.5980736030445432)"
MuonEnDown,"(122.59292713817247, 0.4326577416692724)",-,-,"(123.63954551219786, 3.583797585336273)","(109.31518417115394, 0.6075170546791169)","(42.86570522243201, 0.5984173852302507)"
ElectronEnUp,"(122.67497438074903, 0.4328206138561647)",-,-,"(123.57713459314337, 3.585208447769453)","(109.21340118317451, 0.60717411288541)","(42.8644074681685, 0.598284879771775)"
ElectronEnDown,"(122.67757038473312, 0.43282450682678136)",-,-,"(123.57713459314337, 3.585208447769453)","(109.2198616472687, 0.6071883128288935)","(42.86560585438739, 0.5982860799760069)"
ElectronResUp,"(122.67624081581386, 0.4328224647084939)",-,-,"(123.57713459314337, 3.585208447769453)","(109.21455700618203, 0.6071794251301)","(42.86560585438739, 0.5982860799760069)"
ElectronResDown,"(122.67495531735194, 0.4328205557156913)",-,-,"(123.57713459314337, 3.585208447769453)","(109.21306433200154, 0.6071775903515458)","(42.86560585438739, 0.5982860799760069)"
NonpromptUp,-,"(317.63540550239014, 15.325833173450636)",-,-,-,-
NonpromptDown,-,"(94.99760125661682, 8.631322262184863)",-,-,-,-
ConversionUp,-,-,"(0.48767489096862005, 2.9515233318826817)",-,-,-
ConversionDown,-,-,"(1.0670935314860504, 0.5111273644644903)",-,-,-
