syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(11.218861326389796, 0.0427572490431564)","(38.46516635070751, 4.2666674591673495)","(9.436573287334205, 4.736268092324993)","(6.561099752965381, 0.7096616052265582)","(7.245602940216887, 0.14299226867010753)","(3.0328572310307385, 0.3484175742947102)"
L1PrefireUp,"(11.19371484284035, 0.042661465406109864)",-,-,"(6.546596510613985, 0.7080812172005013)","(7.22921481753542, 0.1426677210738194)","(3.0259036199355585, 0.3475651490585536)"
L1PrefireDown,"(11.243147473367385, 0.04284980534216613)",-,-,"(6.57536383485279, 0.7112243313322956)","(7.261422547606079, 0.14330634935513473)","(3.039620259565563, 0.3491915533883287)"
PileupReweightUp,"(11.163815180536167, 0.043877234464409824)",-,-,"(6.526359708493041, 0.7509182968140999)","(7.183245661190316, 0.1464646966838343)","(2.9527516109367555, 0.31873727128901364)"
PileupReweightDown,"(11.271871821558063, 0.0432008960547438)",-,-,"(6.56702967310381, 0.6994303109337131)","(7.292800073692354, 0.14447205304966168)","(3.1011562604955727, 0.3815708406258712)"
MuonIDSFUp,"(11.451688351051157, 0.043646364547142984)",-,-,"(6.716954836995832, 0.7245211443134406)","(7.3958273200525655, 0.14596353363225836)","(3.1062810500801987, 0.3601102622646204)"
MuonIDSFDown,"(10.988695057961252, 0.041886718197895204)",-,-,"(6.407310554664458, 0.6950618127149171)","(7.097101870474534, 0.14008149547413556)","(2.9603644399043794, 0.33693587847620415)"
DblMuTrigSFUp,"(11.220225189745761, 0.04276243161761317)",-,-,"(6.561903098382178, 0.7097468824621269)","(7.246566195430788, 0.14301084314237428)","(3.0332412983953274, 0.3484673461998504)"
DblMuTrigSFDown,"(11.217485266838018, 0.042752020876216344)",-,-,"(6.560288688662462, 0.7095755405914044)","(7.244630778352414, 0.1429735254302841)","(3.032469274263431, 0.34836720121765274)"
JetResUp,"(11.224988424984629, 0.042765531565342234)",-,-,"(6.6767564339831855, 0.7224026795199888)","(7.2576761355272374, 0.14305598288841298)","(3.0448500971749586, 0.34852066174670854)"
JetResDown,"(11.212406017177724, 0.042741919312757636)",-,-,"(6.337487220645053, 0.7117656026861282)","(7.250290782751092, 0.14302652725111392)","(3.002718226601326, 0.34840396863890444)"
JetEnUp,"(11.350747333011356, 0.04303117302876579)",-,-,"(7.274063543094973, 0.7433613293972515)","(7.289120657806933, 0.14356427225757257)","(3.067837805378543, 0.348708677396787)"
JetEnDown,"(11.08601648250222, 0.04248466358566919)",-,-,"(6.382182938004964, 0.6761256746376281)","(7.182780322885458, 0.14234525925571118)","(2.964335716572008, 0.34784063674838367)"
MuonEnUp,"(11.225347496173947, 0.04275919990344984)",-,-,"(6.5149911791994, 0.708654284186426)","(7.249632016642371, 0.1430322035859407)","(3.0331392740692578, 0.3483937722670989)"
MuonEnDown,"(11.204967740357889, 0.042735070119265105)",-,-,"(6.508583749494694, 0.7150584504465101)","(7.256099727008017, 0.14301539903878974)","(3.017989452631263, 0.3483995357557014)"
NonpromptUp,-,"(69.22346577748667, 7.175605336837409)",-,-,-,-
NonpromptDown,-,"(22.14184158034555, 4.084848670073389)",-,-,-,-
ConversionUp,-,-,"(17.08280737154318, 8.660013088895075)",-,-,-
ConversionDown,-,-,"(1.790339203125229, 0.8314738539358736)",-,-,-
