syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(50.1781433097388, 0.1323943954774109)","(131.64431640690907, 8.187077479838257)","(1.4655590620309775, 0.3938175914161625)","(75.64174526445376, 2.0933141211360176)","(66.41476812424386, 0.4542173987012818)","(25.883014166853158, 0.606799711092097)"
L1PrefireUp,"(49.9219012332282, 0.13181135004488737)",-,-,"(75.26846509574497, 2.0849982057750385)","(65.92479913420352, 0.451433618755535)","(25.588905060920997, 0.6025944691855232)"
L1PrefireDown,"(50.4296045148666, 0.13298193940757502)",-,-,"(76.0087356691326, 2.1016297111459825)","(66.8999265400822, 0.4570726072302465)","(26.177269703674057, 0.6110514262470214)"
PileupReweightUp,"(49.78876358039227, 0.1361072394733961)",-,-,"(75.71876894528744, 2.1883625274687346)","(65.9469349555702, 0.47099133548409494)","(25.573316477643445, 0.6095524702448778)"
PileupReweightDown,"(50.51605110123796, 0.13406037608778237)",-,-,"(75.50310720341136, 2.086818688880184)","(66.90714730760344, 0.45958868204072756)","(26.202639236935415, 0.6039916858867984)"
MuonIDSFUp,"(50.56447375271804, 0.13340286755170414)",-,-,"(76.33883491995844, 2.111537848830887)","(66.9972822584069, 0.4581549988374044)","(26.105077237642288, 0.6115997451479698)"
MuonIDSFDown,"(49.794292257156386, 0.1313960580322664)",-,-,"(74.95036866380836, 2.075341971537679)","(65.83655502170815, 0.45032988738394275)","(25.66249781863258, 0.602045369524059)"
DblMuTrigSFUp,"(50.21444315066465, 0.13248834672096166)",-,-,"(75.7058882806332, 2.094978304250141)","(66.4733963219315, 0.4546170345819094)","(25.90356396844483, 0.6072260804817)"
DblMuTrigSFDown,"(50.14163587920251, 0.13229995515973866)",-,-,"(75.57712947259803, 2.0916389976554015)","(66.35577627216617, 0.4538154212582739)","(25.86232596379773, 0.6063711554747125)"
JetResUp,"(50.29401140123365, 0.13253943289050824)",-,-,"(76.65663007305116, 2.1277011893742848)","(66.40040545120948, 0.45411869504538793)","(25.83882752183584, 0.5836398681354921)"
JetResDown,"(50.11434307930052, 0.13233052402424483)",-,-,"(73.74969249207403, 2.0679722229338613)","(66.43339115436171, 0.4542066886768207)","(25.73830992589629, 0.5839823090251568)"
JetEnUp,"(50.73004300081811, 0.13315156216276386)",-,-,"(78.85660790796231, 2.168151219657754)","(66.74652751374256, 0.4553634035361454)","(26.356729255974226, 0.6082586121098336)"
JetEnDown,"(49.59669398627163, 0.13160654621738954)",-,-,"(69.96524199486971, 2.014326737411546)","(66.16209560391349, 0.4532798711128881)","(25.46235431523455, 0.6029109263048772)"
MuonEnUp,"(50.214272668841154, 0.1324440794576903)",-,-,"(76.50675704212401, 2.1174501321296058)","(67.79214844232618, 0.4590920512628519)","(26.414359262334017, 0.6086128250429285)"
MuonEnDown,"(50.127866365812125, 0.13234843178621813)",-,-,"(72.61297864975154, 2.067152477488072)","(65.19883467112246, 0.4494531404143967)","(25.307136607157425, 0.602295214280458)"
NonpromptUp,-,"(155.54222796223792, 9.694260632178466)",-,-,-,-
NonpromptDown,-,"(109.84809767078944, 6.878250401607648)",-,-,-,-
ConversionUp,-,-,"(1.6023851155400937, 0.43058479393426907)",-,-,-
ConversionDown,-,-,"(1.3287330085218614, 0.3570503888980561)",-,-,-
