0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(32, 'Adam', 0.0001, 'CyclicLR')","(64, 'Adadelta', 0.01, 'StepLR')","(64, 'RMSprop', 0.001, 'StepLR')","(128, 'Adam', 0.0001, 'StepLR')","(64, 'Adam', 0.001, 'CyclicLR')","(64, 'Adadelta', 0.0005, 'CyclicLR')","(128, 'Adam', 0.0001, 'CyclicLR')","(64, 'Adam', 0.002, 'CyclicLR')","(128, 'RMSprop', 0.0001, 'CyclicLR')","(64, 'RMSprop', 0.0001, 'CyclicLR')","(128, 'RMSprop', 0.001, 'StepLR')","(64, 'RMSprop', 0.0005, 'StepLR')"
fitness,0.00022380122063399998,0.00022857043359959998,0.00020854286831749997,0.0002159779332577,0.00021018319878549999,0.00024579790695780006,0.00021148251617939998,0.00021068665810999998,0.00020980546020309997,0.0002095906299849,0.0002071641610845,0.00020709071734120003
