0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(128, 'AdamW', 0.01, 'StepLR')","(128, 'Adam', 0.001, 'StepLR')","(128, 'Adadelta', 0.001, 'StepLR')","(128, 'RMSprop', 0.0001, 'StepLR')","(128, 'RMSprop', 0.002, 'CyclicLR')","(64, 'AdamW', 0.0001, 'StepLR')","(64, 'Adam', 0.001, 'CyclicLR')","(128, 'RMSprop', 0.0001, 'CyclicLR')","(64, 'RMSprop', 0.0001, 'CyclicLR')","(64, 'RMSprop', 0.001, 'StepLR')","(128, 'RMSprop', 0.001, 'StepLR')","(64, 'RMSprop', 0.0005, 'StepLR')"
fitness,0.00020876323786509998,0.00020944281206249999,0.00023956696848769998,0.00020812912125670003,0.0002075059491964,0.00021908616895460002,0.00021018319878549999,0.00020980546020309997,0.0002095906299849,0.00020854286831749997,0.0002071641610845,0.00020709071734120003
