#parameters,chi2
-0.05721563092495646,0.01253619448836858,58.55959945942368
-0.014842506800501823,0.009474670293663456,2.9998726296491265e-05,3.3643001958517194
-0.03065376214117639,0.01088801073356485,2.966229277609849e-06,1.333531947537367e-07,2.078144380407169
