,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,306.4086985660623,3.530967130013709,300.70500912719666,304.3004466254896,308.1747211989145,306.85001696678177,305.96738016534295,306.63087587559664,306.83914810033275,309.3737586652917,303.1563340752707,306.4086985660623,306.4086985660623,306.4086985660623,306.4086985660623,306.1621289699832,306.7872855518675,257.35127507855356,342.1644351028894,182.50478976505835
ptCorr_10to15_abseta_0p9to1p6,207.26528269854327,2.899012202179167,202.37949012283482,205.96932948014373,208.4475375025783,207.53716453170773,206.9934008653788,207.44433282690923,207.71158433588286,210.26831161858814,205.04609448166195,207.26528269854327,207.26528269854327,207.2270228834934,207.26528269854327,207.27735186551314,207.46173852974394,174.33972583977928,233.71733908381606,127.10344563166521
ptCorr_10to15_abseta_1p6to2p4,187.2196568283921,2.7434596281907084,180.77725052942665,185.75706960669393,188.63003187658026,187.51470904734424,186.92460460943994,187.0886550168013,187.33331973137294,188.867376610058,185.22031613363697,187.2196568283921,187.2196568283921,187.2196568283921,187.2196568283921,186.79732314559772,187.48394772606906,158.8144197166005,209.98283945742187,117.87673457189277
ptCorr_15to20_abseta_0p0to0p9,268.5504392439143,3.2986177177771028,264.19254252279234,266.75420405155114,270.2996428373419,268.9372306467506,268.16364784107805,268.3259051537093,268.5485272020601,271.46236465452284,265.6528642659815,268.5504392439143,268.5504392439143,268.5504392439143,268.5504392439143,268.6808978667293,268.46223175470107,221.3264184299771,305.1092855362714,178.3193319517647
ptCorr_15to20_abseta_0p9to1p6,175.99910821600696,2.674655118231976,172.424834695169,175.00178668145335,176.96793222070386,176.22993349661357,175.76828293540035,176.09158639891135,176.1176494906103,178.06202487152228,174.37142335312143,175.99910821600696,175.99910821600696,175.99910821600696,175.99910821600696,175.66376949652414,176.16007130299397,147.61193204807617,201.25052047908812,117.8435012550997
ptCorr_15to20_abseta_1p6to2p4,149.24592646120655,2.4721466325600456,144.95792043890054,148.11342902789548,150.36202591389596,149.48048739962758,149.01136552278552,149.1411736336091,149.4007607416275,150.67807456574363,147.71571146851346,149.24592646120655,149.24592646120655,149.24592646120655,149.24592646120655,148.7833411597004,149.36892158370395,124.9235843340186,168.59795066625696,99.2567622305555
ptCorr_20to30_abseta_0p0to0p9,550.4541615354368,4.717763477364945,541.9734476084386,546.6265161537322,554.2126629412807,551.2469769854388,549.6613460854348,550.2818122177302,550.4267449878894,556.7459396501944,543.0015212978961,550.4541615354368,550.4541615354368,550.4162040748106,550.4541615354368,549.8208350957951,551.2871837383061,455.56344649448687,625.0137810291076,388.3499331783944
ptCorr_20to30_abseta_0p9to1p6,342.65184556538736,3.7409222351726914,338.58932187882147,340.66909442805473,344.593952642411,343.100410688138,342.20328044263687,341.9817305752066,342.82622571699727,347.15104397959635,338.49013505890014,342.65184556538736,342.65184556538736,342.65184556538736,342.65184556538736,342.2002436568386,343.0416487406273,285.15190103989664,393.12713213458494,239.7160792714565
ptCorr_20to30_abseta_1p6to2p4,257.3815791056571,3.2136983683728673,251.00215110330515,255.3812493033008,259.35172265365554,257.7856496818357,256.9775085294785,257.11664049145435,257.54942904228625,261.04963206214103,254.29214723446523,257.3815791056571,257.3815791056571,257.3815791056571,257.3815791056571,257.4591516956839,257.6551729651108,213.76781710536244,297.29462498476084,179.7928284363942
ptCorr_30to50_abseta_0p0to0p9,1039.6967162457536,6.479003518369388,1032.1348036126476,1032.5344360354532,1046.7409148454967,1041.1941844775433,1038.1992480139634,1038.8953643859538,1040.904243169483,1049.7330661888311,1028.7970663296892,1039.6967162457536,1039.6967162457536,1039.6967162457536,1039.6967162457536,1038.5134820216456,1040.1680401585638,863.0506779640203,1161.7415935233912,744.1198365071074
ptCorr_30to50_abseta_0p9to1p6,645.3998093971541,5.1408195923469675,636.3219263910157,641.8460348301331,648.8727088931588,646.245374103486,644.5542446908222,645.1323518271344,645.1198114557487,651.994710955716,638.2008177814101,645.3998093971541,645.3998093971541,645.3998093971541,645.3998093971541,644.7674223092781,645.657688522759,534.5885277926857,728.1379700132164,458.27364734654225
ptCorr_30to50_abseta_1p6to2p4,437.2272033304226,4.211665412524084,430.76531856697244,433.73016407144684,440.6798228879853,437.9104714564365,436.54393520440857,436.55632027208117,437.6701141517637,442.7116932967251,431.2856123420745,437.2272033304226,437.2272033304226,437.2272033304226,437.2272033304226,436.9795734669685,437.63424189026296,356.4882305172056,506.0033307765468,299.0122431307557
ptCorr_50to100_abseta_0p0to0p9,986.6217306012403,6.358237887336309,1066.0713167057957,1068.7035832494241,1084.9607105034552,1078.4430003976456,1075.3409198117831,1077.010804634585,1077.573565470397,1086.144445630738,1067.3537822322705,1076.8919601047144,1076.8919601047144,1076.8919601047144,1076.9308367227986,1078.1154675099774,1076.3216839093648,919.769200699107,1176.7463080697923,755.4737167901683
ptCorr_50to100_abseta_0p9to1p6,607.341253127308,4.994653893149406,651.5443295620909,653.3063959107834,661.770973317037,658.439172848263,656.7205745142064,657.0893350276839,658.0985580852694,664.3898263640037,652.01688766122,657.5798736812351,657.5798736812351,657.5798736812351,657.5798736812351,657.9959534338898,657.434955587067,558.4642614103755,721.8810552909474,452.49803448013085
ptCorr_50to100_abseta_1p6to2p4,359.14904124006625,3.816733707353139,376.15219298476086,379.6294156283403,386.62727969905586,383.73909571330745,382.5456241481993,382.25209766428645,383.3601587647122,386.9107468548934,378.8489825291421,383.1423599307537,383.1423599307537,383.1423599307537,383.1423599307537,383.4011040051802,382.6158477386865,318.0287824974751,430.0959040966042,251.26331435642774
