,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,66.29462402762518,2.445543177454896,65.26583177586781,65.92936224769937,66.58011729806293,66.39010773154443,66.19914032370593,66.385477589055,66.65651722433407,67.1934693907099,66.12842134097026,66.29462402762518,66.29462402762518,66.29462402762518,66.29462402762518,66.29462402762518,66.47281144256536,57.04066974612477,74.26604514780547,41.26420292287768
ptCorr_10to15_abseta_0p9to1p6,41.9683346065805,1.9434152111526664,40.522058146652306,41.81730747710492,42.09715107621974,42.02399771465943,41.91267149850157,41.97940881477268,41.917153853537364,42.3345029412431,41.60522264536982,41.9683346065805,41.9683346065805,41.9683346065805,41.9683346065805,41.9683346065805,41.9683346065805,36.346214755146,45.60002806364998,26.93860592130428
ptCorr_10to15_abseta_1p6to2p4,38.32080774115256,1.856403101105866,37.18915190725842,38.1255910004284,38.50411507944799,38.381113103212876,38.26050237909222,38.23400122235694,38.413559893608316,38.772333881236705,37.95646812597573,38.32080774115256,38.32080774115256,38.32080774115256,38.32080774115256,38.24755226611536,38.41191913786303,33.12106564981107,42.07297928925232,25.019979901178434
ptCorr_15to20_abseta_0p0to0p9,71.49116777932682,2.5340991045118813,71.01677779826201,71.13174830836972,71.8355104589958,71.59413603048152,71.38819952817211,71.3316282607049,71.40671111468365,72.39749392438443,70.69618680921276,71.49116777932682,71.49116777932682,71.49116777932682,71.49116777932682,71.3082791855126,71.40374400278952,60.08042453984147,78.44048961233369,45.780928395039005
ptCorr_15to20_abseta_0p9to1p6,48.849640122161446,2.0904028709280023,47.911930843550095,48.64187202891991,49.04962175994936,48.9137972412248,48.78548300309809,48.76037652029261,48.936725826696545,49.11859288776419,48.30763481003346,48.849640122161446,48.849640122161446,48.849640122161446,48.849640122161446,48.849640122161446,49.03102815209793,42.46947561442972,53.0404204471152,32.40698210657898
ptCorr_15to20_abseta_1p6to2p4,35.917059297713685,1.792471576144763,33.90725830170639,35.72556211589674,36.10111587652564,35.9734391977354,35.86067939769197,35.73952154516255,36.009210096412275,36.19658564614292,35.649138688803774,35.917059297713685,35.917059297713685,35.917059297713685,35.917059297713685,35.80817038682557,36.00396446798182,30.859612050458573,38.657210079780455,24.2132098367112
ptCorr_20to30_abseta_0p0to0p9,175.31329239088114,3.9454153678599373,174.3051217119703,174.27959366284767,176.3258919272098,175.56579495423807,175.06078982752416,174.65748617257296,175.22160904798983,176.35392113626216,173.28529298192527,175.31329239088114,175.31329239088114,175.31329239088114,175.31329239088114,175.12558229959484,175.84537441745564,151.4677254017889,190.502113608162,112.88994262087262
ptCorr_20to30_abseta_0p9to1p6,105.0505260136531,3.0633863187015473,104.34901043050908,104.6215028353377,105.46396407428217,105.18813164214087,104.91292038516534,105.13226515232222,105.13346578481257,105.76739974539198,104.15109007617656,105.0505260136531,105.0505260136531,105.0505260136531,105.0505260136531,104.86876101597116,105.05338523660718,93.10659447671904,113.70559685742057,68.91962934831406
ptCorr_20to30_abseta_1p6to2p4,77.9498405155093,2.63655566636488,77.27044061719843,77.43818722920832,78.45307859568244,78.07178404210136,77.82789698891723,77.77281937580709,77.76653566783918,78.84347736042508,76.91236492500981,77.9498405155093,77.9498405155093,77.9498405155093,77.9498405155093,78.04273892868434,78.1371538575211,68.6147847706434,86.79861779093919,49.77648045215335
ptCorr_30to50_abseta_0p0to0p9,368.4388327878324,5.725889965137668,367.1601076727318,366.32504610135953,370.49767243175785,368.9694927763047,367.9081727993603,368.51279248835465,368.34770372455506,370.203837522857,365.3967916565681,368.4388327878324,368.4388327878324,368.4388327878324,368.4388327878324,367.7478444028769,368.5348926271841,328.2114930446429,390.6295363213535,231.9665010962634
