,Central,Stat,PromptNormUp,PromptNormDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,0.3893918271301725,0.015856593871147562,0.38927934464774283,0.38950424545259277,0.3719416875893333,0.39583981492622106,0.39221187497250176
ptCorr_10to15_abseta_0p9to1p6,0.4110589063790791,0.019775446553590308,0.4109558635202787,0.41116189125229435,0.38587042658290915,0.41737418417213995,0.4635020977518774
ptCorr_10to15_abseta_1p6to2p4,0.4469381294233712,0.023180743054519344,0.4468369058405575,0.4470392908518745,0.44706982469140855,0.458846104381061,0.483757257890127
ptCorr_15to20_abseta_0p0to0p9,0.18330902414145997,0.012700297644229624,0.18302649541462923,0.18359129689642303,0.17587844621994303,0.19061245523323792,0.213545615668167
ptCorr_15to20_abseta_0p9to1p6,0.1841055693712441,0.016082541791082584,0.18381704434798013,0.18439382467623483,0.19388737220470129,0.21737018416610113,0.19968806332971675
ptCorr_15to20_abseta_1p6to2p4,0.2694842126790579,0.022005493617061212,0.2692201806457503,0.26974797928392297,0.24775330967552076,0.2767423318043533,0.28583245465440565
ptCorr_20to30_abseta_0p0to0p9,0.12763307397373275,0.011813210448906665,0.1268180403264808,0.12844631304352325,0.11365182236448311,0.14108782926358504,0.13387705154263663
ptCorr_20to30_abseta_0p9to1p6,0.14078306996872214,0.016174864586753886,0.13992441632517585,0.14163964809014976,0.14932772326552804,0.15913872365051052,0.09511345780110911
ptCorr_20to30_abseta_1p6to2p4,0.17749481677886209,0.019818065296614642,0.17668249835048402,0.17830518604750165,0.17716390966914977,0.19953629443853865,0.2432058248087403
ptCorr_30to50_abseta_0p0to0p9,0.07430635265774924,0.003989793637901621,0.0702413932479076,0.07833325812925504,0.06838176555748562,0.07482454846827535,0.06814312915214836
ptCorr_30to50_abseta_0p9to1p6,0.10911716801291708,0.005811106478538024,0.10478006587346077,0.11340881117698672,0.10021454200746563,0.11245448906381912,0.10688996513081754
ptCorr_30to50_abseta_1p6to2p4,0.1421027192817598,0.0075360890133318184,0.13739056039012085,0.14675849867938118,0.13004318878434612,0.1534545357283472,0.14330708901734318
ptCorr_50to100_abseta_0p0to0p9,0.09739448140969163,0.015929327141069753,0.07743053216871129,0.11647631920093093,0.09003916518368378,0.09729093018127868,0.06915139030952377
ptCorr_50to100_abseta_0p9to1p6,0.14799524417359194,0.02270200802570956,0.12661321812462648,0.16830423924377258,0.1453969997106028,0.15513579391172605,0.08027444232265918
ptCorr_50to100_abseta_1p6to2p4,0.16693427189213697,0.030002312224334797,0.1414561317073189,0.19084495459352452,0.17877924708569062,0.18198709458403947,0.1390076009465656
