,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,22776.148095286768,295.61711205609316,22561.195447525795,22704.719568670018,22823.97534622057,22808.952429168283,22743.34376140526,23105.50233155494,22425.65350325855,24047.96449837259,21469.25250196176,22776.148095286768,22776.148095286768,22776.148095286768,22776.008506721446,22750.20260595653,22794.62896189562,10847.673895312064,49617.538207382066,1482.1006176593
ptCorr_10to15_abseta_0p9to1p6,13902.329571301318,229.17461856703585,13822.429421940402,13857.454076447058,13940.580430813132,13920.452983446929,13884.206159155703,14089.669126513927,13665.64026833127,14622.312235091254,13127.346433920451,13902.329571301318,13902.329571301318,13902.329571301318,13902.329571301318,13871.678239219304,13931.10940483478,6323.264284824104,30069.3862953515,813.0744717918279
ptCorr_10to15_abseta_1p6to2p4,10181.313379826272,202.93584316180073,9863.96402697474,10123.273866001397,10237.002844113573,10197.351665032365,10165.275094620178,10349.210300620853,10083.795071213408,10814.23381147386,9659.725416500944,10181.313379826272,10181.313379826272,10181.313379826272,10181.313379826272,10168.65005836954,10207.878399822632,4905.501435194495,22888.80400359427,512.8223017258505
ptCorr_15to20_abseta_0p0to0p9,23268.27141484135,291.9622484317705,22954.446702473175,23195.51063292582,23338.33068886797,23301.784550651002,23234.758279031696,23674.50446642899,22893.485658051133,24762.09007082366,21932.400624479138,23268.27141484135,23268.27141484135,23268.27141484135,23268.27141484135,23277.566247348655,23257.112691831695,10427.127414533536,50993.93119855704,1253.4699999698587
ptCorr_15to20_abseta_0p9to1p6,13692.889073244478,226.05849579175623,13617.54255898108,13652.586264191716,13732.185700855289,13710.810179788952,13674.967966700004,13886.834938693737,13459.256272612402,14512.771771426582,12874.526242513064,13692.889073244478,13692.889073244478,13692.889073244478,13694.89161432105,13705.391166027288,13707.068415839603,6123.91153324899,30059.50751418471,785.6099350862166
ptCorr_15to20_abseta_1p6to2p4,10522.631314394877,197.32111615601812,10376.285855691145,10465.486719511062,10579.013489752977,10539.18959805011,10506.07303073965,10699.670138237081,10332.441627849976,11275.966302165161,9868.794243980046,10522.631314394877,10522.631314394877,10522.631314394877,10522.631314394877,10510.217807881205,10529.875474503398,4771.125054641859,23528.642499686255,517.1978275680109
ptCorr_20to30_abseta_0p0to0p9,44505.52748093318,391.1041173823143,44361.8319525198,44315.58252649774,44693.17539237885,44569.62849471958,44441.426467146775,45220.69670986392,43748.439767597454,47124.35341707629,41896.21347043916,44505.52748093318,44505.52748093318,44505.52748093318,44505.52748093318,44453.49321301461,44562.40718227781,18890.601474708776,90627.1423051859,2396.952236108426
ptCorr_20to30_abseta_0p9to1p6,26577.327859826848,307.809109575352,26215.696394138606,26493.621635953823,26658.99755778254,26612.218332075157,26542.437387578528,26980.716874133537,26210.920882620776,27943.125523023304,25086.664650641902,26577.327859826848,26577.327859826848,26577.327859826848,26579.38351971917,26529.542945623878,26579.293857323857,11761.645738053647,52632.98234157155,1219.5874510984509
ptCorr_20to30_abseta_1p6to2p4,20030.118328066663,272.89807067107614,19627.572573802696,19913.874586644888,20144.55408598641,20061.60843503548,19998.62822109784,20341.893564015518,19673.618478966346,21207.493164536434,18783.175321220682,20030.118328066663,20030.118328066663,20030.118328066663,20030.118328066663,20009.9063809005,20055.018907480753,8743.843269791167,41546.43517710281,794.2348342064365
ptCorr_30to50_abseta_0p0to0p9,71073.84294491782,481.463678808976,70410.96753253815,70738.22809422699,71402.31614191347,71176.21012590265,70971.475763933,71666.79697308922,70583.44916909108,73509.7620234071,68765.30056354926,71073.84294491782,71073.84294491782,71073.84294491782,71073.84294491782,71048.80953513934,71054.95177240821,35854.43195746849,99416.55524835677,2657.2194416814955
ptCorr_30to50_abseta_0p9to1p6,53481.37264020805,420.97011720802544,53346.4341891817,53283.57828258254,53671.94416920378,53551.86114379153,53410.88413662459,53702.28643709678,53208.10006872818,55007.227457675785,52055.65017853746,53481.37264020805,53481.37264020805,53481.37264020805,53481.37264020805,53439.05694091403,53505.469152327496,31053.28762631657,73209.99949247371,1745.526969712678
ptCorr_30to50_abseta_1p6to2p4,45613.730669707846,394.2553906931053,45951.97002935538,45331.017955295174,45891.26847889196,45685.833993309425,45541.62734610627,45915.158823525046,45345.34103531519,47017.38450897852,44310.65719810274,45613.730669707846,45613.730669707846,45613.730669707846,45615.40456270009,45560.92909389995,45693.8679738199,28558.739395386296,64592.812276613244,1442.760451909762
ptCorr_50to100_abseta_0p0to0p9,24287.86428353349,320.6092710637878,26537.21982844264,26976.41667459924,27246.337845460002,27153.34852318589,27075.24344460136,27151.383277819914,27091.3138884054,27435.000238384935,26701.049888099646,27114.29598389363,27114.29598389363,27114.29598389363,27114.29598389363,27167.400798569575,27083.172031606016,21466.302764840762,30673.375906143818,1484.852020718137
ptCorr_50to100_abseta_0p9to1p6,21094.291507725706,306.40240010504465,23099.632428430552,23325.524248413614,23495.53027247936,23443.867865759574,23381.667649095783,23448.910577664017,23344.658511392307,23746.816880290728,23107.903728895642,23412.76775742767,23412.76775742767,23412.76775742767,23412.76775742767,23468.35692803875,23386.049870925122,18578.350419582115,26940.596568840916,1019.3024216937581
ptCorr_50to100_abseta_1p6to2p4,21186.415150827626,308.69754649847283,23699.305437945237,23496.967617925482,23814.95874874144,23695.281323526735,23620.397294143444,23741.12018037939,23620.47984505225,23989.715782060695,23298.658016930276,23657.839308835086,23657.839308835086,23657.839308835086,23657.839308835086,23681.153283258212,23594.963689462948,18501.624230591242,27220.23242846283,1056.4783511243675
