syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(79.40082892774046, 0.3070217747254426)","(20.43018731405296, 2.7835642407546795)","(0.11244453217559536, 0.11244453217559536)","(8.163956385353252, 0.6661267722602223)","(10.308378279257678, 0.1766712459376598)","(3.080025559882246, 0.35929215023547784)"
L1PrefireUp,"(79.00712891201306, 0.3057007590111839)",-,-,"(8.111903843485006, 0.6630900429092033)","(10.241357348810604, 0.17563761604899786)","(3.0472756276597157, 0.3571598904124964)"
L1PrefireDown,"(79.78790150094345, 0.308353834017659)",-,-,"(8.215881718436286, 0.6691949284548293)","(10.374671203489548, 0.17772968496959018)","(3.1129016787200303, 0.36140962217940004)"
PileupReweightUp,"(78.87954116105558, 0.31606159930432337)",-,-,"(8.310886983280183, 0.6996760641848639)","(10.253294895769775, 0.18120804629466383)","(3.080035966013607, 0.35401215016500154)"
PileupReweightDown,"(79.78047731019434, 0.31027157714851067)",-,-,"(7.98235433377413, 0.6632667973004486)","(10.334262501189171, 0.17878145516096372)","(3.1121252383580322, 0.3822672955084285)"
MuonIDSFUp,"(80.49066009657776, 0.3111168926135625)",-,-,"(8.266380439254448, 0.674848514589683)","(10.455657801776752, 0.1791670570192404)","(3.126190469538103, 0.36405830527412075)"
MuonIDSFDown,"(78.3206312893302, 0.3030068276423158)",-,-,"(8.062271767860793, 0.657578282216193)","(10.162532898929497, 0.1742267432367206)","(3.0343773720600855, 0.35462591807084787)"
DblMuTrigSFUp,"(79.41439612842827, 0.3070732203041398)",-,-,"(8.165248340389558, 0.6662343401543743)","(10.310281828454876, 0.1767038653362153)","(3.0805127643627603, 0.3593367019171179)"
DblMuTrigSFDown,"(79.38713338687232, 0.30696985384461517)",-,-,"(8.162651614038204, 0.6660181437805371)","(10.306456332723938, 0.1766383114153536)","(3.079533775001453, 0.35924728736525885)"
JetResUp,"(79.58553638248961, 0.30741555313026075)",-,-,"(8.266339226196592, 0.6795512925570915)","(10.323147950751794, 0.17651974811763854)","(3.1278373978212564, 0.3593170351145444)"
JetResDown,"(79.17197403495264, 0.3065465539410559)",-,-,"(8.302262397968654, 0.6705410876747567)","(10.298715767741937, 0.17658851831576514)","(3.1428720122879166, 0.3570725777563146)"
JetEnUp,"(80.77817366441029, 0.3097039846612704)",-,-,"(8.448460187254712, 0.6909171588475256)","(10.37673351324178, 0.17713015040407115)","(3.129612441796669, 0.3588529821850504)"
JetEnDown,"(77.99080676921074, 0.3042515000713532)",-,-,"(7.871475083085918, 0.6537601841584834)","(10.26833182830988, 0.1762407874994949)","(3.0871141518929575, 0.3563841855786343)"
MuonEnUp,"(79.42784836600003, 0.30705107652600033)",-,-,"(8.175107920899386, 0.6680451720123053)","(10.331574365890777, 0.17674004042195327)","(3.0988960730854207, 0.3593018940477021)"
MuonEnDown,"(79.36257526614816, 0.3069632420676892)",-,-,"(8.195027873637269, 0.6653566492082832)","(10.323992367505124, 0.176543420275135)","(3.1195841433088347, 0.3558825938586931)"
ElectronEnUp,"(79.40082892774046, 0.3070217747254426)",-,-,"(8.163956385353252, 0.6661267722602223)","(10.308378279257678, 0.1766712459376598)","(3.080025559882246, 0.35929215023547784)"
ElectronEnDown,"(79.40082892774046, 0.3070217747254426)",-,-,"(8.163956385353252, 0.6661267722602223)","(10.308378279257678, 0.1766712459376598)","(3.0811434634533974, 0.35929388935692685)"
ElectronResUp,"(79.40082892774046, 0.3070217747254426)",-,-,"(8.163956385353252, 0.6661267722602223)","(10.308378279257678, 0.1766712459376598)","(3.080025559882246, 0.35929215023547784)"
ElectronResDown,"(79.40082892774046, 0.3070217747254426)",-,-,"(8.163956385353252, 0.6661267722602223)","(10.308378279257678, 0.1766712459376598)","(3.080025559882246, 0.35929215023547784)"
NonpromptUp,-,"(45.86293910885168, 5.440208222783613)",-,-,-,-
NonpromptDown,-,"(7.051035468495651, 2.298396491735809)",-,-,-,-
ConversionUp,-,-,"(0.1545545103269079, 0.1545545103269079)",-,-,-
ConversionDown,-,-,"(0.07033455402428282, 0.07033455402428282)",-,-,-
