#parameters,chi2
-0.056083084007001766,0.012518133129516376,46.050653111678905
-0.015173996867449508,0.009518211662511348,2.9211344558189003e-05,2.809191125433301
-0.029789837565725577,0.010835942067406786,3.715651925136339e-06,1.2764930714796674e-07,2.0870940301564054
