syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(83.03966095771926, 0.29751360348214584)","(130.0584184305719, 8.01855803099917)","(1.168335124186099, 0.6295749775478483)","(84.07807355602533, 2.291368608059271)","(72.52005594650424, 0.4851731222212346)","(27.725301435915497, 0.645051199233478)"
L1PrefireUp,"(82.5911769559479, 0.29614677910134385)",-,-,"(83.64875388914297, 2.281998227662647)","(72.0072021331844, 0.4822145363988748)","(27.39976768394923, 0.6409323044953182)"
L1PrefireDown,"(83.47956785993316, 0.29889346574593867)",-,-,"(84.50157128504479, 2.300782487301778)","(73.02719033654625, 0.4882085518543325)","(28.05253204503017, 0.6491636024483209)"
PileupReweightUp,"(82.40074153263589, 0.30629400434524107)",-,-,"(85.36307648489841, 2.428902361554714)","(71.96012230216611, 0.4999715099370533)","(27.527115884635766, 0.6592851447925441)"
PileupReweightDown,"(83.57661738346259, 0.30093763209128094)",-,-,"(82.85847249266872, 2.269156172468634)","(73.05446591411385, 0.4911739064771662)","(27.961014939767242, 0.6256110218273303)"
MuonIDSFUp,"(84.82395648102568, 0.30379304293986586)",-,-,"(85.57936748953203, 2.3313815503401103)","(73.71764255451367, 0.49307909028743424)","(28.241260047495217, 0.6560407648848233)"
MuonIDSFDown,"(81.27772413199328, 0.29138081807130334)",-,-,"(82.59310596724652, 2.2522197596764095)","(71.33493979151086, 0.4774329076908473)","(27.215263019769484, 0.6342596645076508)"
DblMuTrigSFUp,"(83.0527529307034, 0.29755991725368325)",-,-,"(84.0925501994298, 2.2917668891355283)","(72.534523095235, 0.48526900000664985)","(27.729994010322084, 0.6451425424086875)"
DblMuTrigSFDown,"(83.02645185613359, 0.29746688287197837)",-,-,"(84.0634530122223, 2.2909662444699235)","(72.5054386548011, 0.4850762687673989)","(27.72056316700903, 0.6449590544475282)"
JetResUp,"(83.10793750077796, 0.29756424261607844)",-,-,"(86.65501153591644, 2.3355438628731475)","(72.53576210840936, 0.4851961213778786)","(27.907721200758807, 0.6461757365276011)"
JetResDown,"(82.93643708914622, 0.29726834795705936)",-,-,"(82.1538181511395, 2.257683006569129)","(72.53803601638869, 0.48513166572431415)","(27.64187689727321, 0.6435874678695079)"
JetEnUp,"(83.93451877813357, 0.29918847122209946)",-,-,"(90.08600153268294, 2.3795313297816167)","(72.80859216650497, 0.48622480927305367)","(28.217881896497907, 0.6484355364186427)"
JetEnDown,"(82.12521720159496, 0.29571421519473845)",-,-,"(79.06160013762891, 2.204551175088604)","(72.27136534575378, 0.4841939125778437)","(27.09548065962159, 0.6248516814621885)"
MuonEnUp,"(83.08785268282847, 0.29761728619154315)",-,-,"(84.07308057577723, 2.291187108642678)","(72.42119365578415, 0.48481299092418234)","(27.60663120937106, 0.641487753893592)"
MuonEnDown,"(82.99211381161324, 0.29742557445591544)",-,-,"(84.21508574457755, 2.294078510213784)","(72.59419526720256, 0.48553940760673964)","(27.725767484653353, 0.6451126724266228)"
ElectronEnUp,"(83.03878340275737, 0.29751230924823996)",-,-,"(84.07807355602533, 2.291368608059271)","(72.51744058219798, 0.4851660730053644)","(27.725301435915497, 0.645051199233478)"
ElectronEnDown,"(83.04060735501376, 0.2975151087336079)",-,-,"(84.07807355602533, 2.291368608059271)","(72.52005594650424, 0.4851731222212346)","(27.725097016192016, 0.6450535232675177)"
ElectronResUp,"(83.03966095771926, 0.29751360348214584)",-,-,"(84.07807355602533, 2.291368608059271)","(72.52005594650424, 0.4851731222212346)","(27.725301435915497, 0.645051199233478)"
ElectronResDown,"(83.03966095771926, 0.29751360348214584)",-,-,"(84.07807355602533, 2.291368608059271)","(72.52005594650424, 0.4851731222212346)","(27.725301435915497, 0.645051199233478)"
NonpromptUp,-,"(261.7037986374908, 14.233877246332025)",-,-,-,-
NonpromptDown,-,"(62.69825428884192, 6.797354150617767)",-,-,-,-
ConversionUp,-,-,"(1.6058714418796827, 0.8653480119160498)",-,-,-
ConversionDown,-,-,"(0.7307988064925157, 0.39380194317964695)",-,-,-
