0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(64, 'RMSprop', 0.01, 'ExponentialLR')","(128, 'Adam', 0.002, 'StepLR')","(128, 'Adam', 0.001, 'StepLR')","(128, 'AdamW', 0.002, 'ExponentialLR')","(64, 'RMSprop', 0.001, 'CyclicLR')","(128, 'Adam', 0.001, 'ExponentialLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(64, 'Adam', 0.001, 'StepLR')","(64, 'AdamW', 0.001, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')","(64, 'AdamW', 0.002, 'StepLR')","(64, 'AdamW', 0.005, 'StepLR')","(64, 'Adam', 0.005, 'ExponentialLR')","(128, 'Adam', 0.001, 'CyclicLR')","(64, 'AdamW', 0.001, 'CyclicLR')"
fitness,0.8127614430018834,0.4468050179367974,0.448579397632962,0.4485491946992419,0.4683610590185438,0.4491106044678462,0.4511040222190675,0.4477163494314466,0.4480573027361007,0.44742926806495303,0.447169721240089,0.447169721240089,0.447169721240089,0.4470173550560361,0.4469949304489862,0.4468386507715498,0.44503152631577975,0.44425706829343514
