0,1,2,3,4,5,6,7,8,9,10,11,12,13
chromosome,"(64, 'AdamW', 0.0001, 'CyclicLR')","(64, 'AdamW', 0.0005, 'StepLR')","(128, 'RMSprop', 0.001, 'CyclicLR')","(128, 'Adam', 0.002, 'CyclicLR')","(32, 'RMSprop', 0.002, 'CyclicLR')","(32, 'AdamW', 0.0005, 'StepLR')","(64, 'RMSprop', 0.002, 'StepLR')","(64, 'RMSprop', 0.0005, 'CyclicLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(128, 'Adam', 0.0005, 'CyclicLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(128, 'RMSprop', 0.002, 'CyclicLR')","(128, 'RMSprop', 0.0005, 'CyclicLR')"
fitness,0.0005395543185018,0.0005078356370684001,0.0005061245769971,0.00046012733504180003,0.0005224763752802999,0.0005318417563324999,0.0004805816482929,0.0004994689696246001,0.00048744818089259997,0.00048242633026980005,0.00046689906751819996,0.000461316401937,0.00046070766431240004,0.00045661682280749994
