0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(64, 'Adam', 0.0001, 'StepLR')","(64, 'RMSprop', 0.001, 'CyclicLR')","(128, 'Adam', 0.002, 'CyclicLR')","(128, 'Adam', 0.01, 'CyclicLR')","(48, 'AdamW', 0.002, 'StepLR')","(128, 'RMSprop', 0.0005, 'CyclicLR')","(48, 'AdamW', 0.0005, 'CyclicLR')","(128, 'Adam', 0.002, 'StepLR')","(48, 'Adadelta', 0.001, 'StepLR')","(128, 'Adadelta', 0.001, 'CyclicLR')","(64, 'AdamW', 0.0001, 'StepLR')","(48, 'Adadelta', 0.01, 'CyclicLR')"
fitness,0.0005032118522222,0.00047141647516259997,0.00044988642562,0.00044524592799789997,0.0004660698913392,0.00044083990499610003,0.00047132744758370004,0.0004462043547204,0.0005825661723575001,0.0005608738928086,0.0005056424796108,0.0005428205298053001
