,loss/train,loss/valid,acc/train,acc/valid
0,0.0006276353427342006,0.0006405265586716788,0.6473531746031747,0.6487380952380952
1,0.0005797460379581603,0.0005905546645323435,0.7128253968253968,0.717
2,0.0005779549765681463,0.0005886345633438656,0.7139880952380953,0.7193571428571428
3,0.0005589193999767304,0.0005686464891547249,0.7381468253968254,0.7423571428571428
4,0.0005616880676576069,0.0005715635021527609,0.727218253968254,0.7300238095238095
5,0.000554407933401683,0.0005637081208683196,0.7416626984126984,0.7463095238095238
6,0.0005485296116934883,0.0005576222311882746,0.7418650793650794,0.7453333333333333
7,0.0005473960737387339,0.000556529272170294,0.7468373015873015,0.7506904761904762
8,0.0005456643383654337,0.0005550038332030886,0.7482261904761904,0.7525238095238095
9,0.0005451842832659918,0.000554607534692401,0.7493174603174603,0.7536428571428572
10,0.0005410822641754907,0.000551070184934707,0.7522023809523809,0.7548571428571429
11,0.0005498119377427631,0.0005592366428602309,0.7453571428571428,0.7481666666666666
12,0.0005394944638486892,0.0005489534494422731,0.756265873015873,0.7588571428571429
13,0.0005374227293900081,0.0005470981030237108,0.7575079365079365,0.7599761904761905
14,0.0005364904249944384,0.000546417345603307,0.759281746031746,0.7619761904761905
15,0.0005351315642160082,0.0005443296049322401,0.7596071428571428,0.7626904761904761
16,0.0005343140308109541,0.0005438652180490039,0.7601587301587301,0.7629523809523809
17,0.0005401608305318015,0.0005493619867733547,0.7528095238095238,0.7551190476190476
18,0.0005394794888912685,0.0005482888633296603,0.7524603174603175,0.7539523809523809
19,0.0005463868554622408,0.000555669808671588,0.7435912698412699,0.746
20,0.0005403248864033866,0.0005500696471759251,0.7560515873015873,0.7585
21,0.0005329038401444753,0.0005422700898987906,0.7628650793650794,0.7647619047619048
22,0.0005319271719171888,0.0005418891864163535,0.7634960317460318,0.7651904761904762
23,0.000530000131045069,0.0005397577058701288,0.7648650793650794,0.7666666666666667
24,0.0005284171187215381,0.0005381504723003933,0.7665238095238095,0.7689523809523809
25,0.0005294947768487628,0.0005390527688321613,0.7653849206349206,0.767547619047619
26,0.0005355679749969452,0.0005450794242677235,0.7585515873015873,0.7597142857142857
27,0.0005344940785850798,0.0005440077086289723,0.7596706349206349,0.7599047619047619
28,0.0005286352244161424,0.0005381282752468473,0.766234126984127,0.768095238095238
29,0.0005264236420866043,0.0005367547344593775,0.7694007936507936,0.7702619047619048
30,0.0005248552292348846,0.0005351936774594443,0.7706071428571428,0.7711190476190476
31,0.0005274272196822697,0.0005374821580591656,0.7688492063492064,0.7692380952380953
32,0.0005249753206495255,0.0005350486196222759,0.7714087301587301,0.7716666666666666
33,0.0005257207221455044,0.000536387772787185,0.7702896825396826,0.7703095238095238
34,0.0005292307869309471,0.0005399527010463532,0.7655833333333333,0.7663571428571428
35,0.0005260209684807156,0.0005360946768806094,0.7695515873015873,0.7697857142857143
36,0.0005259946064343528,0.0005367195223058973,0.7718968253968254,0.7718333333333334
37,0.0005254260994612224,0.0005362366551444644,0.7715753968253968,0.7714047619047619
38,0.000525265555060099,0.0005363049947080158,0.7720634920634921,0.770547619047619
39,0.0005220852066127081,0.0005328326906476702,0.7738769841269841,0.7729761904761905
40,0.0005214288859140305,0.0005322052808034987,0.7749206349206349,0.7743571428571429
41,0.000520983150081029,0.0005320897513911838,0.7754087301587301,0.7734285714285715
42,0.0005219356841038144,0.0005330546838896615,0.7755793650793651,0.7752857142857142
43,0.0005251424378818935,0.0005357081989447275,0.7704047619047619,0.7698095238095238
44,0.0005209373417827818,0.0005321103717599596,0.7755039682539683,0.7741428571428571
45,0.000521431171468326,0.0005328081193424406,0.7759166666666667,0.7743571428571429
46,0.0005197679197031355,0.0005310173942929223,0.7766547619047619,0.7755952380952381
47,0.0005193821553673064,0.0005306362282662165,0.7771984126984127,0.7749047619047619
48,0.0005186894282935158,0.0005301314152422405,0.7776150793650793,0.7761190476190476
49,0.0005191895975953057,0.0005305077660651434,0.7774603174603174,0.775452380952381
50,0.000520423315938503,0.0005321264777864729,0.7765119047619048,0.7747857142857143
51,0.0005248421291037212,0.0005360627188569023,0.7705634920634921,0.7692857142857142
52,0.0005248191460730538,0.0005363845002083551,0.7705595238095239,0.7675238095238095
53,0.0005201593694232759,0.0005318034901505425,0.7768650793650793,0.7738095238095238
54,0.000517476012782445,0.0005289151129268465,0.7796944444444445,0.7773571428571429
55,0.0005167068978623739,0.000528629732983453,0.7804523809523809,0.7784285714285715
56,0.0005167884972123873,0.0005289310699417478,0.7810238095238096,0.7792619047619047
57,0.0005172002074264344,0.0005292512348720005,0.7804960317460318,0.777952380952381
58,0.000516542657736748,0.0005285931059292384,0.7804682539682539,0.7783809523809524
59,0.0005218136670097472,0.0005328692226182846,0.7759920634920635,0.774547619047619
60,0.0005171540178476818,0.000528546310606457,0.7791547619047619,0.7775238095238095
61,0.0005169861248088261,0.000528551405384427,0.7805357142857143,0.7783809523809524
62,0.0005159922307209363,0.0005280360125360034,0.7814484126984127,0.7787857142857143
63,0.0005155745536561996,0.0005276875850700197,0.7820833333333334,0.7777142857142857
64,0.0005149679630994797,0.0005269299433344886,0.7826111111111111,0.7791190476190476
65,0.0005195484643890744,0.0005313694846062433,0.7771626984126984,0.7750714285714285
66,0.0005149204066348455,0.0005267690888472966,0.7831706349206349,0.779952380952381
67,0.0005154353595442242,0.0005277003120808374,0.7819801587301587,0.7787857142857143
68,0.0005171364778800617,0.0005292185729458219,0.7796111111111111,0.777452380952381
69,0.0005160595734441091,0.0005279381800265539,0.7820714285714285,0.7803571428571429
70,0.0005133567600259705,0.0005250848411094575,0.784234126984127,0.7804523809523809
71,0.0005134571607387255,0.0005255282407715207,0.7846230158730159,0.782547619047619
72,0.0005124084099181115,0.0005246996872481846,0.7850357142857143,0.7829761904761905
73,0.0005127807572957069,0.0005249910241081601,0.7850873015873016,0.7824523809523809
74,0.0005132933076885011,0.0005252151730514708,0.7840595238095238,0.7807619047619048
75,0.0005164275824550598,0.0005283367264838446,0.7803253968253968,0.777547619047619
76,0.0005112537388054151,0.0005236947373265312,0.7847222222222222,0.7809285714285714
77,0.0005114725514773339,0.0005238843659559886,0.7861269841269841,0.7817857142857143
78,0.0005124730619173202,0.0005252296285969871,0.7850515873015873,0.7808095238095238
79,0.0005121180596096175,0.0005245664431935265,0.7848650793650793,0.7812142857142857
80,0.0005117985705534617,0.0005244029817127046,0.7858690476190476,0.782547619047619
81,0.0005108251252344677,0.0005235126955168588,0.7869920634920635,0.7830714285714285
82,0.0005111029692112454,0.0005238884701615288,0.7860238095238096,0.7818809523809523
83,0.0005112381970125531,0.0005238091292835417,0.7883214285714286,0.7852380952380953
84,0.0005136708805248851,0.0005264690532570793,0.7828015873015873,0.7785952380952381
85,0.000510536677425816,0.0005230097110782351,0.7873928571428571,0.7829047619047619
86,0.0005108810145230521,0.0005231768332776569,0.7873809523809524,0.7836190476190477
87,0.0005110125724994947,0.0005238513144708815,0.7871309523809524,0.7827380952380952
88,0.0005097981562453603,0.0005225245569433484,0.7880873015873016,0.7848333333333334
89,0.0005098517647101766,0.0005225695918003718,0.78825,0.7842142857142858
90,0.0005104229164028924,0.0005229672512837819,0.7867222222222222,0.7838333333333334
91,0.0005105968808370923,0.0005232020212071282,0.7861507936507937,0.7833095238095238
92,0.0005118736435496618,0.0005242672456162317,0.7858730158730158,0.7830238095238096
93,0.0005087039320478364,0.0005211240329912731,0.7889603174603175,0.7851904761904762
94,0.0005085600406404525,0.0005211559264432816,0.7889761904761905,0.7850952380952381
95,0.0005083223142557674,0.000521141141653061,0.7893531746031746,0.7852619047619047
96,0.0005083894554584746,0.0005211830628769739,0.789765873015873,0.7852380952380953
97,0.0005088128597726898,0.0005215963359389987,0.7895396825396825,0.7852142857142858
98,0.0005099841656665954,0.0005228014226470674,0.7879126984126984,0.7840952380952381
99,0.0005075939059967086,0.0005203063459623428,0.7896587301587301,0.7858095238095238
