syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(12.180886769878958, 0.04556106440746889)","(18.324283739731406, 2.689053423174805)","(0.5705508794752564, 0.3316209604923507)","(7.672696830212871, 0.8282188881658233)","(9.627182372453754, 0.17266833910070667)","(2.959423390205932, 0.15993862482886154)"
L1PrefireUp,"(12.152896508120575, 0.04545636608576766)",-,-,"(7.654736872656716, 0.8263512205809488)","(9.60449861980774, 0.172264321552502)","(2.9524986382280876, 0.1594753161848474)"
L1PrefireDown,"(12.208169793354285, 0.04566315704163514)",-,-,"(7.690458765681184, 0.8300689780388416)","(9.649327278401005, 0.17306209884172175)","(2.9661833031887586, 0.16037512230288437)"
PileupReweightUp,"(12.120598025123622, 0.04670745573092366)",-,-,"(7.762642973227901, 0.8910441096137435)","(9.572364093839733, 0.17713978247755666)","(2.9396920819710917, 0.15530913074444927)"
PileupReweightDown,"(12.2292672350736, 0.04598909582142774)",-,-,"(7.589282881685856, 0.8041098212439345)","(9.678235135763229, 0.17427300521771558)","(2.9875912230368185, 0.16809030703118766)"
MuonIDSFUp,"(12.342604276383126, 0.046146770609590965)",-,-,"(7.7634597862973775, 0.8385028589662133)","(9.759219002809653, 0.17497700550488648)","(2.9986455659563895, 0.16115833195136472)"
MuonIDSFDown,"(12.020557883076417, 0.04498610349779888)",-,-,"(7.582786468586526, 0.8181302405042102)","(9.496385198030453, 0.17040381432072402)","(2.9205955535354002, 0.15874440453968613)"
DblMuTrigSFUp,"(12.182346384678793, 0.04556644149396321)",-,-,"(7.6736286924451615, 0.8283174122263285)","(9.628385108229597, 0.17269034557018942)","(2.9597485625259288, 0.15994928786993648)"
DblMuTrigSFDown,"(12.179413896935813, 0.04555563948154955)",-,-,"(7.671757031571469, 0.8281194942553519)","(9.625968476212801, 0.17264613020194175)","(2.959095281644819, 0.15992788386059262)"
JetResUp,"(12.207489402407148, 0.0456113825881852)",-,-,"(8.16527527630718, 0.8059781250876475)","(9.629353276919504, 0.17258873474566275)","(2.9886137356758047, 0.1599919490233215)"
JetResDown,"(12.164899170268853, 0.045530431657939116)",-,-,"(7.684103369411182, 0.8224473757322049)","(9.617093120531651, 0.17268593620687242)","(2.98585852970043, 0.15994108773555799)"
JetEnUp,"(12.451586756270588, 0.046090106466870215)",-,-,"(8.975349872066467, 0.8785726730538647)","(9.722321285441737, 0.17343856056945148)","(3.0195203193015536, 0.16070982532528458)"
JetEnDown,"(11.900586401710019, 0.0449941235914869)",-,-,"(7.105243267386695, 0.7965950496891967)","(9.574731138698299, 0.17215879346694615)","(2.862524909349251, 0.15913093404771805)"
MuonEnUp,"(12.188435051766069, 0.04557380158831952)",-,-,"(7.543971055623942, 0.829475181528164)","(9.666900721065689, 0.17267066681858795)","(2.979035196862625, 0.15992482902172936)"
MuonEnDown,"(12.17190381335985, 0.04554731473935201)",-,-,"(7.6422086889883305, 0.8261537761265428)","(9.64308514616177, 0.17257905793465173)","(2.963386891328373, 0.15991318428496096)"
NonpromptUp,-,"(39.29275177626978, 4.99759550763669)",-,-,-,-
NonpromptDown,-,"(7.219426306445407, 2.5503058171128736)",-,-,-,-
ConversionUp,-,-,"(0.810170616828779, 0.47089500302328696)",-,-,-
ConversionDown,-,-,"(0.3309311421217338, 0.1923469179614144)",-,-,-
