syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(4.141841335681413, 0.0206917435987986)","(40.71157761528783, 4.584829662548483)","(-0.01598500053482868, 0.38405040106911364)","(29.4974173754513, 0.9993431031234199)","(27.463281695461298, 0.31968104230841343)","(10.735944906030753, 0.2338526785947031)"
L1PrefireUp,"(4.098815433177301, 0.0204814166231704)",-,-,"(29.18141270382909, 0.9892687281461048)","(27.14457470095589, 0.3160387986412759)","(10.592033997519666, 0.2306857554028455)"
L1PrefireDown,"(4.18382543544431, 0.02089806928339111)",-,-,"(29.8101647716408, 1.0093720543368718)","(27.776617009956233, 0.32328795639543817)","(10.878428089788427, 0.23704835065207758)"
PileupReweightUp,"(4.090989787996066, 0.02040863375488489)",-,-,"(29.85008225052226, 1.0090867874447946)","(27.19012943347054, 0.315445461427381)","(10.615291086923515, 0.23075611021948558)"
PileupReweightDown,"(4.187831779703469, 0.02130118257454795)",-,-,"(29.04855820878028, 1.0073555554419946)","(27.698143260133723, 0.328931097927353)","(10.860465713905032, 0.24083323613205965)"
MuonIDSFUp,"(4.229493511074937, 0.021126099531079582)",-,-,"(30.025488070869045, 1.017067547127752)","(27.931260390417478, 0.32505435864137283)","(10.937769611156565, 0.2381209082607588)"
MuonIDSFDown,"(4.0552657373512035, 0.020267431946045782)",-,-,"(28.97540301285816, 0.9820047666859125)","(27.000358053084256, 0.31442073949746807)","(10.536546052702771, 0.22968231127636596)"
DblMuTrigSFUp,"(4.143129674890969, 0.020698090652220863)",-,-,"(29.50887725034507, 0.9997199405247913)","(27.473423246035605, 0.31979861470231574)","(10.739694664763134, 0.23392908924396325)"
DblMuTrigSFDown,"(4.140538191795819, 0.020685325518341235)",-,-,"(29.485800296917343, 0.9989612023988261)","(27.453010378679195, 0.3195619936015306)","(10.732146761555276, 0.23377534806858533)"
JetResUp,"(4.14140739634119, 0.020696034784895054)",-,-,"(29.462336606911226, 0.9971250961623825)","(27.44769562558078, 0.31969377401872867)","(10.76595999449559, 0.23432395296595981)"
JetResDown,"(4.137562604624247, 0.020681034278766282)",-,-,"(29.5762473091654, 0.9968849493027326)","(27.475130345105633, 0.31978326518733424)","(10.713424305692989, 0.2337381884514623)"
JetEnUp,"(4.178694299651842, 0.020790831326836942)",-,-,"(31.316276586831012, 1.0260064645473876)","(27.527598891953872, 0.3202764094642836)","(10.918225378352323, 0.2355091257917831)"
JetEnDown,"(4.100762603769909, 0.02058390780837403)",-,-,"(28.26625373338642, 0.9680326314905829)","(27.335655498165476, 0.31895674757869896)","(10.5556383527803, 0.23219673324059384)"
MuonEnUp,"(4.145473097182083, 0.020700013260900454)",-,-,"(29.165700376620464, 0.9947950433508342)","(27.30521411890825, 0.31890724065002707)","(10.684656747069333, 0.23335759612942183)"
MuonEnDown,"(4.138506443282896, 0.02068818174529742)",-,-,"(29.535006900083847, 1.003844743852285)","(27.554049571145473, 0.3202508794198134)","(10.738588232826022, 0.23430322960541008)"
NonpromptUp,-,"(72.68797392726563, 7.342518061312009)",-,-,-,-
NonpromptDown,-,"(28.096888555442394, 4.247015707169217)",-,-,-,-
ConversionUp,-,-,"(-0.02187463128605363, 0.5255527455468999)",-,-,-
ConversionDown,-,-,"(-0.010095369783603717, 0.24254805659132744)",-,-,-
