syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(33.310943742784985, 0.1937523810739055)","(14.114761388943, 2.689657979923201)","(1.6879651394283144, 1.2320003766006276)","(2.330612273357799, 0.1942508769829948)","(2.7381514819655908, 0.08999577140512602)","(0.8345974469513061, 0.05589838820555843)"
L1PrefireUp,"(32.971728117400666, 0.1919008614219267)",-,-,"(2.30951576285234, 0.19264892022814806)","(2.706832527884104, 0.08902496606993336)","(0.8222404592063085, 0.05509744638920261)"
L1PrefireDown,"(33.64053352182023, 0.19557140327567515)",-,-,"(2.3509147969870807, 0.19583621822991276)","(2.768725859717276, 0.09096331357584161)","(0.8468303378401741, 0.05672797311960248)"
PileupReweightUp,"(32.96489010193382, 0.20796147452928185)",-,-,"(2.2974485112408805, 0.21079494829392975)","(2.7031836022331444, 0.09693833773083878)","(0.8122466400767047, 0.059396782530345846)"
PileupReweightDown,"(33.65982064463781, 0.18730559682212938)",-,-,"(2.3379407033575137, 0.18288368307108957)","(2.772826938259819, 0.08687551043744753)","(0.855618310204943, 0.054064323611476485)"
MuonIDSFUp,"(34.18798251481235, 0.19891001876626732)",-,-,"(2.3913288706463995, 0.19877870942692422)","(2.8022046017382465, 0.09208603849981677)","(0.8541296062418305, 0.057173976540395646)"
MuonIDSFDown,"(32.446591115093725, 0.18870585067071957)",-,-,"(2.27079984713255, 0.1898119955072247)","(2.6749480447643688, 0.08794926567786655)","(0.8153294242563239, 0.05464815450104074)"
DblMuTrigSFUp,"(33.315640201686996, 0.1937795387852169)",-,-,"(2.331019319880958, 0.19428159883172236)","(2.738591315897989, 0.09001025262283781)","(0.834714402474688, 0.055906312480331434)"
DblMuTrigSFDown,"(33.30618770710436, 0.19372488218799896)",-,-,"(2.3301994366803145, 0.19421971718765446)","(2.7377053349778526, 0.0899810811161295)","(0.8344789142890943, 0.055890358426179475)"
JetResUp,"(33.307726190532016, 0.1937514965393704)",-,-,"(2.243698356290658, 0.19092623497676425)","(2.7451036572629226, 0.09003762938226197)","(0.8354226613717242, 0.0558967518360239)"
JetResDown,"(33.30053155677213, 0.1936807371489741)",-,-,"(2.1993886946110277, 0.19221048759451384)","(2.7272362629633027, 0.08991108712959567)","(0.8267258382738124, 0.055783888727730845)"
JetEnUp,"(33.5280930224209, 0.19436723966915967)",-,-,"(2.4382599104603253, 0.19593033692858872)","(2.7424407513884193, 0.09007555220921604)","(0.8426552896147239, 0.05622843854001121)"
JetEnDown,"(33.05411367139275, 0.19293927506407618)",-,-,"(2.090536063618637, 0.18609368946131952)","(2.720377333248037, 0.08981846604629322)","(0.8114264737013674, 0.05546239632308223)"
MuonEnUp,"(33.32538758680659, 0.19382866061642298)",-,-,"(2.3185714072228265, 0.19347818269285158)","(2.7359174139288114, 0.08967420849694728)","(0.840168549583031, 0.05587905161453413)"
MuonEnDown,"(33.3023509529078, 0.19375031368488774)",-,-,"(2.3600497857724645, 0.19496647340011672)","(2.7624712103572038, 0.09019472496392189)","(0.8296828427071345, 0.05589946685109968)"
ElectronEnUp,"(33.30952749753559, 0.19374720493777833)",-,-,"(2.330612273357799, 0.1942508769829948)","(2.7381514819655908, 0.08999577140512602)","(0.8345974469513061, 0.05589838820555843)"
ElectronEnDown,"(33.31337007830212, 0.19376762502235523)",-,-,"(2.330612273357799, 0.1942508769829948)","(2.7381514819655908, 0.08999577140512602)","(0.8345974469513061, 0.05589838820555843)"
ElectronResUp,"(33.310943742784985, 0.1937523810739055)",-,-,"(2.330612273357799, 0.1942508769829948)","(2.7381514819655908, 0.08999577140512602)","(0.8345974469513061, 0.05589838820555843)"
ElectronResDown,"(33.310943742784985, 0.1937523810739055)",-,-,"(2.330612273357799, 0.1942508769829948)","(2.7381514819655908, 0.08999577140512602)","(0.8345974469513061, 0.05589838820555843)"
NonpromptUp,-,"(29.646061096679354, 4.824522499870474)",-,-,-,-
NonpromptDown,-,"(7.844413546136613, 2.357282471611932)",-,-,-,-
ConversionUp,-,-,"(3.033143767879861, 2.383506713268667)",-,-,-
ConversionDown,-,-,"(0.3427865109767676, 0.24452284658590095)",-,-,-
