0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'Adam', 0.005, 'StepLR')","(128, 'RMSprop', 0.001, 'ExponentialLR')","(64, 'RMSprop', 0.01, 'ExponentialLR')","(128, 'AdamW', 0.005, 'StepLR')","(64, 'Adam', 0.01, 'CyclicLR')","(64, 'RMSprop', 0.005, 'CyclicLR')","(64, 'Adadelta', 0.001, 'StepLR')","(64, 'AdamW', 0.001, 'ExponentialLR')","(128, 'RMSprop', 0.001, 'StepLR')","(64, 'Adam', 0.002, 'CyclicLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(64, 'Adam', 0.001, 'CyclicLR')","(128, 'Adam', 0.002, 'CyclicLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(128, 'Adam', 0.002, 'ExponentialLR')","(64, 'Adam', 0.001, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')"
fitness,0.5453555277415684,0.8127614430018834,0.8155411897840955,0.5420600417000908,0.56885735811506,0.6375125064849855,0.6836455902826217,0.5374986908322288,0.6256333830697196,0.5428992531867254,0.5418749614897229,0.5418749614897229,0.5416184898785182,0.5398558104605901,0.5388892744155158,0.5369181387538002,0.5366825760659717,0.5362988544418699
