0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(32, 'Adam', 0.002, 'CyclicLR')","(128, 'AdamW', 0.0005, 'StepLR')","(32, 'Adadelta', 0.01, 'StepLR')","(128, 'RMSprop', 0.01, 'StepLR')","(128, 'RMSprop', 0.002, 'StepLR')","(128, 'RMSprop', 0.0001, 'CyclicLR')","(64, 'AdamW', 0.002, 'StepLR')","(64, 'Adam', 0.002, 'StepLR')","(64, 'RMSprop', 0.0005, 'CyclicLR')","(128, 'AdamW', 0.0005, 'CyclicLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(128, 'AdamW', 0.002, 'StepLR')"
fitness,0.00026311244283399996,0.00025483803681670004,0.00030794780062769997,0.0003104488768037,0.0002301018009228,0.00023190377883249998,0.0002456024390246,0.0002442049785029,0.0002425850457734,0.00023933388878189999,0.0002363358246429,0.00023464262804809998
