# syst, prompt_ratio, error
Central, 0.10317934970340417, 1.3631879338877896e-05
PileupReweight, 0.10302161443764282, 1.4260435836826474e-05
L1PrefireUp, 0.10332348621712828, 1.3144207335367707e-05
L1PrefireDown, 0.10304217281286221, 1.4139909852745286e-05
ElectronRecoSFUp, 0.10270259782022578, 1.3493484374201799e-05
ElectronRecoSFDown, 0.10317934970340417, 1.3631879338877896e-05
HeavyTagUpUnCorr, 0.10316213314571951, 1.3643808515560147e-05
HeavyTagDownUnCorr, 0.10319635066810287, 1.3617862248733298e-05
LightTagUpUnCorr, 0.1032297260936499, 1.365599025497256e-05
LightTagDownUnCorr, 0.10312896850427686, 1.3606882583252152e-05
JetResUp, 0.10310128225408695, 1.355342484484531e-05
JetResDown, 0.1025615869702432, 1.3673407393667416e-05
JetEnUp, 0.10197862780441891, 1.2697641645593783e-05
JetEnDown, 0.10480121989677987, 1.4566870625463208e-05
ElectronResUp, 0.10318527881044774, 1.3605789233582604e-05
ElectronResDown, 0.10317934970340417, 1.3631879338877896e-05
ElectronEnUp, 0.10314972141019874, 1.3542388928404605e-05
ElectronEnDown, 0.10326709305617907, 1.3205701349300428e-05
MuonEnUp, 0.10317928794081688, 1.3631871080166305e-05
MuonEnDown, 0.10317942562110743, 1.3632473707015121e-05
total error = 0.001815432836724859(1.76%)
