# syst, prompt_ratio, error
Central, 0.50471548267883, 8.842540334302259e-05
PileupReweight, 0.4952461124693761, 8.48074576311943e-05
L1PrefireUp, 0.5061059291024708, 8.622377041654816e-05
L1PrefireDown, 0.5033688065093154, 9.067821256100794e-05
ElectronRecoSFUp, 0.5047256527147574, 8.910946621084928e-05
ElectronRecoSFDown, 0.50471548267883, 8.842540334302259e-05
HeavyTagUpUnCorr, 0.5044558734408229, 8.820394147303859e-05
HeavyTagDownUnCorr, 0.5049747009936572, 8.862609163538247e-05
LightTagUpUnCorr, 0.5052110710166317, 8.904105518518588e-05
LightTagDownUnCorr, 0.504222713805196, 8.780627775304717e-05
JetResUp, 0.505964296186104, 8.821471349358461e-05
JetResDown, 0.5022922519175255, 8.701361573186456e-05
JetEnUp, 0.5077542981649175, 8.829272005042029e-05
JetEnDown, 0.5085141262907522, 0.00010220806149800272
ElectronResUp, 0.5047174171593616, 8.895513801921981e-05
ElectronResDown, 0.50471548267883, 8.842540334302259e-05
ElectronEnUp, 0.5028304842535323, 8.133821696079613e-05
ElectronEnDown, 0.5046968925525468, 8.002060987768401e-05
MuonEnUp, 0.5047152141783204, 8.84251238559181e-05
MuonEnDown, 0.5047160477563652, 8.842614397633588e-05
total error = 0.010760028085332867(2.13%)
