# syst, prompt_ratio, error
Central, 0.18831508787795104, 0.00035027185646072415
PileupReweight, 0.18732458876155147, 0.00035987948230687295
L1PrefireUp, 0.1881836290884686, 0.0003491772785417044
L1PrefireDown, 0.18846759835728435, 0.0003514577839325363
MuonRecoSFUp, 0.18831257855995281, 0.00035026597843219176
MuonRecoSFDown, 0.18831760501955627, 0.0003502777340327966
HeavyTagUpUnCorr, 0.1881673872841262, 0.0003501735298631157
HeavyTagDownUnCorr, 0.18846291023772702, 0.00035026567146634254
LightTagUpUnCorr, 0.18780977323601022, 0.0003489646065845507
LightTagDownUnCorr, 0.18881131379812946, 0.0003504806867411862
JetResUp, 0.18998589127459636, 0.00036003310725729457
JetResDown, 0.18906965274901572, 0.000379735836402943
JetEnUp, 0.18594619656173517, 0.0003739635839698238
JetEnDown, 0.19126752756195986, 0.00035722893098967914
ElectronResUp, 0.18831509688797618, 0.00035027201293809303
ElectronResDown, 0.18831508984555728, 0.00035027186723152827
ElectronEnUp, 0.18831496047743976, 0.0003502703970261047
ElectronEnDown, 0.1883154287411839, 0.00035027290298820997
MuonEnUp, 0.1882961951849777, 0.0003500537147147437
MuonEnDown, 0.18831797729960728, 0.0003502219814012287
total error = 0.0035934774412542223(1.91%)
