# syst, prompt_ratio, error
Central, 0.17365690380883905, 2.7529304750401167e-05
PileupReweight, 0.17355143495418157, 2.8257609304722908e-05
L1PrefireUp, 0.1735961340557126, 2.7429131934669886e-05
L1PrefireDown, 0.17372092384679322, 2.762963633258079e-05
MuonRecoSFUp, 0.17365864243742196, 2.7530465749213013e-05
MuonRecoSFDown, 0.17365516250693294, 2.7528139681737048e-05
HeavyTagUpUnCorr, 0.17364707641545252, 2.7698949440502988e-05
HeavyTagDownUnCorr, 0.17366701043864696, 2.735230967164883e-05
LightTagUpUnCorr, 0.17336326306618066, 2.7345451987846066e-05
LightTagDownUnCorr, 0.17394106033793588, 2.765679294407092e-05
JetResUp, 0.17347573994327015, 2.5540340836732592e-05
JetResDown, 0.17271813703462185, 2.578243520959036e-05
JetEnUp, 0.1731410849675293, 2.8202971852116387e-05
JetEnDown, 0.17441054204931467, 2.492117216818906e-05
ElectronResUp, 0.17365691692235918, 2.7529302932951907e-05
ElectronResDown, 0.17365690394828912, 2.752930471685162e-05
ElectronEnUp, 0.17365678582579613, 2.752930135863375e-05
ElectronEnDown, 0.1736572431489657, 2.752942189173342e-05
MuonEnUp, 0.17312598240884897, 2.7348961527600633e-05
MuonEnDown, 0.17368533417858126, 2.7517979293654822e-05
total error = 0.0013540463327383918(0.78%)
