# syst, prompt_ratio, error
Central, 0.060563208672060366, 0.0004388641316764788
PileupReweight, 0.06035264190647284, 0.0006500368612002021
L1PrefireUp, 0.06051633447048909, 0.0004352996779039624
L1PrefireDown, 0.06061585722847933, 0.00044274795690417055
MuonRecoSFUp, 0.06056327257714164, 0.0004404100858316001
MuonRecoSFDown, 0.06056314842801214, 0.00043894785082364794
HeavyTagUpUnCorr, 0.06052772497551387, 0.0004435477056422194
HeavyTagDownUnCorr, 0.06059874761552089, 0.0004345122768284323
LightTagUpUnCorr, 0.06047296387305312, 0.0006104039878221404
LightTagDownUnCorr, 0.060650857529738554, 0.0004160349776016474
JetResUp, 0.060494054336249256, 0.00036837051089581933
JetResDown, 0.06043519103562239, 0.00046637872448195727
JetEnUp, 0.05941782811000559, 0.0004458950322738948
JetEnDown, 0.06175373886486078, 0.00041898341355372723
ElectronResUp, 0.06056321000351185, 0.00043886790017416363
ElectronResDown, 0.06056320716806057, 0.0004388620819749981
ElectronEnUp, 0.06056315561627221, 0.00043885887642915655
ElectronEnDown, 0.060563318829586654, 0.00043888809279133035
MuonEnUp, 0.060493014447731794, 0.0004343932233495407
MuonEnDown, 0.0605671762131372, 0.0004363128122562492
total error = 0.0012991524160558474(2.15%)
