# syst, prompt_ratio, error
Central, 0.15323457867622975, 4.4196565761729635e-05
PileupReweight, 0.15352262489691743, 4.718154863190774e-05
L1PrefireUp, 0.15394082535470816, 4.341980736707184e-05
L1PrefireDown, 0.15254976627227546, 4.505302061956598e-05
ElectronRecoSFUp, 0.1532268099135019, 4.437267740538241e-05
ElectronRecoSFDown, 0.15323457867622975, 4.4196565761729635e-05
HeavyTagUpUnCorr, 0.15323862568603797, 4.414604055425207e-05
HeavyTagDownUnCorr, 0.15323026945447016, 4.4226594127477366e-05
LightTagUpUnCorr, 0.1533044813482296, 4.417546431285541e-05
LightTagDownUnCorr, 0.15316508223467373, 4.41952468336884e-05
JetResUp, 0.15374535251268884, 4.342253728354535e-05
JetResDown, 0.15242581399515934, 4.342384562947521e-05
JetEnUp, 0.15220914082165204, 4.545720937035503e-05
JetEnDown, 0.1551347924939353, 4.21516101965704e-05
ElectronResUp, 0.15323523418938312, 4.484292817833024e-05
ElectronResDown, 0.15323457867622975, 4.4196565761729635e-05
ElectronEnUp, 0.15303156095658124, 4.266984295615878e-05
ElectronEnDown, 0.15346801739599258, 4.344794971372894e-05
MuonEnUp, 0.15323445225695767, 4.41966255081045e-05
MuonEnDown, 0.15323450457444188, 4.419791178793412e-05
total error = 0.002215418827912334(1.45%)
