syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(22.756291049582508, 0.14228392345369156)","(2.1904228750630352, 1.0392742948884126)","(-0.18609835223609664, 0.18609835223609664)","(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
L1PrefireUp,"(22.531380208352587, 0.14091232138622198)",-,-,"(0.39074117566510064, 0.08178015701431561)","(0.36427410365610935, 0.0335368029278629)","(0.08386811732330514, 0.017266569537641458)"
L1PrefireDown,"(22.973447692390813, 0.1436144100035562)",-,-,"(0.3967301162000877, 0.08310961122604277)","(0.3712128932561036, 0.03417571988616667)","(0.08580251647368313, 0.01774350445752772)"
PileupReweightUp,"(22.486949670765874, 0.14041870305189497)",-,-,"(0.41126393924158605, 0.08443958263165034)","(0.36340759290422653, 0.03350352505948978)","(0.08195217836747953, 0.01718163140319004)"
PileupReweightDown,"(22.993080236763664, 0.14635764682241345)",-,-,"(0.3779261953427248, 0.08182470578579694)","(0.37102508937863243, 0.03482682824666028)","(0.08790736792487945, 0.018049991133066687)"
MuonIDSFUp,"(23.455835314303965, 0.14669305610435404)",-,-,"(0.4093369902927838, 0.08566653639098619)","(0.3802387465613072, 0.035018405384980196)","(0.08758697524034069, 0.01802164696967347)"
MuonIDSFDown,"(22.06882817237078, 0.1379904032427103)",-,-,"(0.37864083143155164, 0.07934286921451937)","(0.35566938252744185, 0.032742606125750175)","(0.08217321661468802, 0.017005492068729342)"
DblMuTrigSFUp,"(22.764252466224058, 0.14233360789148472)",-,-,"(0.39402584389629874, 0.0824964647027371)","(0.36798634252801254, 0.033879656512977155)","(0.08488340079062785, 0.017514007636108143)"
DblMuTrigSFDown,"(22.748230875741815, 0.1422336344389831)",-,-,"(0.3936018339744661, 0.08240854243639116)","(0.36768589859618245, 0.03385104299184933)","(0.0848264493146864, 0.017500651319842915)"
JetResUp,"(22.73604030292929, 0.14222644910145854)",-,-,"(0.3591933729190804, 0.07592681887602311)","(0.3684119947083691, 0.03422874828384284)","(0.08466206354199324, 0.017564615803211198)"
JetResDown,"(22.739792080276985, 0.14221385863193078)",-,-,"(0.342569269726026, 0.07516163825891138)","(0.368568686399328, 0.03403685767455161)","(0.08305618665816747, 0.017522040026319238)"
JetEnUp,"(22.954921707884655, 0.14295356318284838)",-,-,"(0.43744757260155587, 0.08642808590734359)","(0.3693000683196981, 0.033888315263045976)","(0.08620873423769553, 0.017598626907811093)"
JetEnDown,"(22.56374888764083, 0.1416522103454301)",-,-,"(0.38720051499076963, 0.0824685155077871)","(0.3656216321971628, 0.033732003012994546)","(0.08212504838719588, 0.017243795046429415)"
MuonEnUp,"(22.762430523280493, 0.14229216616740975)",-,-,"(0.3769519742260535, 0.08070991340536268)","(0.3648375527902776, 0.0337484840391633)","(0.08374810243142577, 0.017477956645853894)"
MuonEnDown,"(22.749995780303124, 0.142279012044777)",-,-,"(0.39381382210487786, 0.08245277678665107)","(0.35957478325424547, 0.03378180062199095)","(0.08243072754605578, 0.017422448467717157)"
ElectronEnUp,"(22.756291049582508, 0.14228392345369156)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
ElectronEnDown,"(22.757170558960812, 0.14228664171355823)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
ElectronResUp,"(22.756291049582508, 0.14228392345369156)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
ElectronResDown,"(22.756291049582508, 0.14228392345369156)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
NonpromptUp,-,"(4.05148141477088, 1.8106322622224336)",-,-,-,-
NonpromptDown,-,"(1.7120678214107077, 0.9919191201163764)",-,-,-,-
ConversionUp,-,-,"(-0.2546657930499954, 0.2546657930499954)",-,-,-
ConversionDown,-,-,"(-0.11753091142219783, 0.11753091142219783)",-,-,-
