syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(9.282799357730575, 0.039560335615893616)","(10.727128346870707, 1.9772676472565698)","(0.0, 0.0)","(7.432458940693891, 0.7588571492347486)","(8.31592015192895, 0.16250277203970004)","(2.411909966340006, 0.22770184631693186)"
L1PrefireUp,"(9.261530192108172, 0.03946966608713871)",-,-,"(7.4156443705858415, 0.7571269477635072)","(8.296390753374467, 0.1621196836494525)","(2.4061096627835927, 0.2272002771566506)"
L1PrefireDown,"(9.303624827562563, 0.03964915531643299)",-,-,"(7.449011920900415, 0.7605661496250812)","(8.334962530240862, 0.162876376306494)","(2.417587564408536, 0.22820246885455478)"
PileupReweightUp,"(9.282264832159939, 0.04082588233195066)",-,-,"(7.556400505123283, 0.7881947834501878)","(8.237700261869154, 0.16657338517871423)","(2.4039394902473004, 0.23436467475248787)"
PileupReweightDown,"(9.27762255921763, 0.0397595654584831)",-,-,"(7.309188259439185, 0.7534002906104609)","(8.374946183384571, 0.16421415627763847)","(2.4104256726809856, 0.22011710651007632)"
MuonIDSFUp,"(9.39910514760794, 0.04003942351604009)",-,-,"(7.525865409629348, 0.7687199103036315)","(8.41893760653844, 0.16447304364022172)","(2.4406667864409366, 0.23080429512964482)"
MuonIDSFDown,"(9.167418105204419, 0.03908916927039251)",-,-,"(7.339798484935507, 0.749162418763248)","(8.213746333119706, 0.16056581125675087)","(2.3833952118109623, 0.22466547959660432)"
DblMuTrigSFUp,"(9.284088961488129, 0.039565773871690975)",-,-,"(7.433287128833701, 0.7589498826098082)","(8.317039940851531, 0.16252474268740802)","(2.4122017942525167, 0.22772110768478218)"
DblMuTrigSFDown,"(9.281497579894033, 0.03955484708001409)",-,-,"(7.4316228539875455, 0.758763498696744)","(8.3147898959995, 0.16248059705643528)","(2.4116154271587416, 0.2276824314967958)"
JetResUp,"(9.340561145604916, 0.039694342573986664)",-,-,"(7.370214926259635, 0.7637146200640879)","(8.331152609723768, 0.16269439080196973)","(2.3973335444356647, 0.2266327887739996)"
JetResDown,"(9.226086757424683, 0.039438576700828065)",-,-,"(6.972441981912863, 0.75477504642007)","(8.343068259632032, 0.16265188289954455)","(2.3946003954034674, 0.22759465254532307)"
JetEnUp,"(9.662378385056169, 0.040385850693944916)",-,-,"(7.8931540386259575, 0.7858983684259545)","(8.368995283562416, 0.16328369501532436)","(2.45511399996029, 0.2281093703911654)"
JetEnDown,"(8.914501055991355, 0.0387400165781364)",-,-,"(6.72479329885216, 0.7052427472447796)","(8.251976729048177, 0.1619165368753584)","(2.3599389365732377, 0.2273256116948098)"
MuonEnUp,"(9.292678542577988, 0.03958773810953561)",-,-,"(7.41044188320943, 0.7637999755065845)","(8.345314906802221, 0.16250300054341701)","(2.4112000690078323, 0.22770614691833418)"
MuonEnDown,"(9.275895362777815, 0.03954453613548258)",-,-,"(7.392204636853185, 0.7575614290921674)","(8.279354788770824, 0.1622209439513471)","(2.4222141554883994, 0.2274581775054377)"
NonpromptUp,-,"(21.9591059499754, 3.5215298259680914)",-,-,-,-
NonpromptDown,-,"(3.4334381699223626, 1.920993959259382)",-,-,-,-
ConversionUp,-,-,"(0.0, 0.0)",-,-,-
ConversionDown,-,-,"(0.0, 0.0)",-,-,-
