syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(49.44317088136194, 0.13622561989117646)","(21.98306444084353, 2.714324840394325)","(0.18033361900889536, 0.1275151248771012)","(10.080870254997185, 0.7391844671922425)","(12.875535248831673, 0.1938401135077365)","(4.367863982044617, 0.4493974172882586)"
L1PrefireUp,"(49.198095138319964, 0.13563940184771645)",-,-,"(10.027534665602984, 0.736181077595628)","(12.789910214775803, 0.1926852798098525)","(4.319674672746521, 0.4474114526459677)"
L1PrefireDown,"(49.684095201544295, 0.1368168377293566)",-,-,"(10.134072873235166, 0.7421817177110143)","(12.960311168071014, 0.19502633549360693)","(4.416139589168023, 0.45136203183776447)"
PileupReweightUp,"(49.12150934868335, 0.14023768615840906)",-,-,"(10.206509704641894, 0.7625459339481382)","(12.765961708138082, 0.19878629932155512)","(4.493802067992611, 0.4541732806905488)"
PileupReweightDown,"(49.683152247939084, 0.13769515969422105)",-,-,"(9.97065152315146, 0.7452410723179292)","(12.916217441869527, 0.19601676758685896)","(4.338173925864219, 0.47122810494385803)"
MuonIDSFUp,"(49.81255706472113, 0.1372287753339581)",-,-,"(10.156252317203748, 0.7445122099170826)","(12.980993186464715, 0.1954054825974424)","(4.421368043796077, 0.45739877414379915)"
MuonIDSFDown,"(49.07613702596376, 0.13523300776542568)",-,-,"(10.006000958443396, 0.7339115260608018)","(12.770853698630168, 0.19229627083819267)","(4.315066378480778, 0.4417541441061716)"
DblMuTrigSFUp,"(49.47954261101539, 0.1363236617667602)",-,-,"(10.087572396965147, 0.7396759954302464)","(12.885735431680134, 0.19399439876345864)","(4.371958682727429, 0.44995408454309344)"
DblMuTrigSFDown,"(49.40664065761413, 0.13612720579931234)",-,-,"(10.074142464654724, 0.738690824762563)","(12.865281688425991, 0.1936851077795593)","(4.363752354232258, 0.4488385376894532)"
JetResUp,"(49.5687927483343, 0.136403834122399)",-,-,"(9.620386837153273, 0.7466112937486339)","(12.906662829926542, 0.1938513491417579)","(4.4143115768116274, 0.4476637448662698)"
JetResDown,"(49.291223057858616, 0.1359910009894231)",-,-,"(9.805342595445426, 0.7397569341187328)","(12.866935717285827, 0.19379015435199906)","(4.343460609336699, 0.4492995509563852)"
JetEnUp,"(50.304054088547005, 0.1374264435509045)",-,-,"(9.8222253542284, 0.7524383033975984)","(12.96310743203789, 0.19431219002846667)","(4.454560715516152, 0.4479412774509762)"
JetEnDown,"(48.56809507488435, 0.13499724836780808)",-,-,"(9.599144823003867, 0.723741862042145)","(12.813723797560462, 0.19331391092505054)","(4.303978047128787, 0.4499297576876978)"
MuonEnUp,"(49.472811309795354, 0.1362531650611424)",-,-,"(9.815535524186302, 0.7332231985752398)","(12.862893465697523, 0.19393291603892876)","(4.381127872884702, 0.4494074116905323)"
MuonEnDown,"(49.40941586074592, 0.13619338414079585)",-,-,"(10.094226341086593, 0.7391696039871152)","(12.870693419712719, 0.1937826889684198)","(4.333266176748812, 0.4494085824527456)"
NonpromptUp,-,"(26.652178720279828, 3.2766986291526767)",-,-,-,-
NonpromptDown,-,"(17.76768799256968, 2.235430283443296)",-,-,-,-
ConversionUp,-,-,"(0.19716974526491257, 0.13942006392164386)",-,-,-
ConversionDown,-,-,"(0.16349749275287817, 0.11561018583255857)",-,-,-
