syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(79.2953211887812, 0.29918275194581245)","(38.142390264624645, 4.124487987636974)","(2.1595477435257555, 1.7501301253276818)","(6.169139315452496, 0.5304883212443982)","(6.117950553371307, 0.132382072801172)","(2.316172369597531, 0.1851651287909431)"
L1PrefireUp,"(78.86101175629726, 0.29778350375978946)",-,-,"(6.138226380058717, 0.5283476621499618)","(6.075372246228887, 0.1316159762339268)","(2.2929121227189175, 0.18450315547334134)"
L1PrefireDown,"(79.720299522609, 0.3005923688324593)",-,-,"(6.19926532210095, 0.5326500516433703)","(6.159898344673413, 0.13316206832667782)","(2.3394529280507634, 0.1858220632853081)"
PileupReweightUp,"(78.63776251410465, 0.30724646293246466)",-,-,"(6.59482834697316, 0.5915077651241906)","(6.084245815835669, 0.13571651602030935)","(2.303115603597666, 0.1704994273322788)"
PileupReweightDown,"(79.90337322907314, 0.3032427209578185)",-,-,"(5.841996681934547, 0.5142436916023089)","(6.146841102524073, 0.13428246023692908)","(2.3158536363013646, 0.1935510615758435)"
MuonIDSFUp,"(81.60562336587803, 0.3079940986845161)",-,-,"(6.339116799359213, 0.5437255201170605)","(6.266680376928624, 0.1356277792628512)","(2.3732899984642417, 0.1897104031372431)"
MuonIDSFDown,"(77.02199544462258, 0.29058566386533036)",-,-,"(6.001952629976739, 0.5175423472282226)","(5.971170694771814, 0.12920826319541304)","(2.2598119518135302, 0.18069427681454167)"
DblMuTrigSFUp,"(79.30819370461695, 0.29923121604772407)",-,-,"(6.17024392495912, 0.5305803499321713)","(6.119037100035514, 0.13240550716301863)","(2.316524109286941, 0.185189458169414)"
DblMuTrigSFDown,"(79.28233575101213, 0.2991338683545771)",-,-,"(6.168023335809042, 0.5303953807494391)","(6.116853845885072, 0.13235841535943774)","(2.3158174679842007, 0.1851406639538275)"
JetResUp,"(79.2899151907069, 0.2992157651710079)",-,-,"(6.3213257181337505, 0.5300428304040099)","(6.114159752911465, 0.13246800418996255)","(2.354187582486448, 0.18918492551777696)"
JetResDown,"(79.27598763464509, 0.29913950448398746)",-,-,"(5.8825029866116045, 0.5221209760222981)","(6.110617491902623, 0.13236544778615092)","(2.3092211487796166, 0.1854989091484009)"
JetEnUp,"(79.89635187995218, 0.30043533151329166)",-,-,"(6.678988705573912, 0.553848082025921)","(6.145971063451322, 0.1326318694404606)","(2.3557206671632405, 0.1847514593161535)"
JetEnDown,"(78.66109782081095, 0.2979506301992454)",-,-,"(5.630840627934404, 0.5055236540013007)","(6.095415296829827, 0.13204701824463105)","(2.2853773364954475, 0.18488659853490896)"
MuonEnUp,"(79.32932942306503, 0.29921717094725087)",-,-,"(6.198687808376219, 0.5312532360067211)","(6.124810502543187, 0.13232429662401976)","(2.319126568156906, 0.18513275194401727)"
MuonEnDown,"(79.24768924978952, 0.2990738839274344)",-,-,"(6.0971317732734756, 0.5277021098802747)","(6.138899257334035, 0.13248326429583862)","(2.309750677784622, 0.18516633224764703)"
ElectronEnUp,"(79.2953211887812, 0.29918275194581245)",-,-,"(6.169139315452496, 0.5304883212443982)","(6.117950553371307, 0.132382072801172)","(2.316172369597531, 0.1851651287909431)"
ElectronEnDown,"(79.29612801285329, 0.29918383984926866)",-,-,"(6.169139315452496, 0.5304883212443982)","(6.117950553371307, 0.132382072801172)","(2.316172369597531, 0.1851651287909431)"
ElectronResUp,"(79.2953211887812, 0.29918275194581245)",-,-,"(6.169139315452496, 0.5304883212443982)","(6.117950553371307, 0.132382072801172)","(2.316172369597531, 0.1851651287909431)"
ElectronResDown,"(79.2953211887812, 0.29918275194581245)",-,-,"(6.169139315452496, 0.5304883212443982)","(6.117950553371307, 0.132382072801172)","(2.316172369597531, 0.1851651287909431)"
NonpromptUp,-,"(72.53461663349188, 7.2026224588376735)",-,-,-,-
NonpromptDown,-,"(21.003961625824253, 3.523854927757669)",-,-,-,-
ConversionUp,-,-,"(4.8249132180544905, 4.251571837581401)",-,-,-
ConversionDown,-,-,"(0.2671512700510161, 0.1552095566316101)",-,-,-
