syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(38.669939600258424, 0.20051978586652722)","(32.58732090424903, 4.02150024808409)","(2.341939759297793, 1.9845240154636365)","(17.77983037173277, 0.7853605656789995)","(17.789785682072715, 0.25904551719680924)","(6.395023165174737, 0.1837749396382146)"
L1PrefireUp,"(38.27076326445895, 0.19849168844332857)",-,-,"(17.59135930869467, 0.7773682431007215)","(17.580554257006614, 0.25607692017128414)","(6.303193419117599, 0.18123358085581648)"
L1PrefireDown,"(39.06212676633029, 0.20252300142899923)",-,-,"(17.96680154814427, 0.7933210658446298)","(17.995255118821884, 0.2619845523117074)","(6.486100146339747, 0.1863390396098684)"
PileupReweightUp,"(38.163973282160825, 0.197552823519967)",-,-,"(18.06208553831315, 0.7916844407941922)","(17.615778085733684, 0.25588684562376707)","(6.323283029485321, 0.18142527812895604)"
PileupReweightDown,"(39.12910095388734, 0.20660305152906752)",-,-,"(17.422832453807235, 0.7930668674115601)","(17.94054025063222, 0.2662856537379477)","(6.467208531554723, 0.1893486261805222)"
MuonIDSFUp,"(39.43232097482811, 0.2044371018391156)",-,-,"(18.10669134800396, 0.7998294883773326)","(18.10792609103579, 0.2635625793306851)","(6.51631921382051, 0.1872070998065554)"
MuonIDSFDown,"(37.91651799816664, 0.1966918951572276)",-,-,"(17.456978477952074, 0.771214500483379)","(17.47519449164271, 0.2546239645033967)","(6.2751864801077035, 0.1804226843545915)"
DblMuTrigSFUp,"(38.68155401177885, 0.2005790735002613)",-,-,"(17.78686912483913, 0.7856626623318024)","(17.79643403032902, 0.25914166201527705)","(6.397244534192901, 0.18383638334414606)"
DblMuTrigSFDown,"(38.658192252136935, 0.20045983625307787)",-,-,"(17.772691333119447, 0.7850542385237872)","(17.78305036674264, 0.2589481374854271)","(6.3927715025813105, 0.18371272328757413)"
JetResUp,"(38.698851354446774, 0.20065136337582412)",-,-,"(18.045043596890306, 0.7866467183053223)","(17.764647159189675, 0.25888966389867657)","(6.386664896682276, 0.18388449729754985)"
JetResDown,"(38.66840398839651, 0.2005495955553684)",-,-,"(17.88229384955666, 0.7867514077655617)","(17.79611386650087, 0.2590479018486911)","(6.4021247422923295, 0.18366490671576413)"
JetEnUp,"(39.074291154954715, 0.2016566332915252)",-,-,"(18.77874995864525, 0.8074691507286319)","(17.837033716531966, 0.25953201881696475)","(6.472797439742541, 0.1849798168546832)"
JetEnDown,"(38.26365097308677, 0.19936668959739418)",-,-,"(16.999854348069444, 0.7590407350028615)","(17.728098669065428, 0.25852975336583756)","(6.288966884244554, 0.18245843083800706)"
MuonEnUp,"(38.69133292133715, 0.20056674076008194)",-,-,"(17.464017932526517, 0.7806642238243866)","(17.493788697811098, 0.2567896507263558)","(6.29789368052358, 0.18225590310796477)"
MuonEnDown,"(38.6437324337879, 0.2004120369232519)",-,-,"(18.11315104706102, 0.7953613673601821)","(18.120942000822456, 0.2617101968526678)","(6.518159344445456, 0.18561923951279352)"
ElectronEnUp,"(38.669939600258424, 0.20051978586652722)",-,-,"(17.77983037173277, 0.7853605656789995)","(17.78746663677301, 0.25902126447370794)","(6.395023165174737, 0.1837749396382146)"
ElectronEnDown,"(38.669939600258424, 0.20051978586652722)",-,-,"(17.77983037173277, 0.7853605656789995)","(17.792122198278108, 0.2590509354155052)","(6.395023165174737, 0.1837749396382146)"
ElectronResUp,"(38.669939600258424, 0.20051978586652722)",-,-,"(17.77983037173277, 0.7853605656789995)","(17.789785682072715, 0.25904551719680924)","(6.395023165174737, 0.1837749396382146)"
ElectronResDown,"(38.669939600258424, 0.20051978586652722)",-,-,"(17.77983037173277, 0.7853605656789995)","(17.789785682072715, 0.25904551719680924)","(6.395023165174737, 0.1837749396382146)"
NonpromptUp,-,"(59.470331784595544, 6.462347802162747)",-,-,-,-
NonpromptDown,-,"(20.010733504684442, 3.748597361881163)",-,-,-,-
ConversionUp,-,-,"(4.404839389546742, 3.8974371379570254)",-,-,-
ConversionDown,-,-,"(0.2790401290488439, 0.2623375746185253)",-,-,-
