0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(64, 'Adam', 0.0005, 'CyclicLR')","(64, 'AdamW', 0.0005, 'CyclicLR')","(128, 'AdamW', 0.002, 'StepLR')","(128, 'Adam', 0.002, 'CyclicLR')","(64, 'Adam', 0.01, 'StepLR')","(128, 'Adadelta', 0.0005, 'StepLR')","(128, 'AdamW', 0.0005, 'StepLR')","(128, 'AdamW', 0.0005, 'StepLR')","(128, 'Adam', 0.01, 'CyclicLR')","(64, 'RMSprop', 0.002, 'CyclicLR')","(128, 'Adam', 0.0005, 'CyclicLR')","(128, 'Adam', 0.002, 'StepLR')"
fitness,0.0005573047319102,0.0005556978351539,0.0005497599892199,0.0005435204042328,0.0005544046092600999,0.0006219766584654,0.0005554622004901999,0.0005554622004901999,0.0005537841083512,0.0005520561044178,0.0005509630971484,0.0005441738035943999
