syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(51.35858804472283, 0.13503266798582478)","(77.88459539315612, 6.155440466031197)","(1.1513017405379067, 0.46133882481881716)","(36.12928403663273, 1.4203933429079065)","(31.277402424910257, 0.3102151607254495)","(12.076454923275117, 0.560245845520185)"
L1PrefireUp,"(51.08412897002768, 0.13441481837068026)",-,-,"(35.928648436623654, 1.414401669007175)","(31.062801050246282, 0.30832261219786106)","(11.950431440155842, 0.5549218857576008)"
L1PrefireDown,"(51.62911307294502, 0.13565939344999056)",-,-,"(36.329517785950905, 1.4264831801584883)","(31.488943384412334, 0.312156503112653)","(12.203730028700928, 0.5657008057911359)"
PileupReweightUp,"(50.900692765761065, 0.13853960799158077)",-,-,"(36.26401001445375, 1.5173394199732344)","(31.119059999785904, 0.31988112515158806)","(11.975249148904327, 0.5283471372554484)"
PileupReweightDown,"(51.755963765544635, 0.13680270686176785)",-,-,"(35.73660880770301, 1.4036004500249364)","(31.42232445695705, 0.31376883796653693)","(12.172168028881579, 0.599837658300424)"
MuonIDSFUp,"(51.768160589718484, 0.1360999656205541)",-,-,"(36.48077112324243, 1.4339415851076043)","(31.554253006167983, 0.31289710052679093)","(12.186551207187268, 0.5663479145193395)"
MuonIDSFDown,"(50.9516317718927, 0.13397519045838116)",-,-,"(35.78097968801783, 1.4070872533863361)","(31.002636340489943, 0.30756727484654156)","(11.967198167973958, 0.5542187018027548)"
DblMuTrigSFUp,"(51.39556975647403, 0.1351284476328113)",-,-,"(36.15936964677239, 1.421539614342402)","(31.304273986701034, 0.31047818625239915)","(12.086643766523029, 0.5607962368428944)"
DblMuTrigSFDown,"(51.321373426813544, 0.13493632877832618)",-,-,"(36.09899913376555, 1.4192411958505713)","(31.250360905122616, 0.3099506645991184)","(12.066180889259664, 0.5596892133540311)"
JetResUp,"(51.43232861878511, 0.13515094993883162)",-,-,"(36.22812385725397, 1.432422179299127)","(31.29850825901824, 0.31073630193159274)","(12.169284199919414, 0.5613585353113313)"
JetResDown,"(51.246464607291344, 0.13485849649571108)",-,-,"(34.15504053177455, 1.3955973627250886)","(31.247919449521362, 0.31023820816720526)","(11.979791807416444, 0.5614434182530901)"
JetEnUp,"(51.96093081100301, 0.13587439050052091)",-,-,"(37.64927678472984, 1.4658215551860023)","(31.421127352835963, 0.31102038358137696)","(12.278349524815141, 0.5607769705927429)"
JetEnDown,"(50.708297712582414, 0.1341106618745776)",-,-,"(33.56010785208822, 1.36804478301073)","(31.154143499505984, 0.30946645715530524)","(11.84292830167153, 0.5604419609306902)"
MuonEnUp,"(51.378643767752294, 0.13503175982378754)",-,-,"(35.40151903876678, 1.4134241883078515)","(30.7733816221666, 0.3074006778891696)","(11.890166175173729, 0.559576328259182)"
MuonEnDown,"(51.31651521431034, 0.13499300204769532)",-,-,"(35.622740685673655, 1.4271322149764192)","(31.975415797937835, 0.31293315339224154)","(12.208972243294093, 0.560968876215548)"
NonpromptUp,-,"(92.73933278593672, 7.309554191776288)",-,-,-,-
NonpromptDown,-,"(64.38589511135841, 5.15359625341687)",-,-,-,-
ConversionUp,-,-,"(1.2587884175590804, 0.5044098769284578)",-,-,-
ConversionDown,-,-,"(1.0438150635167327, 0.41826777270917653)",-,-,-
